Angular frequency,Step time,Temperature,Oscillation strain,Oscillation stress,Tan(delta),Storage modulus,Loss modulus
rad/s,s,Celsius,%,MPa,,MPa,MPa
6.28319,1894.00,87.21,0.0917841,0.952328,0.185391,1020.19,189.134
6.28319,1897.00,87.54,0.0918090,0.943630,0.188989,1009.94,190.867
6.28319,1900.00,87.39,0.0917627,0.934130,0.192609,999.611,192.534
6.28319,1903.00,87.71,0.0918069,0.925444,0.196378,989.140,194.245
6.28319,1906.00,87.62,0.0917778,0.916059,0.200169,978.712,195.908
6.28319,1909.00,87.91,0.0917917,0.906938,0.204090,968.083,197.576
6.28319,1912.00,87.87,0.0917985,0.897491,0.208046,957.179,199.137
6.28319,1915.00,88.13,0.0917879,0.887820,0.212136,946.197,200.722
6.28319,1918.00,88.14,0.0918065,0.878402,0.216214,935.187,202.201
6.28319,1921.00,88.39,0.0917830,0.868339,0.220426,923.899,203.652
6.28319,1924.00,88.42,0.0918142,0.858805,0.224736,912.610,205.096
6.28319,1927.00,88.64,0.0917890,0.848664,0.229151,901.223,206.516
6.28319,1930.00,88.72,0.0918086,0.838774,0.233621,889.656,207.842
6.28319,1933.00,88.90,0.0917969,0.828463,0.238192,877.934,209.117
6.28319,1936.00,89.02,0.0918091,0.818200,0.242839,866.027,210.305
6.28319,1939.00,89.17,0.0917989,0.807616,0.247576,853.984,211.426
6.28319,1942.00,89.31,0.0918135,0.797178,0.252397,841.857,212.483
6.28319,1945.00,89.45,0.0917960,0.786490,0.257327,829.748,213.517
6.28319,1948.00,89.61,0.0918090,0.775863,0.262342,817.424,214.445
6.28319,1951.00,89.73,0.0918016,0.764985,0.267442,805.011,215.294
6.28319,1954.00,89.92,0.0918063,0.754014,0.272629,792.390,216.028
6.28319,1957.00,90.03,0.0918038,0.742932,0.277921,779.709,216.697
6.28319,1960.00,90.23,0.0918080,0.731830,0.283301,766.948,217.277
6.28319,1963.00,90.33,0.0918008,0.720652,0.288766,754.202,217.788
6.28319,1966.00,90.56,0.0918017,0.709402,0.294330,741.312,218.190
6.28319,1969.00,90.66,0.0917966,0.698056,0.300034,728.360,218.533
6.28319,1972.00,90.85,0.0917977,0.686644,0.305794,715.300,218.734
6.28319,1975.00,90.98,0.0917967,0.675185,0.311671,702.206,218.857
6.28319,1978.00,91.16,0.0917965,0.663721,0.317594,689.116,218.859
6.28319,1981.00,91.30,0.0917912,0.652212,0.323657,676.013,218.796
6.28319,1984.00,91.47,0.0917868,0.640667,0.329758,662.883,218.591
6.28319,1987.00,91.62,0.0917802,0.629093,0.336040,649.731,218.336
6.28319,1990.00,91.77,0.0917787,0.617515,0.342313,636.567,217.905
6.28319,1993.00,91.95,0.0917825,0.605952,0.348748,623.382,217.403
6.28319,1996.00,92.08,0.0917737,0.594358,0.355116,610.295,216.726
6.28319,1999.00,92.29,0.0917744,0.582803,0.361707,597.174,216.002
6.28319,2002.00,92.38,0.0917578,0.571223,0.368233,584.186,215.117
6.28319,2005.00,92.62,0.0917590,0.559711,0.374989,571.144,214.173
6.28319,2008.00,92.69,0.0917489,0.548210,0.381648,558.238,213.050
6.28319,2011.00,92.95,0.0917556,0.536872,0.388487,545.400,211.881
6.28319,2014.00,93.00,0.0917446,0.525562,0.395202,532.758,210.547
6.28319,2017.00,93.28,0.0917432,0.514332,0.402118,520.143,209.159
6.28319,2020.00,93.31,0.0917296,0.503148,0.408923,507.704,207.612
6.28319,2023.00,93.61,0.0917249,0.492132,0.415920,495.390,206.043
6.28319,2026.00,93.62,0.0917198,0.481191,0.422802,483.216,204.305
6.28319,2029.00,93.93,0.0917254,0.470391,0.429820,471.147,202.508
6.28319,2032.00,93.94,0.0917105,0.459624,0.436699,459.284,200.569
6.28319,2035.00,94.24,0.0917104,0.449072,0.443712,447.581,198.597
6.28319,2038.00,94.26,0.0916926,0.438524,0.450607,436.032,196.479
6.28319,2041.00,94.54,0.0916941,0.428327,0.457590,424.767,194.369
6.28319,2044.00,94.59,0.0916861,0.418150,0.464461,413.629,192.115
6.28319,2047.00,94.83,0.0916821,0.408336,0.471206,402.894,189.846
6.28319,2050.00,94.90,0.0916839,0.398525,0.478039,392.168,187.472
6.28319,2053.00,95.13,0.0916621,0.389091,0.484571,381.998,185.105
6.28319,2056.00,95.24,0.0916765,0.379683,0.491485,371.689,182.680
6.28319,2059.00,95.45,0.0916430,0.370314,0.498064,361.703,180.151
6.28319,2062.00,95.55,0.0916736,0.361235,0.505090,351.726,177.653
6.28319,2065.00,95.85,0.0916401,0.352101,0.511678,342.046,175.017
6.28319,2068.00,95.85,0.0916627,0.343394,0.518418,332.591,172.421
6.28319,2071.00,96.16,0.0916346,0.334427,0.525207,323.105,169.697
6.28319,2074.00,96.22,0.0916430,0.325873,0.531937,313.937,166.995
6.28319,2077.00,96.39,0.0916334,0.317282,0.538800,304.822,164.238
6.28319,2080.00,96.61,0.0916313,0.308858,0.545519,295.901,161.420
6.28319,2083.00,96.68,0.0916372,0.300768,0.552154,287.327,158.649
6.28319,2086.00,96.95,0.0916170,0.292655,0.558751,278.855,155.811
6.28319,2089.00,96.95,0.0916271,0.284631,0.565673,270.380,152.947
6.28319,2092.00,97.03,0.0916198,0.276357,0.572936,261.722,149.950
6.28319,2095.00,97.31,0.0916095,0.267797,0.580296,252.838,146.721
6.28319,2098.00,97.38,0.0916203,0.260422,0.586896,245.140,143.872
6.28319,2101.00,97.57,0.0916066,0.253266,0.593257,237.777,141.062
6.28319,2104.00,97.71,0.0915983,0.246273,0.599457,230.602,138.236
6.28319,2107.00,97.95,0.0916065,0.239145,0.606114,223.250,135.315
6.28319,2110.00,98.09,0.0916008,0.232277,0.612525,216.235,132.449
6.28319,2113.00,98.10,0.0916018,0.225326,0.619437,209.116,129.534
6.28319,2116.00,98.04,0.0915978,0.217842,0.627223,201.473,126.369
6.28319,2119.00,98.74,0.0915770,0.209956,0.634911,193.551,122.888
6.28319,2122.00,98.49,0.0916067,0.203616,0.641649,187.073,120.035
6.28319,2125.00,98.95,0.0915856,0.197646,0.647428,181.153,117.283
6.28319,2128.00,98.87,0.0915906,0.191947,0.653511,175.431,114.646
6.28319,2131.00,99.30,0.0915769,0.186029,0.659704,169.565,111.863
6.28319,2134.00,99.23,0.0915924,0.180455,0.666129,163.971,109.226
6.28319,2137.00,99.28,0.0915802,0.174559,0.672872,158.141,106.408
6.28319,2140.00,99.31,0.0915835,0.167973,0.681126,151.587,103.250
6.28319,2143.00,100.07,0.0915637,0.161958,0.687406,145.763,100.198
6.28319,2146.00,99.81,0.0915980,0.156935,0.694108,140.748,97.6943
6.28319,2149.00,100.27,0.0915634,0.152117,0.699138,136.156,95.1919
6.28319,2152.00,100.18,0.0915866,0.147406,0.705310,131.524,92.7650
6.28319,2155.00,100.62,0.0915667,0.142655,0.710803,126.983,90.2600
6.28319,2158.00,100.45,0.0915835,0.138076,0.717111,122.519,87.8596
6.28319,2161.00,100.91,0.0915676,0.133202,0.723493,117.857,85.2688
6.28319,2164.00,100.86,0.0915713,0.128756,0.729278,113.606,82.8501
6.28319,2167.00,101.14,0.0915812,0.124419,0.735344,109.450,80.4835
6.28319,2170.00,101.22,0.0915630,0.120470,0.739618,105.781,78.2378
6.28319,2173.00,101.50,0.0915801,0.116588,0.745118,102.085,76.0651
6.28319,2176.00,101.57,0.0915660,0.112769,0.750018,98.5242,73.8950
6.28319,2179.00,101.66,0.0915717,0.108762,0.755382,94.7724,71.5893
6.28319,2182.00,102.47,0.0915711,0.105273,0.759940,91.5316,69.5585
6.28319,2185.00,101.94,0.0915811,0.101804,0.765462,88.2709,67.5680
6.28319,2188.00,103.70,0.0915411,0.0979478,0.768625,84.8346,65.2059
6.28319,2191.00,104.36,0.0916057,0.0960945,0.771734,83.0458,64.0893
6.28319,2194.00,104.27,0.0915701,0.0923611,0.778135,79.6033,61.9421
6.28319,2197.00,104.60,0.0915092,0.0869905,0.780810,74.9272,58.5039
6.28319,2200.00,105.06,0.0916082,0.0853769,0.782464,73.3989,57.4320
6.28319,2203.00,104.62,0.0916184,0.0848011,0.787149,72.7302,57.2495
6.28319,2206.00,104.37,0.0915492,0.0826305,0.789593,70.8378,55.9331
6.28319,2209.00,105.00,0.0915553,0.0802231,0.789447,68.7744,54.2937
6.28319,2212.00,104.80,0.0915993,0.0789307,0.791161,67.5775,53.4647
6.28319,2215.00,104.11,0.0915761,0.0769301,0.792992,65.8227,52.1968
6.28319,2218.00,104.01,0.0915620,0.0747899,0.792952,64.0025,50.7509
6.28319,2221.00,105.49,0.0915730,0.0729235,0.792738,62.4044,49.4703
6.28319,2224.00,105.78,0.0915896,0.0711431,0.795039,60.8016,48.3397
6.28319,2227.00,105.56,0.0915474,0.0683932,0.794791,58.4854,46.4837
6.28319,2230.00,105.20,0.0915710,0.0666197,0.792791,57.0097,45.1968
6.28319,2233.00,104.61,0.0915971,0.0648455,0.795029,55.4152,44.0567
6.28319,2236.00,105.12,0.0915431,0.0624182,0.791842,53.4552,42.3280
6.28319,2239.00,104.97,0.0915806,0.0605173,0.790332,51.8441,40.9741
6.28319,2242.00,105.08,0.0915610,0.0584959,0.788273,50.1734,39.5503
6.28319,2245.00,105.79,0.0915751,0.0570953,0.785643,49.0272,38.5179
6.28319,2248.00,105.24,0.0915854,0.0551582,0.784827,47.3772,37.1829
6.28319,2251.00,106.73,0.0915534,0.0536303,0.778364,46.2257,35.9804
6.28319,2254.00,106.96,0.0916073,0.0526832,0.780057,45.3453,35.3720
6.28319,2257.00,106.93,0.0915464,0.0504120,0.773400,43.5596,33.6890
6.28319,2260.00,107.31,0.0915538,0.0485386,0.762732,42.1541,32.1523
6.28319,2263.00,107.41,0.0916139,0.0482291,0.763932,41.8336,31.9580
6.28319,2266.00,106.79,0.0915909,0.0476476,0.766199,41.2945,31.6398
6.28319,2269.00,107.09,0.0915561,0.0462634,0.759704,40.2359,30.5674
6.28319,2272.00,107.29,0.0915817,0.0455852,0.754362,39.7370,29.9761
6.28319,2275.00,107.61,0.0916027,0.0450909,0.755630,39.2731,29.6760
6.28319,2278.00,107.82,0.0915674,0.0444394,0.751359,38.8002,29.1529
6.28319,2281.00,107.59,0.0915982,0.0440486,0.752304,38.4286,28.9100
6.28319,2284.00,107.49,0.0915663,0.0427801,0.745434,37.4582,27.9226
6.28319,2287.00,107.72,0.0915619,0.0415348,0.734984,36.5518,26.8650
6.28319,2290.00,107.69,0.0916046,0.0412974,0.733641,36.3492,26.6673
6.28319,2293.00,108.07,0.0915856,0.0403271,0.731131,35.5451,25.9881
6.28319,2296.00,108.24,0.0915616,0.0398198,0.724060,35.2253,25.5053
6.28319,2299.00,108.19,0.0916014,0.0392826,0.723112,34.7507,25.1286
6.28319,2302.00,107.62,0.0915708,0.0384205,0.715997,34.1143,24.4257
6.28319,2305.00,107.44,0.0915864,0.0377325,0.711146,33.5746,23.8765
6.28319,2308.00,108.49,0.0915737,0.0371474,0.704810,33.1575,23.3698
6.28319,2311.00,108.46,0.0915921,0.0365914,0.702391,32.6919,22.9625
6.28319,2314.00,108.48,0.0915607,0.0352620,0.687910,31.7296,21.8271
6.28319,2317.00,108.32,0.0915695,0.0346316,0.677158,31.3157,21.2056
6.28319,2320.00,107.80,0.0916087,0.0341215,0.676243,30.8543,20.8650
6.28319,2323.00,108.22,0.0915710,0.0334967,0.668902,30.4050,20.3380
6.28319,2326.00,109.37,0.0915879,0.0330903,0.664493,30.0918,19.9958
6.28319,2329.00,109.41,0.0915892,0.0325679,0.660753,29.6673,19.6028
6.28319,2332.00,109.35,0.0915584,0.0315818,0.645982,28.9740,18.7167
6.28319,2335.00,108.85,0.0915754,0.0309328,0.633261,28.5377,18.0718
6.28319,2338.00,108.63,0.0916006,0.0304015,0.629096,28.0925,17.6729
6.28319,2341.00,109.81,0.0915758,0.0299562,0.622259,27.7738,17.2825
6.28319,2344.00,110.17,0.0915900,0.0295702,0.617892,27.4653,16.9706
6.28319,2347.00,109.99,0.0915742,0.0288187,0.606094,26.9129,16.3118
6.28319,2350.00,109.61,0.0915728,0.0281355,0.590186,26.4601,15.6164
6.28319,2353.00,109.25,0.0915911,0.0277026,0.584019,26.1180,15.2534
6.28319,2356.00,110.50,0.0915892,0.0273200,0.578095,25.8242,14.9289
6.28319,2359.00,110.94,0.0915851,0.0269921,0.572941,25.5723,14.6514
6.28319,2362.00,110.71,0.0915750,0.0264404,0.562128,25.1690,14.1482
6.28319,2365.00,111.10,0.0915709,0.0257739,0.545610,24.7080,13.4809
6.28319,2368.00,110.85,0.0915922,0.0254773,0.537404,24.5020,13.1675
6.28319,2371.00,110.34,0.0915961,0.0251450,0.534268,24.2130,12.9362
6.28319,2374.00,110.55,0.0915750,0.0247265,0.524772,23.9092,12.5469
6.28319,2377.00,111.70,0.0915847,0.0244466,0.517975,23.7020,12.2770
6.28319,2380.00,111.98,0.0915963,0.0241692,0.513150,23.4761,12.0468
6.28319,2383.00,111.82,0.0915732,0.0236790,0.500904,23.1197,11.5807
6.28319,2386.00,111.42,0.0915717,0.0232428,0.485862,22.8301,11.0923
6.28319,2389.00,111.06,0.0915964,0.0229291,0.479623,22.5709,10.8255
6.28319,2392.00,112.25,0.0915887,0.0226597,0.473323,22.3623,10.5846
6.28319,2395.00,112.65,0.0915874,0.0224279,0.468066,22.1787,10.3811
6.28319,2398.00,112.51,0.0915789,0.0220412,0.457236,21.8885,10.0082
6.28319,2401.00,112.03,0.0915736,0.0216727,0.443021,21.6386,9.58635
6.28319,2404.00,111.73,0.0915958,0.0214062,0.436989,21.4149,9.35806
6.28319,2407.00,112.97,0.0915862,0.0211929,0.430896,21.2510,9.15695
6.28319,2410.00,113.34,0.0915938,0.0209822,0.425953,21.0756,8.97720
6.28319,2413.00,113.18,0.0915805,0.0206726,0.416293,20.8395,8.67534
6.28319,2416.00,113.44,0.0915813,0.0203267,0.402376,20.5909,8.28528
6.28319,2419.00,112.58,0.0915890,0.0201375,0.396619,20.4380,8.10610
6.28319,2422.00,112.76,0.0915885,0.0199073,0.390393,20.2474,7.90442
6.28319,2425.00,113.92,0.0915802,0.0197478,0.384359,20.1279,7.73633
6.28319,2428.00,114.11,0.0915988,0.0195733,0.380271,19.9732,7.59521
6.28319,2431.00,114.05,0.0915811,0.0192906,0.369151,19.7606,7.29463
6.28319,2434.00,113.32,0.0915792,0.0190772,0.359588,19.6025,7.04882
6.28319,2437.00,113.68,0.0915885,0.0188857,0.353650,19.4403,6.87507
6.28319,2440.00,114.74,0.0915921,0.0187414,0.349278,19.3173,6.74712
6.28319,2443.00,114.82,0.0915950,0.0185813,0.344839,19.1781,6.61335
6.28319,2446.00,114.84,0.0915814,0.0183425,0.335063,18.9910,6.36318
6.28319,2449.00,114.01,0.0915780,0.0181782,0.326499,18.8697,6.16094
6.28319,2452.00,114.39,0.0915968,0.0180142,0.321147,18.7249,6.01345
6.28319,2455.00,115.50,0.0915897,0.0178919,0.317429,18.6193,5.91032
6.28319,2458.00,115.54,0.0915906,0.0177507,0.312940,18.4960,5.78813
6.28319,2461.00,115.65,0.0915848,0.0175580,0.304303,18.3409,5.58120
6.28319,2464.00,115.14,0.0915749,0.0174170,0.295808,18.2382,5.39499
6.28319,2467.00,114.77,0.0915981,0.0172772,0.291457,18.1085,5.27784
6.28319,2470.00,115.94,0.0915911,0.0171589,0.287220,18.0062,5.17174
6.28319,2473.00,116.38,0.0915882,0.0170555,0.283669,17.9151,5.08196
6.28319,2476.00,116.27,0.0915868,0.0169016,0.277222,17.7835,4.92998
6.28319,2479.00,115.66,0.0915769,0.0167615,0.269101,17.6744,4.75620
6.28319,2482.00,115.82,0.0916040,0.0166316,0.264793,17.5511,4.64741
6.28319,2485.00,116.92,0.0915875,0.0165420,0.261401,17.4743,4.56780
6.28319,2488.00,117.12,0.0915835,0.0164615,0.257909,17.4048,4.48886
6.28319,2491.00,117.09,0.0915879,0.0163193,0.250904,17.2825,4.33624
6.28319,2494.00,116.29,0.0915886,0.0161906,0.245077,17.1695,4.20784
6.28319,2497.00,116.68,0.0915984,0.0160758,0.240945,17.0620,4.11100
6.28319,2500.00,117.78,0.0915834,0.0160109,0.238015,17.0072,4.04797
6.28319,2503.00,117.82,0.0915874,0.0159384,0.234241,16.9437,3.96892
6.28319,2506.00,117.93,0.0915845,0.0158141,0.228053,16.8349,3.83926
6.28319,2509.00,117.11,0.0915896,0.0157090,0.222807,16.7410,3.73002
6.28319,2512.00,117.30,0.0915984,0.0156172,0.219181,16.6543,3.65030
6.28319,2515.00,118.49,0.0915874,0.0155440,0.216231,16.5884,3.58693
6.28319,2518.00,118.63,0.0915892,0.0154764,0.213161,16.5263,3.52276
6.28319,2521.00,118.67,0.0915844,0.0153746,0.207618,16.4368,3.41257
6.28319,2524.00,117.83,0.0915815,0.0153014,0.202620,16.3752,3.31794
6.28319,2527.00,118.18,0.0915986,0.0152194,0.199214,16.2952,3.24623
6.28319,2530.00,119.29,0.0915927,0.0151479,0.196828,16.2270,3.19394
6.28319,2533.00,119.37,0.0915883,0.0150792,0.193928,16.1630,3.13447
6.28319,2536.00,119.43,0.0915883,0.0149979,0.188938,16.0907,3.04014
6.28319,2539.00,118.55,0.0915759,0.0149351,0.184607,16.0380,2.96073
6.28319,2542.00,119.08,0.0916025,0.0148583,0.181359,15.9600,2.89449
6.28319,2545.00,120.12,0.0915927,0.0147981,0.179173,15.9032,2.84942
6.28319,2548.00,120.12,0.0915845,0.0147419,0.176330,15.8520,2.79519
6.28319,2551.00,120.11,0.0915892,0.0146701,0.171656,15.7864,2.70982
6.28319,2554.00,119.29,0.0915819,0.0146172,0.168256,15.7396,2.64828
6.28319,2557.00,120.01,0.0915937,0.0145634,0.165098,15.6876,2.58999
6.28319,2560.00,120.95,0.0915965,0.0145064,0.163042,15.6309,2.54850
6.28319,2563.00,120.89,0.0915876,0.0144530,0.160328,15.5816,2.49815
6.28319,2566.00,120.78,0.0915874,0.0143852,0.156158,15.5185,2.42333
6.28319,2569.00,120.01,0.0915810,0.0143404,0.152965,15.4786,2.36769
6.28319,2572.00,121.03,0.0916011,0.0142874,0.150284,15.4242,2.31801
6.28319,2575.00,121.75,0.0915914,0.0142403,0.148401,15.3792,2.28229
6.28319,2578.00,121.63,0.0915911,0.0141879,0.145992,15.3280,2.23777
6.28319,2581.00,121.32,0.0915791,0.0141472,0.141544,15.2956,2.16499
6.28319,2584.00,120.86,0.0915918,0.0140944,0.139186,15.2414,2.12139
6.28319,2587.00,122.02,0.0915961,0.0140502,0.137022,15.1973,2.08236
6.28319,2590.00,122.51,0.0915861,0.0140188,0.135041,15.1690,2.04843
6.28319,2593.00,122.41,0.0915884,0.0139755,0.132347,15.1271,2.00203
6.28319,2596.00,121.74,0.0915846,0.0139238,0.128876,15.0785,1.94326
6.28319,2599.00,121.87,0.0915951,0.0138751,0.126428,15.0287,1.90005
6.28319,2602.00,123.01,0.0915976,0.0138411,0.124485,14.9950,1.86665
6.28319,2605.00,123.19,0.0915836,0.0138077,0.122955,14.9639,1.83988
6.28319,2608.00,123.08,0.0915881,0.0137699,0.120125,14.9272,1.79314
6.28319,2611.00,122.27,0.0915833,0.0137405,0.117101,14.9015,1.74498
6.28319,2614.00,123.02,0.0916055,0.0136888,0.114832,14.8457,1.70475
6.28319,2617.00,123.92,0.0915848,0.0136705,0.113338,14.8316,1.68099
6.28319,2620.00,123.88,0.0915848,0.0136526,0.111882,14.8147,1.65749
6.28319,2623.00,123.58,0.0915891,0.0136113,0.108498,14.7746,1.60301
6.28319,2626.00,123.02,0.0915897,0.0135712,0.106463,14.7342,1.56864
6.28319,2629.00,124.13,0.0915994,0.0135440,0.104418,14.7062,1.53559
6.28319,2632.00,124.71,0.0915882,0.0135206,0.103478,14.6840,1.51947
6.28319,2635.00,124.59,0.0915813,0.0135119,0.101227,14.6790,1.48591
6.28319,2638.00,123.92,0.0915861,0.0134901,0.0986552,14.6583,1.44611
6.28319,2641.00,124.06,0.0915968,0.0134418,0.0966227,14.6070,1.41136
6.28319,2644.00,125.18,0.0915975,0.0134169,0.0952556,14.5816,1.38898
6.28319,2647.00,125.37,0.0915859,0.0133965,0.0939620,14.5631,1.36838
6.28319,2650.00,125.20,0.0915892,0.0133739,0.0918159,14.5408,1.33508
6.28319,2653.00,124.41,0.0915825,0.0133546,0.0898673,14.5235,1.30519
6.28319,2656.00,125.24,0.0915956,0.0133372,0.0881132,14.5048,1.27806
6.28319,2659.00,126.10,0.0915948,0.0133095,0.0867200,14.4765,1.25540
6.28319,2662.00,126.05,0.0915840,0.0133011,0.0852765,14.4708,1.23402
6.28319,2665.00,125.61,0.0915874,0.0132815,0.0831223,14.4516,1.20125
6.28319,2668.00,125.24,0.0915952,0.0132470,0.0816727,14.4146,1.17728
6.28319,2671.00,126.42,0.0915908,0.0132488,0.0804012,14.4187,1.15928
6.28319,2674.00,126.87,0.0915886,0.0132298,0.0791685,14.3997,1.14000
6.28319,2677.00,126.75,0.0915904,0.0132036,0.0772145,14.3731,1.10981
6.28319,2680.00,125.91,0.0915888,0.0131856,0.0758505,14.3552,1.08885
6.28319,2683.00,126.36,0.0915954,0.0131685,0.0744758,14.3371,1.06777
6.28319,2686.00,127.44,0.0915816,0.0131764,0.0733413,14.3491,1.05238
6.28319,2689.00,127.52,0.0915936,0.0131583,0.0720278,14.3289,1.03208
6.28319,2692.00,127.23,0.0915932,0.0131259,0.0703578,14.2953,1.00579
6.28319,2695.00,126.52,0.0915823,0.0131124,0.0692366,14.2834,0.988935
6.28319,2698.00,127.62,0.0916021,0.0131088,0.0677447,14.2779,0.967252
6.28319,2701.00,128.31,0.0915809,0.0131139,0.0668698,14.2875,0.955406
6.28319,2704.00,128.18,0.0915914,0.0130932,0.0658044,14.2644,0.938658
6.28319,2707.00,127.54,0.0915931,0.0130659,0.0641925,14.2359,0.913837
6.28319,2710.00,127.52,0.0915878,0.0130669,0.0629884,14.2389,0.896886
6.28319,2713.00,128.71,0.0915941,0.0130683,0.0621168,14.2402,0.884555
6.28319,2716.00,128.99,0.0915879,0.0130477,0.0611198,14.2195,0.869096
6.28319,2719.00,128.79,0.0915921,0.0130339,0.0600777,14.2048,0.853392
6.28319,2722.00,127.95,0.0915820,0.0130258,0.0587286,14.1986,0.833865
6.28319,2725.00,128.74,0.0916029,0.0130227,0.0578250,14.1928,0.820698
6.28319,2728.00,129.67,0.0915861,0.0130109,0.0567607,14.1834,0.805057
6.28319,2731.00,129.64,0.0915887,0.0130051,0.0561559,14.1771,0.796127
6.28319,2734.00,129.16,0.0915923,0.0129920,0.0546450,14.1635,0.773964
6.28319,2737.00,128.71,0.0915799,0.0129895,0.0538724,14.1633,0.763011
6.28319,2740.00,129.94,0.0915996,0.0129998,0.0533346,14.1719,0.755850
6.28319,2743.00,130.46,0.0915863,0.0129832,0.0520225,14.1568,0.736474
6.28319,2746.00,130.29,0.0915972,0.0129622,0.0513093,14.1327,0.725139
6.28319,2749.00,129.44,0.0915834,0.0129570,0.0507858,14.1295,0.717579
6.28319,2752.00,129.88,0.0915870,0.0129673,0.0497254,14.1410,0.703167
6.28319,2755.00,131.00,0.0915962,0.0129693,0.0488641,14.1423,0.691052
6.28319,2758.00,131.09,0.0915904,0.0129538,0.0482546,14.1268,0.681680
6.28319,2761.00,130.76,0.0915931,0.0129418,0.0471769,14.1140,0.665854
6.28319,2764.00,130.03,0.0915777,0.0129495,0.0467155,14.1250,0.659858
6.28319,2767.00,131.17,0.0916058,0.0129460,0.0457276,14.1176,0.645563
6.28319,2770.00,131.88,0.0915788,0.0129530,0.0452857,14.1296,0.639871
6.28319,2773.00,131.75,0.0915962,0.0129336,0.0445027,14.1063,0.627767
6.28319,2776.00,131.07,0.0915895,0.0129279,0.0436542,14.1016,0.615596
6.28319,2779.00,131.04,0.0915910,0.0129188,0.0432042,14.0918,0.608823
6.28319,2782.00,132.27,0.0915949,0.0129222,0.0425671,14.0952,0.599990
6.28319,2785.00,132.57,0.0915805,0.0129294,0.0421355,14.1055,0.594345
6.28319,2788.00,132.32,0.0915998,0.0129158,0.0411172,14.0884,0.579273
6.28319,2791.00,131.47,0.0915802,0.0129136,0.0406201,14.0893,0.572307
6.28319,2794.00,132.25,0.0915978,0.0129186,0.0399246,14.0924,0.562635
6.28319,2797.00,133.23,0.0915957,0.0129121,0.0394755,14.0859,0.556050
6.28319,2800.00,133.20,0.0915812,0.0129172,0.0392563,14.0938,0.553270
6.28319,2803.00,132.72,0.0915892,0.0129238,0.0383301,14.1003,0.540464
6.28319,2806.00,132.21,0.0915847,0.0129215,0.0378538,14.0987,0.533687
6.28319,2809.00,133.49,0.0916064,0.0129132,0.0372705,14.0866,0.525014
6.28319,2812.00,134.03,0.0915826,0.0129120,0.0370942,14.0891,0.522623
6.28319,2815.00,133.86,0.0915894,0.0129159,0.0364091,14.0926,0.513099
6.28319,2818.00,133.04,0.0915840,0.0129149,0.0358643,14.0926,0.505420
6.28319,2821.00,133.30,0.0915958,0.0129126,0.0355949,14.0885,0.501477
6.28319,2824.00,134.53,0.0915977,0.0129092,0.0350622,14.0848,0.493843
6.28319,2827.00,134.67,0.0915881,0.0128995,0.0348705,14.0757,0.490826
6.28319,2830.00,134.40,0.0915920,0.0128982,0.0343650,14.0740,0.483653
6.28319,2833.00,133.58,0.0915736,0.0129127,0.0339270,14.0928,0.478125
6.28319,2836.00,134.48,0.0916039,0.0129181,0.0332987,14.0943,0.469322
6.28319,2839.00,135.43,0.0915914,0.0129044,0.0331679,14.0813,0.467049
6.28319,2842.00,135.33,0.0915987,0.0128926,0.0331190,14.0673,0.465895
6.28319,2845.00,134.86,0.0915777,0.0129081,0.0320962,14.0880,0.452172
6.28319,2848.00,134.35,0.0915855,0.0129178,0.0320781,14.0974,0.452218
6.28319,2851.00,135.64,0.0916009,0.0129142,0.0314627,14.0914,0.443353
6.28319,2854.00,136.22,0.0915888,0.0129016,0.0314496,14.0794,0.442793
6.28319,2857.00,136.02,0.0915924,0.0129099,0.0311993,14.0881,0.439540
6.28319,2860.00,135.26,0.0915770,0.0129232,0.0310749,14.1051,0.438314
6.28319,2863.00,135.35,0.0915936,0.0129347,0.0302894,14.1154,0.427546
6.28319,2866.00,136.67,0.0915970,0.0129326,0.0300856,14.1127,0.424589
6.28319,2869.00,136.89,0.0915907,0.0129109,0.0303181,14.0898,0.427177
6.28319,2872.00,136.65,0.0915912,0.0129226,0.0295947,14.1028,0.417367
6.28319,2875.00,135.79,0.0915842,0.0129125,0.0295443,14.0929,0.416365
6.28319,2878.00,136.43,0.0915987,0.0129211,0.0289655,14.1003,0.408421
6.28319,2881.00,137.54,0.0915877,0.0129219,0.0285763,14.1030,0.403014
6.28319,2884.00,137.55,0.0915880,0.0129371,0.0289898,14.1194,0.409318
6.28319,2887.00,137.23,0.0915947,0.0129292,0.0284351,14.1099,0.401217
6.28319,2890.00,136.42,0.0915827,0.0129258,0.0282920,14.1081,0.399147
6.28319,2893.00,137.45,0.0916081,0.0129154,0.0277140,14.0931,0.390575
6.28319,2896.00,138.35,0.0915778,0.0129262,0.0278722,14.1095,0.393262
6.28319,2899.00,138.20,0.0915905,0.0129405,0.0279570,14.1232,0.394841
6.28319,2902.00,137.78,0.0915878,0.0129447,0.0273517,14.1284,0.386435
6.28319,2905.00,137.17,0.0915886,0.0129372,0.0271832,14.1201,0.383830
6.28319,2908.00,138.50,0.0916006,0.0129420,0.0268251,14.1236,0.378868
6.28319,2911.00,139.11,0.0915774,0.0129547,0.0270415,14.1410,0.382392
6.28319,2914.00,138.91,0.0916012,0.0129558,0.0267905,14.1386,0.378781
6.28319,2917.00,138.28,0.0915771,0.0129581,0.0267036,14.1449,0.377720
6.28319,2920.00,138.02,0.0916014,0.0129475,0.0260164,14.1299,0.367607
