Angular frequency,Step time,Temperature,Oscillation strain,Oscillation stress,Tan(delta),Storage modulus,Loss modulus
rad/s,s,Celsius,%,MPa,,MPa,MPa
1256.64,2093.99,95.88,0.0273748,0.317314,0.10122,1153.25,116.732
1256.64,2096.32,96.46,0.0275996,0.318348,0.103211,1147.36,118.42
1256.64,2098.64,96.13,0.027847,0.319463,0.105301,1140.9,120.138
1256.64,2100.97,96.38,0.028119,0.320711,0.107397,1134.02,121.791
1256.64,2103.29,96.78,0.0283737,0.321845,0.109598,1127.56,123.577
1256.64,2105.62,96.4,0.0286537,0.323081,0.111938,1120.54,125.431
1256.64,2107.94,96.91,0.0289403,0.32436,0.114327,1113.54,127.307
1256.64,2110.27,97,0.0292107,0.325519,0.116792,1106.86,129.273
1256.64,2112.59,96.8,0.0295109,0.326815,0.119271,1099.65,131.156
1256.64,2114.92,97.4,0.0297903,0.32801,0.121727,1093,133.047
1256.64,2117.24,97.19,0.0300718,0.329185,0.124276,1086.31,135.001
1256.64,2119.57,97.33,0.0303973,0.330571,0.126784,1078.86,136.782
1256.64,2121.89,97.8,0.0306954,0.331818,0.12929,1072.08,138.609
1256.64,2124.22,97.46,0.031028,0.333196,0.13188,1064.64,140.404
1256.64,2126.54,97.89,0.0313624,0.334573,0.134588,1057.26,142.295
1256.64,2128.87,98.09,0.0316912,0.33589,0.137335,1050.03,144.206
1256.64,2131.19,97.86,0.0320384,0.337292,0.140091,1042.59,146.058
1256.64,2133.52,98.42,0.032382,0.338655,0.143088,1035.27,148.134
1256.64,2135.84,98.31,0.032737,0.340045,0.146008,1027.82,150.07
1256.64,2138.17,98.4,0.033105,0.341444,0.14923,1020.1,152.23
1256.64,2140.49,98.87,0.0334891,0.342926,0.152249,1012.33,154.126
1256.64,2142.82,98.58,0.0338813,0.344422,0.155444,1004.49,156.142
1256.64,2145.14,99.01,0.0342944,0.345966,0.158862,996.32,158.277
1256.64,2147.47,99.18,0.0346969,0.347462,0.162084,988.52,160.223
1256.64,2149.79,99.02,0.0351241,0.349002,0.165699,980.259,162.428
1256.64,2152.12,99.57,0.0355524,0.350564,0.169115,972.242,164.421
1256.64,2154.44,99.39,0.0359921,0.35212,0.17271,964.054,166.502
1256.64,2156.77,99.6,0.036471,0.353829,0.176341,955.424,168.481
1256.64,2159.09,99.99,0.036921,0.355387,0.180007,947.334,170.527
1256.64,2161.42,99.71,0.0374058,0.357052,0.183845,938.803,172.594
1256.64,2163.74,100.22,0.0378955,0.35872,0.187661,930.362,174.593
1256.64,2166.07,100.22,0.0383857,0.360346,0.191644,921.972,176.69
1256.64,2168.39,100.22,0.0389198,0.362109,0.195782,913.062,178.761
1256.64,2170.72,100.73,0.0394442,0.363822,0.199804,904.493,180.721
1256.64,2173.04,100.46,0.0399922,0.365579,0.204059,895.668,182.769
1256.64,2175.37,100.86,0.0405565,0.367375,0.208307,886.797,184.726
1256.64,2177.69,101.02,0.041108,0.36906,0.212759,878.127,186.83
1256.64,2180.02,100.9,0.0417075,0.370905,0.217374,869.005,188.9
1256.64,2182.34,101.43,0.042308,0.372712,0.221925,860.026,190.862
1256.64,2184.67,101.21,0.0429333,0.374565,0.226621,850.859,192.823
1256.64,2186.99,101.51,0.0435899,0.376525,0.231207,841.589,194.581
1256.64,2189.32,101.77,0.0442398,0.378383,0.236044,832.423,196.488
1256.64,2191.64,101.59,0.0449408,0.380376,0.241059,822.824,198.349
1256.64,2193.97,102.12,0.0456482,0.382358,0.246116,813.348,200.178
1256.64,2196.29,101.96,0.0463827,0.384371,0.251339,803.697,202
1256.64,2198.62,102.16,0.0471462,0.386467,0.256418,794.032,203.604
1256.64,2200.94,102.49,0.0479122,0.388497,0.261681,784.438,205.273
1256.64,2203.27,102.31,0.0487415,0.39066,0.26738,774.294,207.031
1256.64,2205.59,102.8,0.0495914,0.392856,0.273015,764.215,208.642
1256.64,2207.92,102.69,0.050446,0.394985,0.278817,754.218,210.289
1256.64,2210.24,102.85,0.051325,0.397199,0.284337,744.383,211.655
1256.64,2212.57,103.15,0.0522233,0.399364,0.290137,734.437,213.087
1256.64,2214.89,103.04,0.0532373,0.401791,0.296404,723.6,214.478
1256.64,2217.22,103.52,0.0542912,0.404293,0.302729,712.732,215.765
1256.64,2219.54,103.4,0.055324,0.406672,0.308912,702.326,216.957
1256.64,2221.87,103.53,0.0563678,0.409053,0.314874,692.182,217.95
1256.64,2224.19,103.78,0.0574627,0.411452,0.321265,681.717,219.011
1256.64,2226.52,103.73,0.0587169,0.414162,0.328388,670.145,220.067
1256.64,2228.84,104.24,0.0600197,0.41695,0.33544,658.622,220.928
1256.64,2231.17,104.13,0.0612573,0.419524,0.342139,647.978,221.699
1256.64,2233.49,104.23,0.0625507,0.422123,0.349166,637.128,222.463
1256.64,2235.82,104.6,0.063899,0.424788,0.356308,626.217,223.126
1256.64,2238.14,104.39,0.0653483,0.427554,0.363923,614.822,223.748
1256.64,2240.47,104.66,0.066882,0.430438,0.371703,603.252,224.231
1256.64,2242.79,104.75,0.068581,0.433538,0.380053,590.917,224.58
1256.64,2245.12,104.94,0.0704143,0.436807,0.388911,578.154,224.85
1256.64,2247.44,105.37,0.0721996,0.439909,0.397397,566.223,225.015
1256.64,2249.77,105.18,0.0739605,0.442848,0.405735,554.833,225.116
1256.64,2252.09,105.44,0.0759238,0.446,0.415041,542.557,225.183
1256.64,2254.42,105.74,0.0778841,0.44912,0.423774,530.945,225.001
1256.64,2256.74,105.59,0.0799639,0.452272,0.432935,519.04,224.711
1256.64,2259.07,105.83,0.0822535,0.455672,0.442777,506.551,224.289
1256.64,2261.39,106.12,0.0845627,0.459029,0.452232,494.601,223.675
1256.64,2263.72,105.98,0.0869613,0.462058,0.462376,482.279,222.994
1256.64,2266.04,106.29,0.0877517,0.45609,0.472926,469.856,222.207
1256.64,2268.37,106.51,0.0877493,0.446611,0.482826,458.335,221.296
1256.64,2270.69,106.38,0.0877504,0.437129,0.493188,446.77,220.342
1256.64,2273.02,106.61,0.0877491,0.42772,0.503597,435.347,219.24
1256.64,2275.34,106.88,0.087745,0.419025,0.513078,424.887,218
1256.64,2277.67,106.76,0.0877475,0.410436,0.523004,414.482,216.776
1256.64,2279.99,107.09,0.087747,0.401711,0.533083,403.988,215.359
1256.64,2282.32,107.23,0.0877454,0.393339,0.542745,393.985,213.834
1256.64,2284.64,107.13,0.0877459,0.384914,0.552921,383.894,212.263
1256.64,2286.97,107.29,0.0877471,0.37644,0.56341,373.765,210.583
1256.64,2289.29,107.46,0.0877455,0.368059,0.573843,363.816,208.773
1256.64,2291.62,107.57,0.0877411,0.360544,0.582765,355.031,206.899
1256.64,2293.94,107.62,0.0877418,0.353335,0.591786,346.561,205.09
1256.64,2296.27,107.85,0.0877401,0.346159,0.601012,338.154,203.234
1256.64,2298.59,107.91,0.0877407,0.339113,0.61018,329.925,201.313
1256.64,2300.92,108.11,0.0877401,0.332141,0.619436,321.813,199.343
1256.64,2303.24,108.23,0.08774,0.325359,0.628494,313.962,197.323
1256.64,2305.57,108.25,0.0877401,0.318558,0.637719,306.12,195.219
1256.64,2307.89,108.39,0.0877389,0.3118,0.647141,298.349,193.074
1256.64,2310.22,108.48,0.0877389,0.305174,0.656442,290.769,190.873
1256.64,2312.54,108.67,0.0877345,0.299302,0.6643,284.16,188.768
1256.64,2314.87,108.68,0.0877358,0.29357,0.672387,277.675,186.705
1256.64,2317.19,108.92,0.0877337,0.287848,0.680681,271.223,184.616
1256.64,2319.52,109.01,0.0877357,0.282226,0.688972,264.894,182.504
1256.64,2321.84,109.09,0.0877342,0.276607,0.697385,258.604,180.346
1256.64,2324.17,109.26,0.0877345,0.271039,0.705693,252.409,178.123
1256.64,2326.49,109.45,0.0877325,0.265825,0.713371,246.664,175.963
1256.64,2328.91,109.46,0.0877345,0.260602,0.721274,240.908,173.761
1256.64,2331.29,109.6,0.0877311,0.2554,0.729466,235.191,171.564
1256.64,2333.62,109.77,0.0877335,0.250379,0.737327,229.698,169.363
1256.64,2335.94,109.94,0.0877299,0.245649,0.744595,224.586,167.226
1256.64,2338.27,109.96,0.0877303,0.241038,0.75182,219.607,165.105
1256.64,2340.59,110.04,0.0877308,0.236404,0.759449,214.595,162.974
1256.64,2342.92,110.2,0.0877314,0.231731,0.767121,209.575,160.769
1256.64,2345.24,110.22,0.0877292,0.227112,0.774973,204.624,158.578
1256.64,2347.57,110.4,0.0877292,0.222829,0.781784,200.103,156.437
1256.64,2349.89,110.5,0.0877254,0.219031,0.787602,196.146,154.485
1256.64,2352.22,110.6,0.0877288,0.215056,0.794335,191.949,152.472
1256.64,2354.54,110.83,0.0877271,0.211123,0.80097,187.834,150.449
1256.64,2356.87,110.81,0.0877275,0.207139,0.807797,183.676,148.373
1256.64,2359.19,110.91,0.0877301,0.202986,0.815169,179.339,146.192
1256.64,2361.52,112.07,0.0877197,0.199472,0.820572,175.789,144.248
1256.64,2363.84,111.57,0.0877263,0.196354,0.825986,172.57,142.54
1256.64,2366.17,111.62,0.08773,0.1924,0.833706,168.447,140.435
1256.64,2368.49,113.12,0.0877202,0.18879,0.839083,164.868,138.338
1256.64,2370.82,113.34,0.0877194,0.186791,0.841425,162.936,137.098
1256.64,2373.14,113.31,0.087723,0.183803,0.84706,159.878,135.426
1256.64,2375.47,113.47,0.0877137,0.181448,0.850193,157.603,133.993
1256.64,2377.79,112.7,0.087721,0.179394,0.853999,155.513,132.808
1256.64,2380.12,112.46,0.0877216,0.176489,0.859066,152.611,131.103
1256.64,2382.44,112.65,0.0877246,0.173534,0.864607,149.641,129.38
1256.64,2384.77,112.55,0.0877216,0.170387,0.870228,146.524,127.509
1256.64,2387.09,112.64,0.0877258,0.167349,0.875712,143.514,125.677
1256.64,2389.42,112.57,0.0877274,0.163817,0.882045,140.041,123.523
1256.64,2391.74,112.57,0.0877276,0.160054,0.888477,136.389,121.178
1256.64,2394.07,113.1,0.087722,0.156839,0.893546,133.321,119.129
1256.64,2396.39,113.09,0.0877213,0.154291,0.897457,130.901,117.478
1256.64,2398.72,113.05,0.0877242,0.151344,0.903083,128.039,115.629
1256.64,2401.04,114.3,0.0877211,0.148432,0.908053,125.27,113.751
1256.64,2403.37,114.54,0.0877199,0.146107,0.911588,123.092,112.209
1256.64,2405.69,114.8,0.0877201,0.143886,0.915295,120.997,110.748
1256.64,2408.02,115.25,0.0877114,0.141586,0.918928,118.859,109.223
1256.64,2410.34,115.51,0.0877016,0.141745,0.916707,119.138,109.214
1256.64,2412.67,114.96,0.0877084,0.141702,0.916795,119.087,109.179
1256.64,2414.99,114.31,0.0877167,0.140045,0.920624,117.459,108.136
1256.64,2417.32,115.15,0.0877199,0.137868,0.924565,115.402,106.697
1256.64,2419.64,115.35,0.0877094,0.136429,0.925407,114.163,105.647
1256.64,2421.97,114.67,0.0877142,0.135304,0.92645,113.157,104.834
1256.64,2424.29,114.23,0.0877157,0.13381,0.928894,111.77,103.822
1256.64,2426.62,115.52,0.0877142,0.131862,0.93202,109.973,102.497
1256.64,2428.94,115.3,0.0877213,0.130025,0.934911,108.275,101.228
1256.64,2431.27,114.95,0.0877189,0.127651,0.93832,106.121,99.5751
1256.64,2433.59,116.33,0.0877119,0.125907,0.940194,104.581,98.3266
1256.64,2435.92,116.67,0.0877139,0.124843,0.940787,103.665,97.5266
1256.64,2438.24,116.54,0.0877247,0.122627,0.945325,101.582,96.028
1256.64,2440.57,116.65,0.0877259,0.119277,0.950964,98.5272,93.6958
1256.64,2442.89,117.01,0.0877116,0.117188,0.951847,96.7753,92.1153
1256.64,2445.22,117.21,0.0877036,0.117118,0.950056,96.8128,91.9775
1256.64,2447.54,116.79,0.0877073,0.116993,0.950424,96.687,91.8936
1256.64,2449.87,116.44,0.0877152,0.115595,0.953202,95.3908,90.9266
1256.64,2452.19,116.75,0.0877145,0.113919,0.954951,93.9264,89.6951
1256.64,2454.52,116.86,0.0877077,0.11327,0.954237,93.4324,89.1566
1256.64,2456.84,116.89,0.0877043,0.112988,0.953516,93.2364,88.9024
1256.64,2459.17,117.15,0.0877086,0.112362,0.955043,92.6446,88.4796
1256.64,2461.49,117.53,0.0877087,0.111773,0.956141,92.1088,88.069
1256.64,2463.82,117.43,0.0877044,0.111408,0.956508,91.795,87.8027
1256.64,2466.14,117.16,0.0877124,0.110713,0.958198,91.1371,87.3274
1256.64,2468.47,117.13,0.0877175,0.108863,0.960745,89.4954,85.9823
1256.64,2470.79,117.33,0.0877107,0.107603,0.960823,88.4631,84.9975
1256.64,2473.12,117.27,0.0877048,0.10733,0.959317,88.3107,84.7179
1256.64,2475.44,117.69,0.0877107,0.10667,0.960474,87.7112,84.2444
1256.64,2477.77,117.91,0.0877104,0.105573,0.961627,86.7593,83.4301
1256.64,2480.09,117.88,0.0877083,0.105043,0.961831,86.3172,83.0226
1256.64,2482.42,117.83,0.0877131,0.104095,0.962894,85.4884,82.3163
1256.64,2484.74,117.42,0.0877119,0.102642,0.964404,84.2328,81.2345
1256.64,2487.07,116.96,0.0877127,0.101746,0.964993,83.472,80.5499
1256.64,2489.39,117.73,0.087714,0.100356,0.965532,82.308,79.471
1256.64,2491.72,117.7,0.0877096,0.0993353,0.965637,81.4708,78.6712
1256.64,2494.04,117.5,0.0877125,0.0984955,0.965577,80.7817,78.001
1256.64,2496.37,116.93,0.0877136,0.0972424,0.965718,79.7473,77.0134
1256.64,2498.69,116.98,0.0877128,0.0959637,0.966384,78.6733,76.0286
1256.64,2501.02,118.1,0.0877095,0.095071,0.965984,77.9599,75.3081
1256.64,2503.34,118.61,0.0877106,0.0942464,0.965528,77.3004,74.6357
1256.64,2505.67,118.4,0.0877164,0.0930316,0.966064,76.2785,73.6899
1256.64,2507.99,118.47,0.0877222,0.0909559,0.967113,74.5326,72.0815
1256.64,2510.32,118.4,0.0877086,0.0895003,0.965398,73.4141,70.8739
1256.64,2512.64,117.69,0.0877116,0.0887221,0.963938,72.8264,70.2001
1256.64,2514.97,117.66,0.0877142,0.087658,0.963947,71.9505,69.3565
1256.64,2517.29,118.38,0.0877094,0.0866002,0.963479,71.1027,68.506
1256.64,2519.62,119.18,0.0877083,0.0859251,0.962669,70.5779,67.9431
1256.64,2521.94,119.11,0.0877165,0.0849027,0.962715,69.73,67.1301
1256.64,2524.27,119.07,0.0877198,0.0829499,0.962834,68.1196,65.5878
1256.64,2526.59,118.82,0.087708,0.0817192,0.960566,67.1939,64.5442
1256.64,2528.92,118.2,0.0877137,0.0808236,0.959019,66.5047,63.7793
1256.64,2531.24,118.68,0.0877116,0.0798017,0.957426,65.7177,62.9198
1256.64,2533.57,119.79,0.0877072,0.0791518,0.95592,65.2347,62.3592
1256.64,2535.89,120.09,0.08771,0.0784847,0.954783,64.7196,61.7932
1256.64,2538.22,119.88,0.0877187,0.0773443,0.953547,63.8123,60.8481
1256.64,2540.54,119.97,0.0877149,0.0755498,0.950499,62.4294,59.3391
1256.64,2542.87,119.29,0.0877103,0.0746896,0.94777,61.806,58.5779
1256.64,2545.19,118.93,0.0877125,0.0737674,0.94621,61.089,57.803
1256.64,2547.52,119.93,0.0877083,0.0729463,0.944006,60.4783,57.0919
1256.64,2549.84,120.73,0.0877089,0.0723864,0.942951,60.0453,56.6198
1256.64,2552.17,120.75,0.0877107,0.0716902,0.941364,59.5138,56.0241
1256.64,2554.49,120.63,0.0877175,0.070367,0.938632,58.4904,54.901
1256.64,2556.82,120.62,0.0877129,0.0689657,0.934938,57.4345,53.6977
1256.64,2559.14,119.79,0.0877097,0.0682469,0.932664,56.9024,53.0708
1256.64,2561.47,119.84,0.0877114,0.0673827,0.929558,56.2678,52.3042
1256.64,2563.79,121.02,0.0877085,0.0667432,0.927152,55.8026,51.7375
1256.64,2566.12,121.54,0.0877085,0.0662019,0.925047,55.4082,51.2552
1256.64,2568.44,121.4,0.0877114,0.0654647,0.922558,54.8573,50.609
1256.64,2570.77,121.45,0.0877189,0.0641486,0.917854,53.8759,49.4503
1256.64,2573.09,121.13,0.0877086,0.0631054,0.912569,53.1458,48.4992
1256.64,2575.42,120.39,0.0877087,0.0624156,0.909889,52.6349,47.8919
1256.64,2577.74,120.92,0.0877113,0.0616462,0.906785,52.065,47.2118
1256.64,2580.07,121.99,0.0877082,0.0611114,0.90448,51.6744,46.7384
1256.64,2582.39,122.3,0.0877067,0.0605801,0.902496,51.2765,46.2768
1256.64,2584.72,122.09,0.0877147,0.0597783,0.899585,50.6666,45.5789
1256.64,2587.04,122.21,0.0877148,0.058501,0.892826,49.7507,44.4188
1256.64,2589.37,121.49,0.0877069,0.0577933,0.888259,49.2649,43.76
1256.64,2591.69,121.14,0.0877122,0.0571099,0.885001,48.7583,43.1511
1256.64,2594.02,122.15,0.0877087,0.0564856,0.880741,48.3293,42.5656
1256.64,2596.34,122.94,0.0877068,0.0560484,0.878217,48.0162,42.1686
1256.64,2598.67,122.96,0.0877086,0.0555527,0.875264,47.6603,41.7153
1256.64,2600.99,122.85,0.0877162,0.0546179,0.869066,46.9984,40.8447
1256.64,2603.32,122.79,0.0877085,0.0535976,0.861824,46.29,39.8939
1256.64,2605.64,121.96,0.0877096,0.0530472,0.858659,45.8858,39.4002
1256.64,2607.97,122.17,0.0877105,0.0523935,0.854186,45.4202,38.7973
1256.64,2610.29,123.3,0.0877057,0.0519046,0.851192,45.0654,38.3593
1256.64,2612.62,123.76,0.0877074,0.0514904,0.848761,44.7585,37.9893
1256.64,2614.94,123.59,0.0877125,0.0509324,0.844727,44.359,37.4713
1256.64,2617.27,123.68,0.0877122,0.0499471,0.836634,43.6749,36.5399
1256.64,2619.59,123.1,0.0877079,0.0492936,0.830935,43.2265,35.9184
1256.64,2621.92,122.59,0.0877108,0.0487561,0.825935,42.8589,35.3987
1256.64,2624.24,123.48,0.0877067,0.0482193,0.820864,42.4947,34.8823
1256.64,2626.57,124.36,0.0877069,0.0478598,0.817708,42.243,34.5425
1256.64,2628.89,124.45,0.0877087,0.0474585,0.813463,41.9752,34.1453
1256.64,2631.22,124.32,0.087712,0.0467903,0.807722,41.499,33.5197
1256.64,2633.54,124.29,0.0877096,0.0459551,0.799277,40.9278,32.7126
1256.64,2635.87,123.44,0.087708,0.0454663,0.794469,40.5881,32.246
1256.64,2638.19,123.63,0.0877085,0.0449417,0.790565,40.1959,31.7775
1256.64,2640.52,124.75,0.0877069,0.0445332,0.786146,39.9169,31.3805
1256.64,2642.84,125.23,0.0877065,0.0441954,0.782181,39.6907,31.0453
1256.64,2645.17,125.08,0.0877099,0.0437903,0.77876,39.3906,30.6758
1256.64,2647.49,125.16,0.087712,0.0430329,0.768908,38.8934,29.9055
1256.64,2649.82,124.55,0.0877067,0.0425045,0.761758,38.551,29.3665
1256.64,2652.14,124.08,0.0877089,0.0420695,0.757679,38.2306,28.9665
1256.64,2654.47,125.01,0.0877067,0.0416375,0.750832,37.9637,28.5044
1256.64,2656.79,125.85,0.0877076,0.0413435,0.747939,37.7476,28.2329
1256.64,2659.12,125.93,0.0877062,0.0410266,0.744953,37.5125,27.945
1256.64,2661.44,125.81,0.0877109,0.0404848,0.737596,37.1457,27.3985
1256.64,2663.77,125.69,0.0877091,0.0398371,0.72958,36.6922,26.7698
1256.64,2666.09,124.88,0.0877064,0.0394405,0.724542,36.4151,26.3843
1256.64,2668.42,125.26,0.0877081,0.0390277,0.71885,36.1308,25.9726
1256.64,2670.74,126.33,0.0877058,0.0387286,0.71468,35.9256,25.6754
1256.64,2673.07,126.72,0.0877067,0.038472,0.710438,35.7589,25.4045
1256.64,2675.39,126.55,0.0877095,0.0381361,0.705349,35.5307,25.0615
1256.64,2677.72,126.62,0.0877082,0.0375274,0.695549,35.1255,24.4315
1256.64,2680.04,125.84,0.0877073,0.0371548,0.689764,34.8713,24.053
1256.64,2682.37,125.68,0.0877077,0.0367869,0.684299,34.6141,23.6864
1256.64,2684.69,126.74,0.0877061,0.036447,0.679063,34.3786,23.3452
1256.64,2687.02,127.4,0.0877073,0.0361979,0.676859,34.1781,23.1337
1256.64,2689.34,127.37,0.0877054,0.035937,0.672301,34.0043,22.8611
1256.64,2691.67,127.35,0.0877111,0.0354572,0.663789,33.6803,22.3566
1256.64,2693.99,126.92,0.0877059,0.0350394,0.657048,33.3888,21.938
1256.64,2696.32,126.31,0.0877067,0.0347558,0.65093,33.2111,21.6181
1256.64,2698.64,127.11,0.0877074,0.0344253,0.645168,32.9817,21.2787
1256.64,2700.97,128,0.0877041,0.0342115,0.640556,32.8469,21.0403
1256.64,2703.29,128.18,0.0877082,0.0340048,0.637173,32.6971,20.8337
1256.64,2705.62,128.04,0.0877074,0.0336556,0.630786,32.4552,20.4723
1256.64,2707.94,127.92,0.0877079,0.033198,0.622652,32.1312,20.0066
1256.64,2710.27,127.11,0.0877064,0.0329108,0.618563,31.9122,19.7397
1256.64,2712.59,127.51,0.0877066,0.0326286,0.611589,31.7371,19.41
1256.64,2714.92,128.55,0.0877062,0.0323932,0.60805,31.5578,19.1887
1256.64,2717.24,128.95,0.0877041,0.0322211,0.603784,31.4503,18.9892
1256.64,2719.57,128.8,0.0877094,0.0319806,0.598104,31.292,18.7159
1256.64,2721.89,128.82,0.0877046,0.0315865,0.589979,31.0186,18.3003
1256.64,2724.22,127.99,0.087709,0.031358,0.584243,30.8699,18.0355
1256.64,2726.54,128.01,0.0877053,0.0310736,0.578112,30.6727,17.7323
1256.64,2728.87,129.08,0.0877069,0.0308259,0.574314,30.4778,17.5038
1256.64,2731.19,129.66,0.087705,0.0306321,0.571164,30.3279,17.3222
1256.64,2733.52,129.58,0.0877058,0.0304664,0.566821,30.22,17.1293
1256.64,2735.84,129.6,0.0877081,0.0301036,0.558452,29.9663,16.7348
1256.64,2738.17,128.92,0.0877049,0.0298758,0.552671,29.8138,16.4772
1256.64,2740.49,128.59,0.0877086,0.0296771,0.546468,29.6919,16.2257
1256.64,2742.82,129.61,0.0877034,0.0294478,0.541584,29.5246,15.9901
1256.64,2745.14,130.33,0.0877072,0.0292889,0.538114,29.4066,15.8241
1256.64,2747.47,130.37,0.0877039,0.0291338,0.534522,29.2958,15.6592
1256.64,2749.79,130.32,0.0877091,0.0288349,0.527158,29.0821,15.3309
1256.64,2752.12,129.84,0.0877036,0.0285541,0.521858,28.8636,15.0627
1256.64,2754.44,129.3,0.0877085,0.0284012,0.516504,28.7704,14.86
1256.64,2756.77,130.12,0.0877035,0.0281737,0.511021,28.6052,14.6179
1256.64,2759.09,130.99,0.0877059,0.0280543,0.50775,28.5209,14.4815
1256.64,2761.42,131.15,0.0877055,0.0279148,0.503805,28.4244,14.3203
1256.64,2763.74,131.03,0.0877068,0.0277155,0.498588,28.28,14.1001
1256.64,2766.07,130.75,0.0877058,0.0274928,0.490342,28.1452,13.8008
1256.64,2768.39,130.04,0.0877054,0.0272735,0.486071,27.9679,13.5944
1256.64,2770.72,130.68,0.087705,0.0270437,0.482419,27.7721,13.3978
1256.64,2773.04,131.63,0.0877045,0.0269453,0.479074,27.7073,13.2738
1256.64,2775.37,131.91,0.0877068,0.0268058,0.475508,27.6014,13.1247
1256.64,2777.69,131.77,0.0877048,0.0266715,0.471149,27.5101,12.9613
1256.64,2780.02,131.59,0.0877073,0.0264669,0.461326,27.4012,12.6409
1256.64,2782.34,130.8,0.0877038,0.0262873,0.458286,27.2477,12.4872
1256.64,2784.67,131.26,0.0877072,0.0261314,0.453488,27.1341,12.305
1256.64,2786.99,132.28,0.0877033,0.0259948,0.45029,27.026,12.1695
1256.64,2789.32,132.65,0.0877057,0.0258583,0.447307,26.9133,12.0385
1256.64,2791.64,132.51,0.0877046,0.0257357,0.4436,26.823,11.8987
1256.64,2793.97,132.4,0.0877074,0.0255058,0.436556,26.6516,11.6349
1256.64,2796.29,131.57,0.0877041,0.0254197,0.432764,26.5994,11.5113
1256.64,2798.62,131.89,0.0877067,0.0252562,0.426102,26.4915,11.2881
1256.64,2800.94,132.93,0.0877031,0.0251444,0.423329,26.4016,11.1766
1256.64,2803.27,133.37,0.0877066,0.0250525,0.420499,26.3308,11.0721
1256.64,2805.59,133.26,0.087704,0.0249171,0.416028,26.231,10.9128
1256.64,2807.92,133.18,0.0877067,0.0247363,0.411639,26.0803,10.7357
1256.64,2810.24,132.33,0.0877036,0.0246047,0.405559,25.9977,10.5436
1256.64,2812.57,132.52,0.0877063,0.0244381,0.403426,25.8401,10.4245
1256.64,2814.89,133.59,0.0877036,0.0243686,0.399594,25.8015,10.3101
1256.64,2817.22,134.1,0.0877062,0.024282,0.396496,25.7364,10.2044
1256.64,2819.54,134,0.0877037,0.0242002,0.39284,25.6825,10.0891
1256.64,2821.87,133.93,0.0877071,0.0240538,0.384937,25.5944,9.85225
1256.64,2824.19,133.09,0.0877029,0.0238981,0.383018,25.4462,9.74636
1256.64,2826.52,133.19,0.0877071,0.0237992,0.379328,25.3708,9.62388
1256.64,2828.84,134.28,0.0877029,0.02366,0.376087,25.2507,9.49648
1256.64,2831.17,134.82,0.0877055,0.0235824,0.37336,25.1898,9.40485
1256.64,2833.49,134.74,0.0877045,0.0235325,0.369421,25.1691,9.29798
1256.64,2835.82,134.67,0.0877059,0.0233715,0.363484,25.0444,9.10325
1256.64,2838.14,133.84,0.0877041,0.0233174,0.360033,25.0146,9.00608
1256.64,2840.47,133.88,0.0877066,0.0232247,0.35472,24.9564,8.85251
1256.64,2842.79,134.97,0.0877023,0.0230952,0.352716,24.8341,8.75939
1256.64,2845.12,135.54,0.0877061,0.0229992,0.350403,24.7477,8.67165
1256.64,2847.44,135.48,0.0877034,0.0228935,0.347221,24.6591,8.56216
1256.64,2849.77,135.4,0.0877071,0.0228102,0.343111,24.5996,8.44038
1256.64,2852.09,134.58,0.0877037,0.0227383,0.336912,24.5693,8.27768
1256.64,2854.42,134.58,0.0877054,0.0226084,0.333735,24.4519,8.16045
1256.64,2856.74,135.68,0.0877036,0.0225679,0.331501,24.4249,8.09689
1256.64,2859.07,136.26,0.087705,0.0224913,0.32863,24.3625,8.00624
1256.64,2861.39,136.21,0.0877044,0.0224441,0.325673,24.3328,7.92453
1256.64,2863.72,136.12,0.0877054,0.0222651,0.321087,24.1708,7.76093
1256.64,2866.04,135.31,0.0877035,0.0222134,0.319287,24.1278,7.7037
1256.64,2868.37,135.29,0.0877047,0.0221477,0.312984,24.0998,7.54284
1256.64,2870.69,136.39,0.0877043,0.0220705,0.312131,24.0217,7.49793
1256.64,2873.02,136.98,0.0877049,0.0220016,0.308918,23.9683,7.40425
1256.64,2875.34,136.94,0.0877046,0.021978,0.305965,23.9626,7.33171
1256.64,2877.67,136.84,0.0877045,0.0218401,0.302149,23.8375,7.2025
1256.64,2879.99,136.04,0.0877053,0.0217977,0.299515,23.8083,7.13094
1256.64,2882.32,135.99,0.0877037,0.0216823,0.294149,23.7175,6.97646
1256.64,2884.64,137.11,0.0877056,0.0216117,0.2934,23.6445,6.93729
1256.64,2886.97,137.7,0.0877035,0.0215677,0.290968,23.6124,6.87044
1256.64,2889.29,137.66,0.0877053,0.021514,0.287575,23.5744,6.77941
1256.64,2891.62,137.56,0.0877035,0.0214512,0.284531,23.525,6.69358
1256.64,2893.94,136.75,0.0877053,0.0214214,0.279934,23.5201,6.58408
1256.64,2896.27,136.71,0.0877048,0.0213222,0.276112,23.4344,6.47053
1256.64,2898.59,137.82,0.0877033,0.021222,0.274927,23.3318,6.41452
1256.64,2900.92,138.42,0.0877044,0.0211738,0.27349,23.287,6.36875
1256.64,2903.24,138.39,0.087705,0.0211631,0.271051,23.2895,6.31265
1256.64,2905.57,138.28,0.0877045,0.0210718,0.266014,23.2184,6.17643
1256.64,2907.89,137.48,0.0877035,0.0210233,0.264867,23.1718,6.13745
1256.64,2910.22,137.41,0.0877049,0.0209966,0.260617,23.1663,6.03753
