Angular frequency,Step time,Temperature,Oscillation strain,Oscillation stress,Tan(delta),Storage modulus,Loss modulus
628.318,987.137,44.31,0.0103189,0.191561,0.0108313,1856.29,20.106
628.318,990.137,44.43,0.0103211,0.191576,0.0108208,1856.04,20.0839
628.318,993.137,44.56,0.0103237,0.191598,0.0108035,1855.8,20.049
628.318,996.137,44.69,0.0103266,0.191621,0.0107584,1855.49,19.9621
628.318,999.137,44.81,0.0103305,0.191652,0.0107449,1855.09,19.9327
628.318,1002.14,44.94,0.0103353,0.191688,0.0107505,1854.59,19.9378
628.318,1005.14,45.07,0.0103404,0.191727,0.0107288,1854.05,19.8918
628.318,1008.14,45.19,0.0103468,0.191777,0.0107642,1853.38,19.9503
628.318,1011.14,45.32,0.010352,0.191818,0.0108526,1852.84,20.1081
628.318,1014.14,45.45,0.0103571,0.19186,0.0109182,1852.33,20.2241
628.318,1017.14,45.57,0.0103621,0.191902,0.0109508,1851.84,20.2791
628.318,1020.14,45.7,0.0103662,0.19194,0.0109734,1851.49,20.3171
628.318,1023.14,45.83,0.0103714,0.19198,0.0108664,1850.95,20.1133
628.318,1026.14,45.96,0.0103783,0.192033,0.0108082,1850.22,19.9976
628.318,1029.14,46.08,0.0103849,0.192085,0.0107867,1849.55,19.9506
628.318,1032.14,46.21,0.0103914,0.192136,0.0108496,1848.88,20.0596
628.318,1035.14,46.34,0.0103968,0.192177,0.0109394,1848.31,20.2194
628.318,1038.14,46.47,0.0104014,0.19222,0.0110071,1847.92,20.3402
628.318,1041.14,46.59,0.0104043,0.192245,0.0110051,1847.63,20.3333
628.318,1044.14,46.72,0.0104082,0.192279,0.0109616,1847.26,20.2489
628.318,1047.14,46.85,0.0104112,0.192301,0.0109312,1846.95,20.1893
628.318,1050.14,46.98,0.0104152,0.192334,0.0109712,1846.56,20.259
628.318,1053.14,47.1,0.0104186,0.192357,0.0110281,1846.18,20.3599
628.318,1056.14,47.24,0.0104223,0.192387,0.0110309,1845.8,20.3608
628.318,1059.14,47.37,0.0104247,0.192401,0.0109864,1845.52,20.2757
628.318,1062.14,47.5,0.0104268,0.19242,0.0109429,1845.32,20.1932
628.318,1065.14,47.64,0.0104278,0.192428,0.0108804,1845.22,20.0767
628.318,1068.14,47.77,0.010429,0.192443,0.010866,1845.16,20.0495
628.318,1071.14,47.92,0.0104298,0.192446,0.0108766,1845.06,20.0679
628.318,1074.14,48.07,0.0104321,0.192471,0.0109247,1844.87,20.1546
628.318,1077.14,48.23,0.0104342,0.192483,0.0109712,1844.62,20.2378
628.318,1080.14,48.39,0.010438,0.192516,0.0110272,1844.26,20.337
628.318,1083.14,48.56,0.010442,0.192544,0.0110958,1843.82,20.4587
628.318,1086.14,48.72,0.0104465,0.192583,0.0111154,1843.41,20.4903
628.318,1089.14,48.88,0.0104508,0.192611,0.0111227,1842.92,20.4982
628.318,1092.14,49.02,0.0104564,0.19266,0.0111319,1842.39,20.5093
628.318,1095.14,49.15,0.0104618,0.192702,0.01113,1841.84,20.4996
628.318,1098.14,49.29,0.0104674,0.192744,0.011105,1841.26,20.4471
628.318,1101.14,49.4,0.0104735,0.192795,0.0110565,1840.68,20.3515
628.318,1104.14,49.54,0.0104782,0.192829,0.0110376,1840.18,20.3113
628.318,1107.14,49.65,0.0104827,0.192866,0.0110223,1839.74,20.2781
628.318,1110.14,49.76,0.0104864,0.192897,0.0110594,1839.38,20.3425
628.318,1113.14,49.86,0.0104889,0.19292,0.0111184,1839.17,20.4486
628.318,1116.14,49.96,0.0104898,0.192932,0.0111403,1839.11,20.4882
628.318,1119.14,50.06,0.0104908,0.19294,0.0111305,1839.02,20.4692
628.318,1122.14,50.17,0.0104911,0.192945,0.0110658,1839.02,20.3503
628.318,1125.14,50.29,0.0104918,0.192946,0.0109844,1838.91,20.1994
628.318,1128.14,50.42,0.0104919,0.192947,0.0109717,1838.9,20.1757
628.318,1131.14,50.56,0.0104916,0.19294,0.0110221,1838.88,20.2683
628.318,1134.14,50.73,0.0104903,0.192932,0.0111235,1839.04,20.4565
628.318,1137.14,50.91,0.010488,0.192916,0.0111683,1839.29,20.5416
628.318,1140.14,51.11,0.0104863,0.192906,0.0112081,1839.48,20.6172
628.318,1143.14,51.31,0.0104842,0.19289,0.0111976,1839.69,20.6001
628.318,1146.14,51.52,0.0104831,0.192884,0.0111579,1839.84,20.5287
628.318,1149.14,51.71,0.0104835,0.192884,0.0110772,1839.76,20.3794
628.318,1152.14,51.88,0.0104858,0.192898,0.0110211,1839.49,20.2732
628.318,1155.14,51.98,0.0104897,0.192927,0.0110182,1839.09,20.2635
628.318,1158.14,52.12,0.0104938,0.192953,0.011091,1838.63,20.3922
628.318,1161.14,52.24,0.010497,0.192985,0.0111902,1838.36,20.5716
628.318,1164.14,52.36,0.0105,0.19301,0.0112396,1838.07,20.6592
628.318,1167.14,52.49,0.0105019,0.19303,0.0111963,1837.93,20.578
628.318,1170.14,52.63,0.010505,0.193053,0.0111343,1837.62,20.4605
628.318,1173.14,52.76,0.0105082,0.193078,0.0110651,1837.29,20.3298
628.318,1176.14,52.9,0.0105115,0.193098,0.0110664,1836.9,20.3278
628.318,1179.14,53.04,0.0105147,0.193124,0.0111698,1836.6,20.5144
628.318,1182.14,53.2,0.0105149,0.193127,0.0112656,1836.58,20.6902
628.318,1185.14,53.36,0.0105143,0.193126,0.011303,1836.66,20.7598
628.318,1188.14,53.53,0.0105133,0.193117,0.0112958,1836.76,20.7478
628.318,1191.14,53.71,0.0105132,0.193119,0.0112404,1836.8,20.6463
628.318,1194.14,53.87,0.0105139,0.193122,0.0111701,1836.72,20.5163
628.318,1197.14,54.05,0.0105155,0.193134,0.0111358,1836.55,20.4515
628.318,1200.14,54.2,0.0105198,0.193163,0.0111413,1836.06,20.456
628.318,1203.14,54.36,0.0105255,0.193202,0.0112523,1835.45,20.653
628.318,1206.14,54.5,0.0105307,0.193247,0.0113537,1834.97,20.8337
628.318,1209.14,54.65,0.0105376,0.193311,0.0113506,1834.38,20.8213
628.318,1212.14,54.78,0.0105453,0.193367,0.0113059,1833.57,20.7301
628.318,1215.14,54.93,0.0105556,0.193452,0.0112402,1832.57,20.5985
628.318,1218.14,55.06,0.0105665,0.193538,0.0111963,1831.5,20.506
628.318,1221.14,55.22,0.0105777,0.193624,0.011182,1830.37,20.4672
628.318,1224.14,55.35,0.0105884,0.193708,0.0112247,1829.32,20.5336
628.318,1227.14,55.51,0.0105974,0.193778,0.0113305,1828.42,20.717
628.318,1230.14,55.66,0.0106047,0.193841,0.0113909,1827.75,20.8196
628.318,1233.14,55.81,0.0106094,0.19388,0.0114064,1827.31,20.8431
628.318,1236.14,55.98,0.0106142,0.193923,0.0113882,1826.89,20.805
628.318,1239.14,56.12,0.0106185,0.193954,0.0113044,1826.45,20.6468
628.318,1242.14,56.29,0.0106247,0.194,0.0112474,1825.83,20.5357
628.318,1245.14,56.44,0.0106321,0.194054,0.011314,1825.06,20.6487
628.318,1248.14,56.6,0.0106391,0.194112,0.011431,1824.4,20.8546
628.318,1251.14,56.74,0.0106458,0.19417,0.0115034,1823.8,20.9799
628.318,1254.14,56.89,0.0106546,0.19424,0.0114523,1822.95,20.8769
628.318,1257.14,57.03,0.0106667,0.194333,0.0113516,1821.76,20.6798
628.318,1260.14,57.18,0.01068,0.194434,0.0113344,1820.43,20.6335
628.318,1263.14,57.33,0.0106927,0.194533,0.0114467,1819.19,20.8237
628.318,1266.14,57.49,0.0107043,0.194634,0.0115214,1818.16,20.9478
628.318,1269.14,57.63,0.0107124,0.1947,0.0115578,1817.39,21.005
628.318,1272.14,57.79,0.0107197,0.194756,0.0114956,1816.69,20.884
628.318,1275.14,57.93,0.0107264,0.194809,0.0114421,1816.04,20.7793
628.318,1278.14,58.08,0.0107322,0.194849,0.0114413,1815.44,20.7709
628.318,1281.14,58.21,0.0107372,0.194888,0.0115221,1814.95,20.912
628.318,1284.14,58.36,0.0107406,0.194916,0.0116103,1814.64,21.0684
628.318,1287.14,58.49,0.010744,0.194945,0.0116577,1814.33,21.1509
628.318,1290.14,58.61,0.0107496,0.194992,0.0116549,1813.82,21.1399
628.318,1293.14,58.75,0.0107561,0.195042,0.0115988,1813.2,21.0309
628.318,1296.14,58.91,0.0107659,0.195113,0.0115194,1812.21,20.8756
628.318,1299.14,59.09,0.0107763,0.195195,0.0115609,1811.22,20.9393
628.318,1302.14,59.23,0.0107855,0.195268,0.0116737,1810.34,21.1333
628.318,1305.14,59.1,0.0107922,0.195328,0.0117271,1809.76,21.2232
628.318,1308.14,59.33,0.0107965,0.195364,0.0116332,1809.39,21.049
628.318,1311.14,59.54,0.0107998,0.195386,0.011581,1809.05,20.9505
628.318,1314.14,59.82,0.0108002,0.195389,0.0116849,1809,21.1381
628.318,1317.14,60.02,0.0107974,0.195372,0.0117623,1809.31,21.2816
628.318,1320.14,59.75,0.0107925,0.195338,0.0116874,1809.82,21.1521
628.318,1323.14,60.14,0.0107898,0.195307,0.0116341,1809.99,21.0576
628.318,1326.14,60.33,0.0107914,0.195317,0.0117122,1809.82,21.197
628.318,1329.14,60.63,0.0107934,0.195334,0.011829,1809.63,21.4062
628.318,1332.14,60.55,0.0107962,0.19536,0.0117648,1809.41,21.2874
628.318,1335.14,60.56,0.0108033,0.195407,0.0116994,1808.65,21.1601
628.318,1338.14,61.02,0.0108082,0.195447,0.0118295,1808.19,21.39
628.318,1341.14,61.24,0.01081,0.195465,0.0119221,1808.06,21.5559
628.318,1344.14,61.31,0.0108102,0.195473,0.011896,1808.09,21.5091
628.318,1347.14,61.03,0.0108087,0.195457,0.011831,1808.21,21.3929
628.318,1350.14,61.63,0.0108099,0.195465,0.0118082,1808.08,21.3502
628.318,1353.14,61.81,0.0108141,0.195487,0.0118565,1807.58,21.4315
628.318,1356.14,62.12,0.0108224,0.195556,0.0120052,1806.82,21.6912
628.318,1359.14,61.66,0.0108352,0.195656,0.0120382,1805.61,21.7363
628.318,1362.14,62.13,0.0108511,0.195786,0.0119962,1804.16,21.643
628.318,1365.14,62.49,0.010867,0.19591,0.0119119,1802.66,21.4731
628.318,1368.14,62.76,0.0108826,0.196024,0.0119641,1801.13,21.5489
628.318,1371.14,62.52,0.0108947,0.196123,0.0120481,1800.03,21.687
628.318,1374.14,62.37,0.0109037,0.196198,0.0121172,1799.24,21.8018
628.318,1377.14,62.99,0.0109102,0.196254,0.0120945,1798.68,21.7541
628.318,1380.14,63.29,0.0109194,0.196321,0.012054,1797.78,21.6704
628.318,1383.14,63.57,0.0109318,0.196416,0.0120163,1796.62,21.5888
628.318,1386.14,62.94,0.010951,0.196557,0.0120382,1794.75,21.6057
628.318,1389.14,63.39,0.010972,0.196724,0.0121346,1792.82,21.7551
628.318,1392.14,63.7,0.0109873,0.196844,0.0122292,1791.42,21.9077
628.318,1395.14,64.22,0.0109985,0.196934,0.0123104,1790.41,22.0408
628.318,1398.14,63.87,0.0110077,0.197007,0.0123309,1789.59,22.0672
628.318,1401.14,63.78,0.0110137,0.197058,0.0123502,1789.07,22.0954
628.318,1404.14,64.55,0.0110182,0.197091,0.0123998,1788.64,22.1788
628.318,1407.14,64.8,0.0110261,0.197158,0.0123413,1787.97,22.0658
628.318,1410.14,64.11,0.0110384,0.197244,0.0123066,1786.76,21.989
628.318,1413.14,64.77,0.0110535,0.197365,0.01229,1785.4,21.9426
628.318,1416.14,65.23,0.0110641,0.197447,0.0123222,1784.44,21.9883
628.318,1419.14,65.63,0.0110706,0.197496,0.0123944,1783.83,22.1095
628.318,1422.14,65.47,0.0110715,0.197507,0.0124655,1783.79,22.2357
628.318,1425.14,65.54,0.0110655,0.197466,0.0125313,1784.37,22.3605
628.318,1428.14,66.12,0.01106,0.197426,0.0125451,1784.91,22.3918
628.318,1431.14,65.75,0.0110593,0.197417,0.0124895,1784.94,22.293
628.318,1434.14,65.57,0.0110625,0.197436,0.0124574,1784.6,22.2315
628.318,1437.14,66.45,0.0110681,0.197479,0.0124894,1784.08,22.282
628.318,1440.14,66,0.0110742,0.197522,0.01252,1783.48,22.3291
628.318,1443.14,65.65,0.0110765,0.197543,0.0125701,1783.29,22.4163
628.318,1446.14,66.41,0.0110766,0.197541,0.0127055,1783.26,22.6572
628.318,1449.14,67,0.0110782,0.197553,0.0127928,1783.12,22.8111
628.318,1452.14,67.3,0.0110826,0.197588,0.0128148,1782.73,22.8454
628.318,1455.14,66.82,0.0110927,0.197662,0.0128297,1781.77,22.8595
628.318,1458.14,67.52,0.0111078,0.197782,0.01285,1780.43,22.8786
628.318,1461.14,67.84,0.0111251,0.197915,0.0128813,1778.85,22.9139
628.318,1464.14,67.92,0.0111455,0.198066,0.0128876,1776.95,22.9006
628.318,1467.14,67.54,0.0111619,0.1982,0.0128652,1775.54,22.8427
628.318,1470.14,67.73,0.0111716,0.198271,0.0128799,1774.63,22.8571
628.318,1473.14,68.28,0.0111828,0.19836,0.0128603,1773.65,22.8097
628.318,1476.14,67.44,0.0111984,0.198477,0.0128327,1772.23,22.7425
628.318,1479.14,67.87,0.0112192,0.198638,0.0128794,1770.38,22.8015
628.318,1482.14,68.47,0.0112359,0.198768,0.0129483,1768.89,22.9041
628.318,1485.14,68.94,0.0112502,0.198875,0.0130262,1767.6,23.0251
628.318,1488.14,68.36,0.0112621,0.198967,0.0130737,1766.55,23.0954
628.318,1491.14,69,0.0112701,0.199036,0.0131793,1765.9,23.2734
628.318,1494.14,69.38,0.0112752,0.199073,0.0132364,1765.43,23.3679
628.318,1497.14,69.62,0.0112848,0.199145,0.013252,1764.57,23.3841
628.318,1500.14,69.39,0.0113028,0.19928,0.0132471,1762.95,23.354
628.318,1503.14,69.2,0.0113165,0.199388,0.0132752,1761.76,23.3879
628.318,1506.14,69.76,0.0113223,0.199435,0.0132927,1761.28,23.4122
628.318,1509.14,69.31,0.0113231,0.199442,0.0132882,1761.22,23.4035
628.318,1512.14,69.17,0.0113179,0.199407,0.0133153,1761.72,23.4578
628.318,1515.14,69.96,0.0113151,0.19938,0.0133174,1761.91,23.464
628.318,1518.14,70.47,0.0113162,0.199393,0.0132892,1761.86,23.4136
628.318,1521.14,69.88,0.0113199,0.199421,0.0133148,1761.53,23.4543
628.318,1524.14,70.55,0.0113233,0.199448,0.0133766,1761.23,23.5593
628.318,1527.14,70.92,0.0113267,0.199474,0.013424,1760.93,23.6387
628.318,1530.14,71.08,0.0113293,0.199494,0.0134377,1760.71,23.6598
628.318,1533.14,70.37,0.0113301,0.199498,0.0134655,1760.61,23.7076
628.318,1536.14,71.26,0.0113359,0.199539,0.0135457,1760.08,23.8414
628.318,1539.14,71.51,0.0113483,0.199627,0.0136727,1758.93,24.0494
628.318,1542.14,71.11,0.011369,0.199788,0.0136926,1757.13,24.0598
628.318,1545.14,71.79,0.0113909,0.199954,0.0137495,1755.21,24.1332
628.318,1548.14,71.88,0.0114082,0.200083,0.013752,1753.68,24.1166
628.318,1551.14,71.99,0.0114248,0.200214,0.0137134,1752.29,24.0298
628.318,1554.14,71.5,0.0114381,0.200309,0.0136794,1751.08,23.9537
628.318,1557.14,72.12,0.0114555,0.200447,0.013737,1749.62,24.0345
628.318,1560.14,72.56,0.011472,0.200572,0.0137906,1748.2,24.1086
628.318,1563.14,71.6,0.0114922,0.200729,0.0138072,1746.49,24.1141
628.318,1566.14,72.32,0.0115083,0.200855,0.013889,1745.15,24.2383
628.318,1569.14,72.93,0.0115186,0.20093,0.0139245,1744.23,24.2876
628.318,1572.14,73.35,0.0115273,0.200994,0.0139387,1743.47,24.3018
628.318,1575.14,73.18,0.0115422,0.201105,0.0139485,1742.17,24.3006
628.318,1578.14,72.95,0.0115576,0.201224,0.0140434,1740.88,24.4479
628.318,1581.14,73.17,0.0115694,0.201318,0.0141244,1739.92,24.5754
628.318,1584.14,73.55,0.0115746,0.201361,0.0142218,1739.5,24.7387
628.318,1587.14,72.92,0.011576,0.201371,0.0142453,1739.38,24.778
628.318,1590.14,73.68,0.0115732,0.201345,0.0143069,1739.58,24.888
628.318,1593.14,73.41,0.011574,0.201348,0.0143024,1739.48,24.8788
628.318,1596.14,73.93,0.0115778,0.201379,0.0143618,1739.17,24.9776
628.318,1599.14,73.77,0.0115829,0.201414,0.0144138,1738.72,25.0616
628.318,1602.14,74.16,0.0115851,0.201435,0.0145277,1738.55,25.2571
628.318,1605.14,74.06,0.0115899,0.201466,0.0145501,1738.11,25.2896
628.318,1608.14,74.38,0.0116011,0.201548,0.014617,1737.13,25.3916
628.318,1611.14,74.38,0.0116214,0.201696,0.0146426,1735.38,25.4105
628.318,1614.14,74.67,0.0116465,0.201891,0.0146977,1733.3,25.4755
628.318,1617.14,74.74,0.0116687,0.202061,0.0147296,1731.45,25.5037
628.318,1620.14,74.85,0.0116897,0.20222,0.0147493,1729.71,25.512
628.318,1623.14,75.01,0.0117114,0.202378,0.0148066,1727.85,25.5836
628.318,1626.14,75.17,0.0117405,0.2026,0.0148797,1725.45,25.6742
628.318,1629.14,75.36,0.0117641,0.202778,0.0149568,1723.51,25.7783
628.318,1632.14,75.44,0.0117838,0.202928,0.014987,1721.91,25.8061
628.318,1635.14,75.74,0.0117992,0.203037,0.015011,1720.58,25.8276
628.318,1638.14,75.7,0.0118218,0.203206,0.0150472,1718.72,25.8619
628.318,1641.14,76.14,0.0118371,0.203328,0.0151467,1717.52,26.0148
628.318,1644.14,75.91,0.0118445,0.203389,0.0152644,1716.95,26.2083
628.318,1647.14,76.49,0.0118435,0.203377,0.0154082,1717.01,26.456
628.318,1650.14,76.27,0.0118483,0.203408,0.0154725,1716.56,26.5595
628.318,1653.14,76.8,0.0118519,0.203435,0.015618,1716.28,26.8049
628.318,1656.14,76.61,0.0118608,0.203498,0.0156724,1715.51,26.8862
628.318,1659.14,77.1,0.0118738,0.203593,0.0157747,1714.42,27.0446
628.318,1662.14,77,0.0118988,0.203772,0.0158382,1712.32,27.12
628.318,1665.14,77.34,0.0119304,0.204013,0.0158856,1709.81,27.1613
628.318,1668.14,77.41,0.011959,0.204223,0.0159008,1707.47,27.1501
628.318,1671.14,77.6,0.0119905,0.204457,0.0159615,1704.94,27.2134
628.318,1674.14,77.79,0.0120211,0.204677,0.016048,1702.42,27.3205
628.318,1677.14,77.84,0.0120522,0.204907,0.0162169,1699.94,27.5678
628.318,1680.14,78.2,0.012077,0.205088,0.0163681,1697.95,27.7921
628.318,1683.14,78.11,0.0121027,0.205283,0.0165196,1695.94,28.0163
628.318,1686.14,78.59,0.0121239,0.205442,0.0166666,1694.29,28.238
628.318,1689.14,78.38,0.0121378,0.205547,0.0167021,1693.2,28.28
628.318,1692.14,78.97,0.0121428,0.205582,0.0168014,1692.8,28.4413
628.318,1695.14,78.68,0.0121468,0.205608,0.0168532,1692.45,28.5233
628.318,1698.14,79.3,0.0121535,0.205656,0.0170582,1691.91,28.8609
628.318,1701.14,78.99,0.0121688,0.205764,0.0171617,1690.66,29.0146
628.318,1704.14,79.6,0.012193,0.205935,0.0173729,1688.7,29.3376
628.318,1707.14,79.36,0.0122258,0.206174,0.0174852,1686.13,29.4823
628.318,1710.14,79.87,0.0122608,0.206437,0.017667,1683.45,29.7416
628.318,1713.14,79.73,0.0122977,0.206703,0.0177843,1680.55,29.8875
628.318,1716.14,80.13,0.0123323,0.20696,0.0179574,1677.93,30.1313
628.318,1719.14,80.12,0.012364,0.207191,0.0181059,1675.49,30.3363
628.318,1722.14,80.37,0.0123966,0.207431,0.0182444,1673.01,30.5231
628.318,1725.14,80.51,0.0124262,0.207643,0.0183496,1670.73,30.6572
628.318,1728.14,80.61,0.0124491,0.207812,0.0185001,1669.01,30.8767
628.318,1731.14,80.92,0.0124668,0.207943,0.0186607,1667.68,31.1202
628.318,1734.14,80.85,0.0124763,0.208016,0.0188318,1667,31.3926
628.318,1737.14,81.29,0.0124821,0.208055,0.0190593,1666.53,31.7627
628.318,1740.14,81.1,0.0125,0.208174,0.0193218,1665.09,32.1724
628.318,1743.14,81.65,0.0125309,0.208388,0.0195478,1662.68,32.5018
628.318,1746.14,81.37,0.0125671,0.208646,0.0196999,1659.93,32.7005
628.318,1749.14,81.99,0.0126084,0.208939,0.0198874,1656.82,32.9499
628.318,1752.14,81.67,0.0126549,0.209275,0.0199979,1653.38,33.064
628.318,1755.14,82.33,0.0126936,0.209558,0.0202215,1650.55,33.3767
628.318,1758.14,81.98,0.0127306,0.20982,0.0204363,1647.82,33.6754
628.318,1761.14,82.64,0.0127733,0.210128,0.0206863,1644.7,34.0228
628.318,1764.14,82.3,0.0128044,0.210352,0.0209876,1642.45,34.471
628.318,1767.14,82.94,0.0128299,0.210537,0.0212319,1640.62,34.8334
628.318,1770.14,82.66,0.0128534,0.210703,0.0215399,1638.89,35.3016
628.318,1773.14,83.22,0.0128617,0.210764,0.0218171,1638.3,35.7431
628.318,1776.14,83.01,0.0128845,0.210909,0.0220962,1636.52,36.161
628.318,1779.14,83.48,0.0129257,0.211196,0.0223832,1633.52,36.5633
628.318,1782.14,83.39,0.0129661,0.211482,0.0225789,1630.62,36.8175
628.318,1785.14,83.74,0.0130179,0.211841,0.0228776,1626.88,37.219
628.318,1788.14,83.76,0.0130749,0.212246,0.0231694,1622.88,37.6011
628.318,1791.14,84,0.013117,0.212543,0.0235793,1619.91,38.1964
628.318,1794.14,84.15,0.0131693,0.212906,0.0239343,1616.22,38.6832
628.318,1797.14,84.27,0.0132166,0.213241,0.0242651,1612.95,39.1385
628.318,1800.14,84.5,0.0132494,0.213469,0.0245593,1610.68,39.5571
628.318,1803.14,84.52,0.0132836,0.213708,0.0248348,1608.31,39.9421
628.318,1806.14,84.85,0.0132986,0.21382,0.0252438,1607.33,40.575
628.318,1809.14,84.8,0.0133273,0.214,0.0256925,1605.19,41.2414
628.318,1812.14,85.19,0.0133825,0.214386,0.0261036,1601.45,41.8035
628.318,1815.14,85.09,0.0134322,0.214725,0.0266204,1598.02,42.5398
628.318,1818.14,85.51,0.0135031,0.21521,0.0270168,1593.2,43.0432
628.318,1821.14,85.39,0.0135652,0.215647,0.0274603,1589.11,43.6375
628.318,1824.14,85.83,0.01362,0.216008,0.0279425,1585.34,44.2984
628.318,1827.14,85.7,0.013686,0.216465,0.0283066,1581.02,44.7532
628.318,1830.14,86.14,0.0137277,0.216751,0.028808,1578.28,45.467
628.318,1833.14,86.01,0.013774,0.217066,0.0293279,1575.24,46.1983
628.318,1836.14,86.44,0.0138012,0.217257,0.0298668,1573.48,46.9948
628.318,1839.14,86.33,0.0138464,0.217547,0.0305496,1570.41,47.9754
628.318,1842.14,86.73,0.0139113,0.217984,0.0310803,1566.2,48.6779
628.318,1845.14,86.64,0.0139773,0.218425,0.0316293,1561.93,49.4029
628.318,1848.14,87.01,0.0140625,0.218994,0.0322005,1556.49,50.1197
628.318,1851.14,86.98,0.0141254,0.219418,0.032753,1552.52,50.8498
628.318,1854.14,87.28,0.0142041,0.219938,0.0333947,1547.55,51.6799
628.318,1857.14,87.32,0.0142644,0.22035,0.0340678,1543.86,52.5959
628.318,1860.14,87.55,0.0143246,0.220745,0.0347591,1540.09,53.5323
628.318,1863.14,87.66,0.0143717,0.221066,0.035525,1537.23,54.6102
628.318,1866.14,87.81,0.0144232,0.221387,0.0362536,1533.93,55.6105
628.318,1869.14,88.02,0.0145049,0.221924,0.0369973,1528.95,56.5669
628.318,1872.14,88.07,0.014581,0.222414,0.0376807,1524.29,57.4362
628.318,1875.14,88.38,0.0146784,0.223055,0.0384551,1518.49,58.3937
628.318,1878.14,88.36,0.0147504,0.223525,0.0391932,1514.22,59.3472
628.318,1881.14,88.74,0.0148439,0.224131,0.040004,1508.71,60.3545
628.318,1884.14,88.7,0.0149088,0.224555,0.0408702,1504.94,61.507
628.318,1887.14,88.99,0.014983,0.225036,0.0417565,1500.64,62.6614
628.318,1890.14,88.96,0.0150412,0.225406,0.0427204,1497.23,63.9624
628.318,1893.14,89.3,0.0151293,0.22596,0.0436439,1492.1,65.1212
628.318,1896.14,89.17,0.0152188,0.226528,0.0444982,1487.01,66.169
