Angular frequency,Step time,Temperature,Oscillation strain,Oscillation stress,Tan(delta),Storage modulus,Loss modulus
62.8318,957.848,41.98,0.0191935,0.342224,0.0100327,1782.93,17.8876
62.8318,960.848,42.08,0.0191972,0.34226,0.0100575,1782.78,17.9304
62.8318,963.848,42.18,0.0192007,0.342278,0.0100282,1782.54,17.8757
62.8318,966.848,42.28,0.0192052,0.34232,0.0100697,1782.34,17.9476
62.8318,969.848,42.39,0.0192085,0.342342,0.0100268,1782.16,17.8693
62.8318,972.848,42.5,0.019212,0.342368,0.0100666,1781.97,17.9383
62.8318,975.848,42.6,0.0192156,0.342393,0.0100265,1781.76,17.8648
62.8318,978.848,42.7,0.0192196,0.342429,0.0100601,1781.57,17.9227
62.8318,981.848,42.81,0.0192229,0.342447,0.0100503,1781.37,17.9033
62.8318,984.848,42.91,0.0192268,0.342479,0.0100205,1781.17,17.8482
62.8318,987.848,43.01,0.0192302,0.342509,0.0100452,1781.01,17.8906
62.8318,990.848,43.11,0.0192334,0.342528,0.0100559,1780.81,17.9077
62.8318,993.848,43.21,0.0192378,0.342561,0.0100266,1780.58,17.853
62.8318,996.848,43.32,0.0192407,0.342587,0.0100575,1780.45,17.9068
62.8318,999.848,43.44,0.0192442,0.342609,0.0100186,1780.23,17.8355
62.8318,1002.85,43.56,0.019247,0.342635,0.0100503,1780.1,17.8906
62.8318,1005.85,43.68,0.019251,0.342662,0.0100422,1779.88,17.8739
62.8318,1008.85,43.8,0.019254,0.342682,0.0100382,1779.71,17.8652
62.8318,1011.85,43.93,0.0192571,0.342709,0.010048,1779.56,17.8809
62.8318,1014.85,44.05,0.0192605,0.342733,0.0100418,1779.37,17.8681
62.8318,1017.85,44.18,0.0192635,0.342756,0.0100608,1779.21,17.9002
62.8318,1020.85,44.31,0.0192675,0.342783,0.0100395,1778.99,17.8602
62.8318,1023.85,44.43,0.019271,0.342814,0.0100537,1778.82,17.8837
62.8318,1026.85,44.56,0.0192742,0.342834,0.0100653,1778.63,17.9025
62.8318,1029.85,44.68,0.0192792,0.342874,0.0100571,1778.38,17.8854
62.8318,1032.85,44.81,0.0192827,0.342896,0.0100651,1778.17,17.8975
62.8318,1035.85,44.93,0.0192877,0.342935,0.0100475,1777.91,17.8635
62.8318,1038.85,45.06,0.0192919,0.34297,0.0100866,1777.7,17.9309
62.8318,1041.85,45.18,0.0192967,0.342999,0.0100966,1777.41,17.9458
62.8318,1044.85,45.31,0.0193022,0.343041,0.0100608,1777.13,17.8794
62.8318,1047.85,45.44,0.019308,0.343086,0.0100918,1776.82,17.9313
62.8318,1050.85,45.56,0.0193129,0.343125,0.0100894,1776.57,17.9245
62.8318,1053.85,45.69,0.0193185,0.343162,0.0100979,1776.25,17.9364
62.8318,1056.85,45.82,0.0193247,0.343214,0.0101105,1775.95,17.9557
62.8318,1059.85,45.95,0.0193305,0.343254,0.010098,1775.62,17.9302
62.8318,1062.85,46.07,0.0193365,0.3433,0.010107,1775.3,17.943
62.8318,1065.85,46.2,0.0193424,0.343345,0.0101209,1775,17.9645
62.8318,1068.85,46.33,0.0193479,0.343384,0.0101347,1774.7,17.986
62.8318,1071.85,46.45,0.0193533,0.34343,0.0101154,1774.44,17.9492
62.8318,1074.85,46.58,0.0193592,0.343471,0.0101228,1774.11,17.959
62.8318,1077.85,46.71,0.0193648,0.343514,0.0101421,1773.82,17.9902
62.8318,1080.85,46.84,0.0193698,0.343552,0.0101408,1773.56,17.9854
62.8318,1083.85,46.97,0.0193755,0.343594,0.0101292,1773.25,17.9616
62.8318,1086.85,47.1,0.0193804,0.343633,0.010143,1773.01,17.9836
62.8318,1089.85,47.24,0.0193857,0.34367,0.0101548,1772.71,18.0016
62.8318,1092.85,47.37,0.019391,0.343712,0.0101741,1772.44,18.033
62.8318,1095.85,47.51,0.0193965,0.343754,0.0101577,1772.16,18.0011
62.8318,1098.85,47.65,0.0194018,0.343793,0.0101752,1771.87,18.0291
62.8318,1101.85,47.79,0.0194077,0.343835,0.0101797,1771.56,18.0339
62.8318,1104.85,47.93,0.0194136,0.343879,0.0101805,1771.24,18.0321
62.8318,1107.85,48.07,0.0194196,0.343927,0.0101843,1770.94,18.0358
62.8318,1110.85,48.23,0.0194265,0.34397,0.0101842,1770.53,18.0313
62.8318,1113.85,48.4,0.0194339,0.344034,0.0102152,1770.19,18.0828
62.8318,1116.85,48.57,0.0194405,0.344077,0.0102,1769.8,18.052
62.8318,1119.85,48.74,0.0194471,0.344134,0.010234,1769.49,18.109
62.8318,1122.85,48.89,0.0194534,0.344181,0.010273,1769.16,18.1747
62.8318,1125.85,49.05,0.0194612,0.34423,0.010206,1768.71,18.0515
62.8318,1128.85,49.18,0.0194677,0.34429,0.0102654,1768.42,18.1536
62.8318,1131.85,49.31,0.0194751,0.344338,0.0102579,1768,18.136
62.8318,1134.85,49.43,0.0194825,0.344398,0.0102744,1767.64,18.1613
62.8318,1137.85,49.55,0.0194891,0.344445,0.0102575,1767.28,18.128
62.8318,1140.85,49.67,0.0194964,0.344503,0.0102752,1766.92,18.1554
62.8318,1143.85,49.77,0.0195027,0.344546,0.0103061,1766.56,18.2064
62.8318,1146.85,49.88,0.0195097,0.344602,0.0102844,1766.22,18.1645
62.8318,1149.85,49.98,0.019516,0.34465,0.0102978,1765.89,18.1848
62.8318,1152.85,50.07,0.0195234,0.344699,0.0102906,1765.48,18.1678
62.8318,1155.85,50.18,0.0195304,0.344754,0.0103108,1765.13,18.1999
62.8318,1158.85,50.29,0.0195369,0.344802,0.010302,1764.79,18.1807
62.8318,1161.85,50.42,0.0195447,0.344863,0.0103022,1764.39,18.1771
62.8318,1164.85,50.56,0.019552,0.344912,0.0103447,1763.98,18.2479
62.8318,1167.85,50.72,0.0195591,0.344967,0.0102999,1763.62,18.1651
62.8318,1170.85,50.89,0.0195667,0.345024,0.0103302,1763.23,18.2145
62.8318,1173.85,51.1,0.0195744,0.345084,0.010366,1762.84,18.2735
62.8318,1176.85,51.3,0.0195815,0.345133,0.0103598,1762.45,18.2587
62.8318,1179.85,51.51,0.0195897,0.345202,0.0103789,1762.07,18.2882
62.8318,1182.85,51.69,0.0195969,0.34525,0.0104051,1761.66,18.3303
62.8318,1185.85,51.84,0.0196053,0.345314,0.0103845,1761.24,18.2895
62.8318,1188.85,51.96,0.0196124,0.345367,0.0104088,1760.86,18.3286
62.8318,1191.85,52.08,0.019621,0.345429,0.0103957,1760.41,18.3008
62.8318,1194.85,52.21,0.0196284,0.34549,0.0104302,1760.06,18.3577
62.8318,1197.85,52.35,0.0196369,0.345551,0.0104538,1759.6,18.3946
62.8318,1200.85,52.48,0.0196455,0.345607,0.0104655,1759.12,18.4102
62.8318,1203.85,52.61,0.0196535,0.345676,0.0104701,1758.75,18.4142
62.8318,1206.85,52.75,0.0196631,0.345743,0.0104472,1758.24,18.3687
62.8318,1209.85,52.88,0.0196724,0.345811,0.0104846,1757.75,18.4293
62.8318,1212.85,53.04,0.0196825,0.345884,0.0104883,1757.22,18.4302
62.8318,1215.85,53.18,0.0196928,0.34596,0.0105142,1756.69,18.4702
62.8318,1218.85,53.36,0.0197034,0.346041,0.010494,1756.15,18.4291
62.8318,1221.85,53.51,0.019714,0.346121,0.0105328,1755.62,18.4916
62.8318,1224.85,53.7,0.019726,0.346205,0.0105207,1754.98,18.4636
62.8318,1227.85,53.85,0.019737,0.346286,0.0105513,1754.4,18.5113
62.8318,1230.85,54.02,0.0197489,0.346379,0.010544,1753.82,18.4922
62.8318,1233.85,54.17,0.01976,0.34646,0.0105445,1753.24,18.487
62.8318,1236.85,54.32,0.0197712,0.346543,0.0105619,1752.67,18.5116
62.8318,1239.85,54.47,0.0197825,0.346627,0.0105736,1752.09,18.5259
62.8318,1242.85,54.61,0.0197928,0.346706,0.0105974,1751.58,18.5623
62.8318,1245.85,54.76,0.0198029,0.346783,0.0105716,1751.07,18.5116
62.8318,1248.85,54.9,0.0198121,0.346854,0.0106296,1750.62,18.6084
62.8318,1251.85,55.05,0.019822,0.346923,0.0106088,1750.09,18.5663
62.8318,1254.85,55.18,0.019831,0.346996,0.0106622,1749.66,18.6554
62.8318,1257.85,55.34,0.0198404,0.347058,0.0106228,1749.15,18.5809
62.8318,1260.85,55.48,0.0198495,0.347137,0.0106955,1748.74,18.7037
62.8318,1263.85,55.65,0.0198593,0.347198,0.0106759,1748.18,18.6634
62.8318,1266.85,55.79,0.0198687,0.347275,0.0107009,1747.75,18.7025
62.8318,1269.85,55.96,0.0198784,0.347342,0.0106932,1747.23,18.6836
62.8318,1272.85,56.11,0.0198886,0.347422,0.0107127,1746.74,18.7122
62.8318,1275.85,56.27,0.0198984,0.347491,0.0107357,1746.23,18.747
62.8318,1278.85,56.42,0.0199084,0.347566,0.0107462,1745.72,18.76
62.8318,1281.85,56.57,0.0199185,0.347639,0.0107497,1745.21,18.7604
62.8318,1284.85,56.72,0.0199286,0.347719,0.0107703,1744.72,18.7912
62.8318,1287.85,56.87,0.0199384,0.347785,0.0107916,1744.19,18.8226
62.8318,1290.85,57.02,0.0199499,0.347872,0.0107965,1743.62,18.8251
62.8318,1293.85,57.17,0.0199597,0.347946,0.0108244,1743.14,18.8685
62.8318,1296.85,57.31,0.0199712,0.348029,0.0108111,1742.55,18.8389
62.8318,1299.85,57.47,0.0199812,0.348109,0.0108777,1742.08,18.9499
62.8318,1302.85,57.62,0.0199927,0.348183,0.0108413,1741.44,18.8795
62.8318,1305.85,57.77,0.0200032,0.348269,0.0108813,1740.96,18.9439
62.8318,1308.85,57.91,0.0200142,0.34835,0.0108941,1740.41,18.9601
62.8318,1311.85,58.07,0.0200253,0.34843,0.0109153,1739.84,18.9909
62.8318,1314.85,58.21,0.0200367,0.348514,0.0109177,1739.28,18.989
62.8318,1317.85,58.37,0.0200476,0.348595,0.0109518,1738.73,19.0423
62.8318,1320.85,58.51,0.0200593,0.34868,0.0109438,1738.14,19.0219
62.8318,1323.85,58.67,0.0200713,0.348768,0.0109729,1737.54,19.0658
62.8318,1326.85,58.8,0.0200839,0.348861,0.0110109,1736.91,19.1249
62.8318,1329.85,58.96,0.0200964,0.34895,0.0110032,1736.28,19.1045
62.8318,1332.85,59.09,0.0201082,0.349043,0.0110273,1735.72,19.1403
62.8318,1335.85,59.25,0.0201208,0.349132,0.0110326,1735.08,19.1423
62.8318,1338.85,59.39,0.0201324,0.349223,0.0110743,1734.52,19.2087
62.8318,1341.85,59.56,0.0201438,0.349299,0.0110647,1733.92,19.1853
62.8318,1344.85,59.69,0.0201545,0.34939,0.0110971,1733.45,19.2363
62.8318,1347.85,59.8,0.0201657,0.349463,0.0110874,1732.85,19.2128
62.8318,1350.85,59.88,0.0201782,0.349554,0.0111321,1732.23,19.2833
62.8318,1353.85,60.04,0.0201917,0.349651,0.0111464,1731.55,19.3005
62.8318,1356.85,60.25,0.0202059,0.349757,0.0111974,1730.85,19.3811
62.8318,1359.85,60.42,0.0202212,0.349867,0.011236,1730.09,19.4393
62.8318,1362.85,60.3,0.0202387,0.349986,0.0112271,1729.18,19.4137
62.8318,1365.85,60.57,0.0202575,0.350125,0.0111718,1728.26,19.3078
62.8318,1368.85,60.85,0.0202761,0.350264,0.0112558,1727.37,19.4429
62.8318,1371.85,61.1,0.0202913,0.350383,0.0113161,1726.65,19.539
62.8318,1374.85,60.75,0.0203081,0.350498,0.0112972,1725.8,19.4966
62.8318,1377.85,61.11,0.0203289,0.350635,0.0111312,1724.7,19.198
62.8318,1380.85,61.4,0.0203445,0.350781,0.0113424,1724.1,19.5554
62.8318,1383.85,61.66,0.0203582,0.350867,0.0113878,1723.36,19.6252
62.8318,1386.85,61.71,0.0203752,0.350999,0.0114277,1722.57,19.685
62.8318,1389.85,61.52,0.020393,0.351103,0.0112781,1721.58,19.4161
62.8318,1392.85,62.11,0.0204128,0.351276,0.0113126,1720.75,19.4662
62.8318,1395.85,62.32,0.0204235,0.351359,0.0115326,1720.25,19.839
62.8318,1398.85,62.6,0.0204397,0.351453,0.011319,1719.35,19.4613
62.8318,1401.85,61.95,0.0204511,0.351577,0.0115387,1719,19.8349
62.8318,1404.85,62.22,0.0204697,0.351655,0.0112084,1717.82,19.2541
62.8318,1407.85,62.52,0.0204819,0.351817,0.0116616,1717.58,20.0297
62.8318,1410.85,63.03,0.0204929,0.351853,0.0116512,1716.83,20.0032
62.8318,1413.85,63.1,0.0205111,0.351997,0.0116751,1716.01,20.0346
62.8318,1416.85,62.4,0.0205308,0.352099,0.0115076,1714.87,19.734
62.8318,1419.85,63.18,0.0205534,0.352305,0.011482,1713.98,19.68
62.8318,1422.85,63.48,0.0205597,0.352381,0.0118943,1713.82,20.3847
62.8318,1425.85,63.9,0.0205742,0.352454,0.0117211,1712.97,20.0779
62.8318,1428.85,63.21,0.0205882,0.352551,0.0117463,1712.28,20.1129
62.8318,1431.85,63.73,0.0206113,0.352692,0.0115111,1711.04,19.6959
62.8318,1434.85,64.07,0.0206259,0.352852,0.0119303,1710.6,20.4079
62.8318,1437.85,64.56,0.0206409,0.352927,0.0119094,1709.72,20.3617
62.8318,1440.85,64.21,0.0206599,0.353082,0.0119503,1708.9,20.4218
62.8318,1443.85,64.19,0.020682,0.353197,0.0116688,1707.63,19.926
62.8318,1446.85,64.97,0.0206973,0.353378,0.0119176,1707.24,20.3461
62.8318,1449.85,65.25,0.0207034,0.353417,0.0121463,1706.92,20.7327
62.8318,1452.85,64.52,0.0207221,0.353517,0.0119958,1705.87,20.4632
62.8318,1455.85,65.03,0.0207491,0.353671,0.0117443,1704.4,20.0169
62.8318,1458.85,65.49,0.0207735,0.353918,0.0121708,1703.58,20.7339
62.8318,1461.85,65.93,0.0207918,0.354016,0.0122039,1702.54,20.7777
62.8318,1464.85,65.47,0.0208177,0.354215,0.0122242,1701.39,20.798
62.8318,1467.85,65.8,0.020846,0.354373,0.0119251,1699.84,20.2707
62.8318,1470.85,66.45,0.0208673,0.3546,0.0122327,1699.18,20.7856
62.8318,1473.85,66.31,0.0208791,0.354677,0.0124196,1698.58,21.0957
62.8318,1476.85,65.73,0.0209069,0.354811,0.0120667,1696.98,20.4768
62.8318,1479.85,66.43,0.0209353,0.355075,0.0122622,1695.93,20.7958
62.8318,1482.85,67,0.0209504,0.355194,0.0125673,1695.27,21.3049
62.8318,1485.85,67.39,0.0209722,0.355328,0.0124383,1694.15,21.0724
62.8318,1488.85,67.16,0.0209893,0.355453,0.0124026,1693.36,21.0022
62.8318,1491.85,67.5,0.0210078,0.355596,0.012273,1692.56,20.7728
62.8318,1494.85,67.81,0.021015,0.355679,0.0126466,1692.36,21.4026
62.8318,1497.85,67.85,0.0210352,0.355743,0.0123909,1691.05,20.9537
62.8318,1500.85,67.36,0.0210672,0.355983,0.0122391,1689.62,20.6794
62.8318,1503.85,67.38,0.0210841,0.356169,0.0127678,1689.14,21.5666
62.8318,1506.85,67.97,0.0211026,0.356283,0.012747,1688.2,21.5196
62.8318,1509.85,68.48,0.021115,0.35639,0.0129693,1687.71,21.8883
62.8318,1512.85,68.89,0.0211296,0.356481,0.0129102,1686.98,21.7793
62.8318,1515.85,68.22,0.0211443,0.35658,0.0129212,1686.27,21.7885
62.8318,1518.85,68.82,0.02117,0.356734,0.0127222,1684.96,21.4363
62.8318,1521.85,69.16,0.0211911,0.35693,0.0130697,1684.2,22.012
62.8318,1524.85,68.08,0.0212114,0.357042,0.01304,1683.11,21.9478
62.8318,1527.85,69.17,0.0212408,0.357247,0.0127192,1681.75,21.3906
62.8318,1530.85,69.56,0.0212486,0.357389,0.013328,1681.79,22.415
62.8318,1533.85,69.62,0.0212628,0.35742,0.0131873,1680.82,22.1655
62.8318,1536.85,69.26,0.0212885,0.357575,0.0130406,1679.52,21.902
62.8318,1539.85,70.06,0.0213201,0.35782,0.0131729,1678.17,22.1064
62.8318,1542.85,70.24,0.021345,0.358013,0.0134375,1677.12,22.5363
62.8318,1545.85,69.44,0.0213745,0.358182,0.0132381,1675.6,22.1817
62.8318,1548.85,70.27,0.0214073,0.358454,0.0132437,1674.3,22.1739
62.8318,1551.85,70.04,0.0214247,0.358587,0.0134829,1673.56,22.5644
62.8318,1554.85,69.9,0.0214525,0.358734,0.0132735,1672.07,22.1943
62.8318,1557.85,70.92,0.0214863,0.35903,0.013509,1670.82,22.5712
62.8318,1560.85,70.5,0.0215024,0.359158,0.0138674,1670.16,23.1608
62.8318,1563.85,70.36,0.0215358,0.359325,0.0133732,1668.35,22.3111
62.8318,1566.85,71.38,0.0215542,0.359568,0.0137645,1668.05,22.9598
62.8318,1569.85,71.38,0.0215602,0.359577,0.0139618,1667.62,23.283
62.8318,1572.85,70.75,0.0215826,0.359685,0.0136703,1666.39,22.7801
62.8318,1575.85,71.67,0.0216089,0.359899,0.0137973,1665.35,22.9773
62.8318,1578.85,71.57,0.0216291,0.360043,0.0140812,1664.46,23.4375
62.8318,1581.85,71.14,0.0216582,0.360199,0.0138022,1662.95,22.9524
62.8318,1584.85,72.26,0.0216826,0.360456,0.0139307,1662.26,23.1565
62.8318,1587.85,71.56,0.0216869,0.360495,0.0143706,1662.1,23.8853
62.8318,1590.85,71.96,0.0217168,0.360602,0.0137965,1660.32,22.9066
62.8318,1593.85,72.73,0.0217418,0.36089,0.0144426,1659.71,23.9706
62.8318,1596.85,71.78,0.021762,0.36096,0.0144079,1658.5,23.8954
62.8318,1599.85,72.77,0.0217982,0.361227,0.0141089,1656.97,23.3781
62.8318,1602.85,73.32,0.0218079,0.361369,0.0147112,1656.88,24.3747
62.8318,1605.85,72.3,0.0218283,0.36142,0.0144387,1655.57,23.9042
62.8318,1608.85,73.26,0.021865,0.361668,0.0143731,1653.92,23.772
62.8318,1611.85,73.68,0.0218982,0.361943,0.0147857,1652.66,24.4358
62.8318,1614.85,72.78,0.0219299,0.362132,0.0147631,1651.14,24.3759
62.8318,1617.85,73.67,0.021969,0.362424,0.0146229,1649.53,24.1209
62.8318,1620.85,73.66,0.0219916,0.362608,0.0149398,1648.67,24.6308
62.8318,1623.85,73.32,0.0220245,0.362771,0.0147257,1646.95,24.2525
62.8318,1626.85,74.44,0.0220694,0.363113,0.0147861,1645.14,24.3253
62.8318,1629.85,74.06,0.0220893,0.363338,0.0154599,1644.66,25.4263
62.8318,1632.85,74.04,0.0221221,0.363472,0.0148725,1642.84,24.4331
62.8318,1635.85,74.94,0.022139,0.36372,0.0154044,1642.7,25.3048
62.8318,1638.85,74.14,0.02215,0.363728,0.0155253,1641.91,25.4912
62.8318,1641.85,74.81,0.0221895,0.363933,0.0150864,1639.93,24.7407
62.8318,1644.85,75.51,0.0222171,0.364229,0.0156814,1639.21,25.7052
62.8318,1647.85,74.62,0.022237,0.36431,0.0156634,1638.1,25.6583
62.8318,1650.85,75.56,0.0222675,0.364533,0.0154238,1636.87,25.2467
62.8318,1653.85,76.11,0.0222799,0.36469,0.0160599,1636.65,26.2845
62.8318,1656.85,75.13,0.0223041,0.364783,0.0159603,1635.29,26.0997
62.8318,1659.85,75.97,0.0223462,0.365053,0.015706,1633.43,25.6547
62.8318,1662.85,76.48,0.0223702,0.365293,0.0161928,1632.73,26.4385
62.8318,1665.85,76.41,0.0223908,0.365401,0.0161919,1631.71,26.4205
62.8318,1668.85,76.33,0.0224292,0.365593,0.0158297,1629.79,25.799
62.8318,1671.85,76.04,0.0224698,0.365964,0.0164085,1628.47,26.7208
62.8318,1674.85,76.65,0.022509,0.366167,0.0163803,1626.54,26.6432
62.8318,1677.85,77.38,0.0225503,0.366523,0.0166068,1625.13,26.9882
62.8318,1680.85,77.23,0.0225798,0.36669,0.0166528,1623.75,27.04
62.8318,1683.85,76.93,0.0226299,0.366995,0.016401,1621.51,26.5944
62.8318,1686.85,77.65,0.0226715,0.367347,0.0168918,1620.07,27.366
62.8318,1689.85,77.78,0.0227031,0.367558,0.0170099,1618.75,27.5347
62.8318,1692.85,77.55,0.0227338,0.367777,0.0169348,1617.52,27.3925
62.8318,1695.85,77.85,0.0227608,0.367963,0.0170874,1616.41,27.6203
62.8318,1698.85,77.97,0.0227935,0.368206,0.0174111,1615.15,28.1217
62.8318,1701.85,78.03,0.0228264,0.368403,0.0174254,1613.69,28.1191
62.8318,1704.85,78.21,0.0228564,0.368657,0.0175861,1612.68,28.3607
62.8318,1707.85,78.19,0.022881,0.368799,0.0177076,1611.56,28.5369
62.8318,1710.85,78.59,0.0229124,0.369038,0.0179727,1610.39,28.943
62.8318,1713.85,78.83,0.0229408,0.369223,0.0181973,1609.2,29.2831
62.8318,1716.85,78.64,0.0229833,0.369448,0.0179066,1607.2,28.7795
62.8318,1719.85,78.26,0.0230392,0.369863,0.0178835,1605.11,28.705
62.8318,1722.85,78.83,0.023073,0.370132,0.0186409,1603.9,29.8982
62.8318,1725.85,78.58,0.0231206,0.370434,0.0186988,1601.9,29.9538
62.8318,1728.85,78.37,0.0231651,0.370719,0.0187303,1600.05,29.9696
62.8318,1731.85,79.54,0.0232116,0.371089,0.0189797,1598.43,30.3377
62.8318,1734.85,78.82,0.0232409,0.371288,0.0194007,1597.26,30.988
62.8318,1737.85,79.28,0.0232976,0.371591,0.0189563,1594.69,30.2295
62.8318,1740.85,80.01,0.0233363,0.371993,0.0195861,1593.75,31.2153
62.8318,1743.85,79.07,0.0233584,0.372086,0.0196396,1592.63,31.2787
62.8318,1746.85,79.94,0.0234016,0.372345,0.0194163,1590.81,30.8877
62.8318,1749.85,80.59,0.0234299,0.372643,0.0201719,1590.13,32.076
62.8318,1752.85,80,0.023458,0.372778,0.0201957,1588.81,32.087
62.8318,1755.85,80.35,0.0234985,0.373029,0.0199988,1587.14,31.7409
62.8318,1758.85,80.93,0.0235275,0.373284,0.0205068,1586.25,32.5289
62.8318,1761.85,80.95,0.0235586,0.373438,0.0205742,1584.81,32.6061
62.8318,1764.85,81.04,0.0236154,0.373741,0.0202746,1582.29,32.0802
62.8318,1767.85,80.37,0.0236822,0.374264,0.0205468,1580.02,32.4644
62.8318,1770.85,80.79,0.0237221,0.374569,0.0213539,1578.63,33.7098
62.8318,1773.85,80.64,0.0237792,0.374913,0.0214003,1576.28,33.7329
62.8318,1776.85,80.59,0.0238355,0.375278,0.0215721,1574.08,33.9562
62.8318,1779.85,81.27,0.0238983,0.37573,0.0217966,1571.83,34.2606
62.8318,1782.85,80.88,0.0239488,0.376068,0.0221665,1569.91,34.7996
62.8318,1785.85,81.56,0.0240115,0.376476,0.0221661,1567.51,34.7456
62.8318,1788.85,81.21,0.0240571,0.376838,0.0226755,1566.03,35.5105
62.8318,1791.85,81.76,0.0241098,0.377132,0.0225954,1563.83,35.3354
62.8318,1794.85,81.61,0.0241537,0.377498,0.023197,1562.48,36.245
62.8318,1797.85,82.02,0.0242086,0.377784,0.0231274,1560.12,36.0816
62.8318,1800.85,81.95,0.0242609,0.378214,0.0237448,1558.51,37.0064
62.8318,1803.85,82.15,0.0243167,0.378502,0.0237115,1556.12,36.8978
62.8318,1806.85,82.43,0.0243796,0.378987,0.0243305,1554.07,37.8112
62.8318,1809.85,82.37,0.0244502,0.379363,0.0244743,1551.11,37.9622
62.8318,1812.85,82.74,0.0245386,0.379989,0.02485,1548.06,38.4693
62.8318,1815.85,82.53,0.0246183,0.380479,0.0252467,1545.02,39.0067
62.8318,1818.85,83.14,0.0247223,0.381176,0.025523,1541.33,39.3393
62.8318,1821.85,82.93,0.0247975,0.38173,0.0262727,1538.85,40.4298
62.8318,1824.85,83.37,0.0248891,0.382284,0.0263654,1535.41,40.4818
62.8318,1827.85,83.31,0.0249649,0.38287,0.0271579,1533.07,41.635
62.8318,1830.85,83.5,0.0250362,0.383293,0.0274218,1530.38,41.966
62.8318,1833.85,83.71,0.0251186,0.383861,0.0280296,1527.59,42.8178
62.8318,1836.85,83.77,0.0252052,0.384374,0.0284037,1524.36,43.2976
62.8318,1839.85,84.15,0.025302,0.385055,0.0291206,1521.19,44.298
62.8318,1842.85,83.94,0.0254067,0.385667,0.0297483,1517.3,45.1373
62.8318,1845.85,84.49,0.0255314,0.386506,0.03021,1513.16,45.7124
62.8318,1848.85,84.26,0.0256495,0.387247,0.0310733,1509.03,46.8907
62.8318,1851.85,84.86,0.0257902,0.388175,0.0315323,1504.38,47.4365
62.8318,1854.85,84.6,0.0258991,0.388928,0.0325485,1500.91,48.8525
62.8318,1857.85,85.13,0.0260284,0.389728,0.0330105,1496.5,49.4002
62.8318,1860.85,84.92,0.0261311,0.390481,0.0340537,1493.45,50.8574
62.8318,1863.85,85.43,0.0262579,0.391198,0.0346119,1488.93,51.5348
62.8318,1866.85,85.32,0.0263764,0.392067,0.0357878,1485.48,53.162
62.8318,1869.85,85.71,0.0265171,0.392824,0.0364513,1480.42,53.9631
62.8318,1872.85,85.66,0.0266774,0.393925,0.0375485,1475.59,55.406
62.8318,1875.85,86.01,0.0268395,0.394881,0.0383554,1470.18,56.3894
62.8318,1878.85,86.04,0.027015,0.39607,0.0395346,1464.97,57.917
62.8318,1881.85,86.27,0.0271765,0.397062,0.0404808,1459.85,59.0958
62.8318,1884.85,86.42,0.0273448,0.398182,0.0416659,1454.89,60.6194
62.8318,1887.85,86.57,0.0275001,0.399149,0.0427073,1450.12,61.9309
62.8318,1890.85,86.81,0.027661,0.400198,0.0439808,1445.4,63.5698
62.8318,1893.85,86.85,0.027831,0.401207,0.0451712,1440.12,65.0518
62.8318,1896.85,87.15,0.0280275,0.40243,0.0464942,1434.29,66.6862
62.8318,1899.85,87.15,0.0282363,0.403695,0.0477557,1428.07,68.1986
62.8318,1914.85,88.33,0.0293318,0.410578,0.0552601,1397.64,77.2337
