Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.1875","1.9305"
"0.1000","0.1875","1.9297"
"0.2000","0.1880","1.9306"
"0.3000","0.1877","1.9307"
"0.4000","0.1881","1.9315"
"0.5000","0.1909","1.9520"
"0.6000","0.1955","1.9855"
"0.7000","0.1958","1.9863"
"0.8000","0.1978","1.9987"
"0.9000","0.1998","2.0117"
"1.0000","0.2015","2.0223"
"1.1000","0.2028","2.0291"
"1.2000","0.2045","2.0388"
"1.3000","0.2063","2.0484"
"1.4000","0.2081","2.0573"
"1.5000","0.2098","2.0653"
"1.6000","0.2112","2.0711"
"1.7000","0.2129","2.0793"
"1.8000","0.2146","2.0889"
"1.9000","0.2164","2.0974"
"2.0000","0.2181","2.1054"
"2.1000","0.2195","2.1123"
"2.2000","0.2212","2.1205"
"2.3000","0.2230","2.1287"
"2.4000","0.2247","2.1380"
"2.5000","0.2264","2.1462"
"2.6000","0.2279","2.1530"
"2.7000","0.2296","2.1608"
"2.8000","0.2314","2.1687"
"2.9000","0.2329","2.1763"
"3.0000","0.2346","2.1847"
"3.1000","0.2363","2.1925"
"3.2000","0.2380","2.2004"
"3.3000","0.2397","2.2085"
"3.4000","0.2413","2.2159"
"3.5000","0.2430","2.2235"
"3.6000","0.2446","2.2309"
"3.7000","0.2464","2.2400"
"3.8000","0.2480","2.2464"
"3.9000","0.2496","2.2527"
"4.0000","0.2513","2.2610"
"4.1000","0.2529","2.2675"
"4.2000","0.2548","2.2763"
"4.3000","0.2564","2.2843"
"4.4000","0.2578","2.2895"
"4.5000","0.2596","2.2983"
"4.6000","0.2613","2.3065"
"4.7000","0.2632","2.3144"
"4.8000","0.2646","2.3199"
"4.9000","0.2661","2.3266"
"5.0000","0.2679","2.3347"
"5.1000","0.2696","2.3427"
"5.2000","0.2716","2.3517"
"5.3000","0.2730","2.3566"
"5.4000","0.2744","2.3631"
"5.5000","0.2762","2.3710"
"5.6000","0.2780","2.3797"
"5.7000","0.2799","2.3883"
"5.8000","0.2813","2.3932"
"5.9000","0.2828","2.3997"
"6.0000","0.2845","2.4065"
"6.1000","0.2864","2.4150"
"6.2000","0.2882","2.4238"
"6.3000","0.2895","2.4287"
"6.4000","0.2912","2.4362"
"6.5000","0.2929","2.4432"
"6.6000","0.2947","2.4510"
"6.7000","0.2965","2.4586"
"6.8000","0.2979","2.4640"
"6.9000","0.2995","2.4712"
"7.0000","0.3012","2.4781"
"7.1000","0.3032","2.4863"
"7.2000","0.3048","2.4933"
"7.3000","0.3062","2.4985"
"7.4000","0.3078","2.5056"
"7.5000","0.3096","2.5133"
"7.6000","0.3115","2.5224"
"7.7000","0.3131","2.5278"
"7.8000","0.3145","2.5329"
"7.9000","0.3161","2.5393"
"8.0000","0.3180","2.5483"
"8.1000","0.3198","2.5557"
"8.2000","0.3214","2.5619"
"8.3000","0.3228","2.5663"
"8.4000","0.3244","2.5738"
"8.5000","0.3263","2.5822"
"8.6000","0.3282","2.5906"
"8.7000","0.3297","2.5954"
"8.8000","0.3311","2.6006"
"8.9000","0.3328","2.6075"
"9.0000","0.3348","2.6161"
"9.1000","0.3365","2.6241"
"9.2000","0.3379","2.6283"
"9.3000","0.3394","2.6337"
"9.4000","0.3411","2.6360"
"9.5000","0.3432","2.6351"
"9.6000","0.3449","2.6341"
"9.7000","0.3462","2.6347"
"9.8000","0.3476","2.6378"
"9.9000","0.3494","2.6388"
"10.0000","0.3516","2.6478"
"10.1000","0.3533","2.6548"
"10.2000","0.3545","2.6587"
"10.3000","0.3560","2.6653"
"10.4000","0.3578","2.6723"
"10.5000","0.3599","2.6815"
"10.6000","0.3615","2.6872"
"10.7000","0.3628","2.6913"
"10.8000","0.3643","2.6973"
"10.9000","0.3661","2.7055"
"11.0000","0.3683","2.7160"
"11.1000","0.3698","2.7211"
"11.2000","0.3711","2.7245"
"11.3000","0.3726","2.7302"
"11.4000","0.3744","2.7383"
"11.5000","0.3766","2.7485"
"11.6000","0.3781","2.7536"
"11.7000","0.3795","2.7584"
"11.8000","0.3811","2.7652"
"11.9000","0.3828","2.7717"
"12.0000","0.3850","2.7828"
"12.1000","0.3865","2.7883"
"12.2000","0.3878","2.7925"
"12.3000","0.3894","2.7978"
"12.4000","0.3912","2.8050"
"12.5000","0.3932","2.8136"
"12.6000","0.3947","2.8193"
"12.7000","0.3962","2.8244"
"12.8000","0.3977","2.8297"
"12.9000","0.3996","2.8379"
"13.0000","0.4016","2.8467"
"13.1000","0.4031","2.8517"
"13.2000","0.4046","2.8578"
"13.3000","0.4060","2.8635"
"13.4000","0.4079","2.8711"
"13.5000","0.4097","2.8788"
"13.6000","0.4114","2.8849"
"13.7000","0.4130","2.8906"
"13.8000","0.4145","2.8960"
"13.9000","0.4162","2.9041"
"14.0000","0.4180","2.9115"
"14.1000","0.4195","2.9180"
"14.2000","0.4212","2.9243"
"14.3000","0.4229","2.9304"
"14.4000","0.4246","2.9365"
"14.5000","0.4263","2.9441"
"14.6000","0.4280","2.9506"
"14.7000","0.4296","2.9569"
"14.8000","0.4314","2.9634"
"14.9000","0.4329","2.9683"
"15.0000","0.4346","2.9757"
"15.1000","0.4363","2.9840"
"15.2000","0.4380","2.9904"
"15.3000","0.4398","2.9972"
"15.4000","0.4412","3.0018"
"15.5000","0.4428","3.0088"
"15.6000","0.4444","3.0148"
"15.7000","0.4464","3.0235"
"15.8000","0.4483","3.0321"
"15.9000","0.4496","3.0349"
"16.0000","0.4512","3.0411"
