Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0004"
"0.1000","0.0001","-0.0002"
"0.2000","0.0003","0.0002"
"0.3000","0.0003","0.0003"
"0.4000","0.0010","0.0005"
"0.5000","0.0058","0.0005"
"0.6000","0.0076","0.0000"
"0.7000","0.0087","0.0004"
"0.8000","0.0108","0.0004"
"0.9000","0.0125","0.0006"
"1.0000","0.0143","0.0003"
"1.1000","0.0160","0.0007"
"1.2000","0.0174","0.0011"
"1.3000","0.0191","0.0006"
"1.4000","0.0210","0.0009"
"1.5000","0.0226","0.0007"
"1.6000","0.0243","0.0010"
"1.7000","0.0257","0.0009"
"1.8000","0.0273","0.0009"
"1.9000","0.0292","0.0012"
"2.0000","0.0309","0.0012"
"2.1000","0.0326","0.0011"
"2.2000","0.0339","0.0007"
"2.3000","0.0357","0.0014"
"2.4000","0.0376","0.0008"
"2.5000","0.0393","0.0010"
"2.6000","0.0410","0.0009"
"2.7000","0.0423","0.0012"
"2.8000","0.0440","0.0008"
"2.9000","0.0459","0.0012"
"3.0000","0.0477","0.0013"
"3.1000","0.0493","0.0007"
"3.2000","0.0506","0.0014"
"3.3000","0.0523","0.0012"
"3.4000","0.0542","0.0012"
"3.5000","0.0560","0.0011"
"3.6000","0.0576","0.0009"
"3.7000","0.0590","0.0012"
"3.8000","0.0606","0.0015"
"3.9000","0.0626","0.0012"
"4.0000","0.0645","0.0014"
"4.1000","0.0659","0.0014"
"4.2000","0.0673","0.0015"
"4.3000","0.0690","0.0014"
"4.4000","0.0710","0.0016"
"4.5000","0.0728","0.0018"
"4.6000","0.0742","0.0018"
"4.7000","0.0756","0.0023"
"4.8000","0.0774","0.0020"
"4.9000","0.0793","0.0019"
"5.0000","0.0810","0.0020"
"5.1000","0.0826","0.0020"
"5.2000","0.0840","0.0018"
"5.3000","0.0858","0.0021"
"5.4000","0.0877","0.0020"
"5.5000","0.0894","0.0018"
"5.6000","0.0908","0.0019"
"5.7000","0.0923","0.0020"
"5.8000","0.0940","0.0019"
"5.9000","0.0960","0.0022"
"6.0000","0.0977","0.0019"
"6.1000","0.0991","0.0021"
"6.2000","0.1006","0.0023"
"6.3000","0.1023","0.0017"
"6.4000","0.1044","0.0022"
"6.5000","0.1060","0.0023"
"6.6000","0.1074","0.0024"
"6.7000","0.1090","0.0022"
"6.8000","0.1108","0.0022"
"6.9000","0.1128","0.0021"
"7.0000","0.1143","0.0023"
"7.1000","0.1158","0.0020"
"7.2000","0.1173","0.0022"
"7.3000","0.1191","0.0025"
"7.4000","0.1211","0.0023"
"7.5000","0.1226","0.0019"
"7.6000","0.1241","0.0022"
"7.7000","0.1256","0.0022"
"7.8000","0.1275","0.0021"
"7.9000","0.1294","0.0025"
"8.0000","0.1308","0.0024"
"8.1000","0.1323","0.0025"
"8.2000","0.1339","0.0023"
"8.3000","0.1359","0.0023"
"8.4000","0.1378","0.0024"
"8.5000","0.1391","0.0024"
"8.6000","0.1407","0.0028"
"8.7000","0.1423","0.0028"
"8.8000","0.1443","0.0031"
"8.9000","0.1461","0.0029"
"9.0000","0.1474","0.0029"
"9.1000","0.1490","0.0029"
"9.2000","0.1506","0.0027"
"9.3000","0.1526","0.0029"
"9.4000","0.1544","0.0029"
"9.5000","0.1558","0.0031"
"9.6000","0.1574","0.0027"
"9.7000","0.1590","0.0030"
"9.8000","0.1610","0.0029"
"9.9000","0.1628","0.0028"
"10.0000","0.1641","0.0032"
"10.1000","0.1657","0.0029"
"10.2000","0.1674","0.0030"
"10.3000","0.1694","0.0028"
"10.4000","0.1710","0.0031"
"10.5000","0.1724","0.0034"
"10.6000","0.1740","0.0030"
"10.7000","0.1758","0.0033"
"10.8000","0.1776","0.0031"
"10.9000","0.1793","0.0032"
"11.0000","0.1808","0.0030"
"11.1000","0.1824","0.0031"
"11.2000","0.1841","0.0030"
"11.3000","0.1859","0.0029"
"11.4000","0.1876","0.0029"
"11.5000","0.1891","0.0028"
"11.6000","0.1907","0.0032"
"11.7000","0.1924","0.0031"
"11.8000","0.1942","0.0029"
"11.9000","0.1959","0.0030"
"12.0000","0.1975","0.0028"
"12.1000","0.1991","0.0030"
"12.2000","0.2007","0.0027"
"12.3000","0.2026","0.0031"
"12.4000","0.2041","0.0029"
"12.5000","0.2059","0.0030"
"12.6000","0.2075","0.0033"
"12.7000","0.2091","0.0034"
"12.8000","0.2109","0.0035"
"12.9000","0.2125","0.0032"
"13.0000","0.2142","0.0033"
"13.1000","0.2160","0.0036"
"13.2000","0.2174","0.0034"
"13.3000","0.2191","0.0033"
"13.4000","0.2207","0.0034"
"13.5000","0.2225","0.0035"
"13.6000","0.2244","0.0035"
"13.7000","0.2258","0.0033"
"13.8000","0.2274","0.0036"
"13.9000","0.2290","0.0037"
"14.0000","0.2307","0.0038"
"14.1000","0.2328","0.0035"
"14.2000","0.2342","0.0036"
"14.3000","0.2356","0.0033"
"14.4000","0.2374","0.0034"
"14.5000","0.2392","0.0037"
"14.6000","0.2412","0.0035"
"14.7000","0.2425","0.0037"
"14.8000","0.2439","0.0036"
"14.9000","0.2456","0.0037"
"15.0000","0.2475","0.0035"
"15.1000","0.2496","0.0032"
"15.2000","0.2509","0.0033"
"15.3000","0.2522","0.0034"
"15.4000","0.2539","0.0031"
"15.5000","0.2557","0.0034"
"15.6000","0.2581","0.0032"
"15.7000","0.2592","0.0033"
"15.8000","0.2605","0.0030"
"15.9000","0.2624","0.0031"
"16.0000","0.2642","0.0034"
"16.1000","0.2664","0.0034"
"16.2000","0.2676","0.0033"
"16.3000","0.2688","0.0032"
"16.4000","0.2706","0.0030"
"16.5000","0.2725","0.0034"
"16.6000","0.2747","0.0030"
"16.7000","0.2759","0.0033"
"16.8000","0.2772","0.0037"
"16.9000","0.2788","0.0035"
"17.0000","0.2808","0.0035"
"17.1000","0.2831","0.0037"
"17.2000","0.2843","0.0034"
"17.3000","0.2855","0.0035"
"17.4000","0.2872","0.0035"
"17.5000","0.2892","0.0037"
"17.6000","0.2913","0.0035"
"17.7000","0.2927","0.0037"
"17.8000","0.2938","0.0035"
"17.9000","0.2955","0.0032"
"18.0000","0.2976","0.0037"
"18.1000","0.2995","0.0036"
"18.2000","0.3010","0.0038"
"18.3000","0.3022","0.0036"
"18.4000","0.3039","0.0037"
"18.5000","0.3060","0.0036"
"18.6000","0.3079","0.0039"
"18.7000","0.3093","0.0032"
"18.8000","0.3106","0.0037"
"18.9000","0.3123","0.0039"
"19.0000","0.3143","0.0039"
"19.1000","0.3161","0.0040"
"19.2000","0.3178","0.0036"
"19.3000","0.3189","0.0035"
"19.4000","0.3204","0.0040"
"19.5000","0.3228","0.0039"
"19.6000","0.3243","0.0043"
"19.7000","0.3259","0.0038"
"19.8000","0.3274","0.0041"
"19.9000","0.3289","0.0040"
"20.0000","0.3310","0.0045"
"20.1000","0.3326","0.0050"
"20.2000","0.3342","0.0051"
"20.3000","0.3358","0.0062"
"20.4000","0.3373","0.0068"
"20.5000","0.3393","0.0079"
"20.6000","0.3408","0.0089"
"20.7000","0.3425","0.0096"
"20.8000","0.3442","0.0107"
"20.9000","0.3457","0.0123"
"21.0000","0.3475","0.0140"
"21.1000","0.3492","0.0157"
"21.2000","0.3508","0.0172"
"21.3000","0.3526","0.0190"
"21.4000","0.3541","0.0209"
"21.5000","0.3558","0.0227"
"21.6000","0.3576","0.0251"
"21.7000","0.3592","0.0284"
"21.8000","0.3611","0.0330"
"21.9000","0.3625","0.0368"
"22.0000","0.3641","0.0417"
"22.1000","0.3658","0.0462"
"22.2000","0.3675","0.0515"
"22.3000","0.3694","0.0578"
"22.4000","0.3708","0.0618"
"22.5000","0.3723","0.0656"
"22.6000","0.3741","0.0693"
"22.7000","0.3758","0.0730"
"22.8000","0.3780","0.0787"
"22.9000","0.3793","0.0810"
"23.0000","0.3804","0.0848"
"23.1000","0.3824","0.0936"
"23.2000","0.3842","0.0998"
"23.3000","0.3862","0.1087"
"23.4000","0.3876","0.1142"
"23.5000","0.3889","0.1189"
"23.6000","0.3907","0.1262"
"23.7000","0.3924","0.1328"
"23.8000","0.3946","0.1414"
"23.9000","0.3960","0.1452"
"24.0000","0.3972","0.1499"
"24.1000","0.3989","0.1557"
"24.2000","0.4007","0.1615"
"24.3000","0.4030","0.1693"
"24.4000","0.4044","0.1731"
"24.5000","0.4056","0.1767"
"24.6000","0.4072","0.1828"
"24.7000","0.4091","0.1890"
"24.8000","0.4114","0.1964"
"24.9000","0.4127","0.1993"
"25.0000","0.4138","0.2030"
"25.1000","0.4156","0.2093"
"25.2000","0.4174","0.2157"
"25.3000","0.4197","0.2236"
"25.4000","0.4210","0.2273"
"25.5000","0.4222","0.2308"
"25.6000","0.4239","0.2374"
"25.7000","0.4258","0.2435"
"25.8000","0.4279","0.2513"
"25.9000","0.4294","0.2556"
"26.0000","0.4305","0.2589"
"26.1000","0.4322","0.2648"
"26.2000","0.4341","0.2718"
"26.3000","0.4362","0.2789"
"26.4000","0.4377","0.2829"
"26.5000","0.4389","0.2860"
"26.6000","0.4403","0.2911"
"26.7000","0.4425","0.3011"
"26.8000","0.4448","0.3080"
"26.9000","0.4459","0.3106"
"27.0000","0.4473","0.3149"
"27.1000","0.4488","0.3197"
"27.2000","0.4509","0.3267"
"27.3000","0.4529","0.3331"
"27.4000","0.4543","0.3372"
"27.5000","0.4557","0.3421"
"27.6000","0.4572","0.3473"
"27.7000","0.4593","0.3547"
"27.8000","0.4611","0.3605"
"27.9000","0.4626","0.3655"
"28.0000","0.4641","0.3710"
"28.1000","0.4655","0.3759"
"28.2000","0.4677","0.3840"
"28.3000","0.4694","0.3890"
"28.4000","0.4710","0.3947"
"28.5000","0.4724","0.3993"
"28.6000","0.4739","0.4037"
"28.7000","0.4759","0.4110"
"28.8000","0.4776","0.4171"
"28.9000","0.4792","0.4223"
"29.0000","0.4809","0.4278"
"29.1000","0.4823","0.4326"
"29.2000","0.4842","0.4400"
"29.3000","0.4859","0.4466"
"29.4000","0.4875","0.4522"
"29.5000","0.4892","0.4582"
"29.6000","0.4907","0.4636"
"29.7000","0.4925","0.4700"
"29.8000","0.4942","0.4755"
"29.9000","0.4958","0.4800"
"30.0000","0.4976","0.4867"
"30.1000","0.4991","0.4925"
"30.2000","0.5008","0.4996"
"30.3000","0.5025","0.5048"
"30.4000","0.5042","0.5112"
"30.5000","0.5060","0.5181"
"30.6000","0.5075","0.5225"
"30.7000","0.5090","0.5273"
"30.8000","0.5107","0.5347"
"30.9000","0.5125","0.5419"
"31.0000","0.5144","0.5488"
"31.1000","0.5160","0.5534"
"31.2000","0.5173","0.5579"
"31.3000","0.5191","0.5643"
"31.4000","0.5208","0.5704"
"31.5000","0.5227","0.5788"
"31.6000","0.5244","0.5851"
"31.7000","0.5256","0.5888"
"31.8000","0.5273","0.5961"
"31.9000","0.5291","0.6018"
"32.0000","0.5311","0.6102"
"32.1000","0.5327","0.6151"
"32.2000","0.5339","0.6185"
"32.3000","0.5356","0.6252"
"32.4000","0.5374","0.6322"
"32.5000","0.5395","0.6411"
"32.6000","0.5412","0.6462"
"32.7000","0.5422","0.6485"
"32.8000","0.5439","0.6561"
"32.9000","0.5457","0.6640"
"33.0000","0.5479","0.6722"
"33.1000","0.5495","0.6777"
"33.2000","0.5505","0.6800"
"33.3000","0.5523","0.6879"
"33.4000","0.5540","0.6949"
"33.5000","0.5563","0.7046"
"33.6000","0.5578","0.7086"
"33.7000","0.5589","0.7113"
"33.8000","0.5605","0.7182"
"33.9000","0.5624","0.7250"
"34.0000","0.5647","0.7358"
"34.1000","0.5662","0.7406"
"34.2000","0.5672","0.7428"
"34.3000","0.5688","0.7486"
"34.4000","0.5707","0.7577"
"34.5000","0.5730","0.7657"
"34.6000","0.5745","0.7705"
"34.7000","0.5756","0.7737"
"34.8000","0.5771","0.7814"
"34.9000","0.5791","0.7902"
"35.0000","0.5812","0.7984"
"35.1000","0.5827","0.8028"
"35.2000","0.5840","0.8067"
"35.3000","0.5855","0.8122"
"35.4000","0.5875","0.8214"
"35.5000","0.5896","0.8296"
"35.6000","0.5910","0.8344"
"35.7000","0.5924","0.8393"
"35.8000","0.5938","0.8449"
"35.9000","0.5958","0.8537"
"36.0000","0.5979","0.8629"
"36.1000","0.5994","0.8676"
"36.2000","0.6007","0.8716"
"36.3000","0.6022","0.8775"
"36.4000","0.6041","0.8856"
"36.5000","0.6062","0.8936"
"36.6000","0.6076","0.8982"
"36.7000","0.6091","0.9036"
"36.8000","0.6106","0.9091"
"36.9000","0.6125","0.9171"
"37.0000","0.6144","0.9255"
"37.1000","0.6159","0.9303"
"37.2000","0.6175","0.9365"
"37.3000","0.6189","0.9415"
"37.4000","0.6208","0.9500"
"37.5000","0.6226","0.9573"
"37.6000","0.6242","0.9621"
"37.7000","0.6258","0.9686"
"37.8000","0.6273","0.9753"
"37.9000","0.6291","0.9831"
"38.0000","0.6308","0.9895"
"38.1000","0.6325","0.9961"
"38.2000","0.6342","1.0025"
"38.3000","0.6358","1.0083"
"38.4000","0.6375","1.0146"
"38.5000","0.6391","1.0222"
"38.6000","0.6408","1.0283"
"38.7000","0.6426","1.0350"
"38.8000","0.6442","1.0404"
"38.9000","0.6457","1.0460"
"39.0000","0.6475","1.0540"
"39.1000","0.6492","1.0611"
"39.2000","0.6509","1.0677"
"39.3000","0.6527","1.0750"
"39.4000","0.6541","1.0803"
"39.5000","0.6557","1.0863"
"39.6000","0.6574","1.0933"
"39.7000","0.6593","1.1012"
"39.8000","0.6611","1.1078"
"39.9000","0.6624","1.1117"
"40.0000","0.6640","1.1189"
"40.1000","0.6657","1.1254"
"40.2000","0.6677","1.1344"
"40.3000","0.6694","1.1408"
"40.4000","0.6707","1.1448"
"40.5000","0.6723","1.1519"
"40.6000","0.6740","1.1589"
"40.7000","0.6760","1.1674"
"40.8000","0.6778","1.1750"
"40.9000","0.6790","1.1787"
"41.0000","0.6805","1.1852"
"41.1000","0.6823","1.1926"
"41.2000","0.6845","1.2010"
"41.3000","0.6862","1.2072"
"41.4000","0.6872","1.2103"
"41.5000","0.6889","1.2180"
"41.6000","0.6907","1.2257"
"41.7000","0.6928","1.2345"
"41.8000","0.6945","1.2419"
"41.9000","0.6956","1.2442"
"42.0000","0.6972","1.2512"
"42.1000","0.6990","1.2590"
"42.2000","0.7012","1.2700"
"42.3000","0.7029","1.2757"
"42.4000","0.7039","1.2783"
"42.5000","0.7055","1.2843"
"42.6000","0.7074","1.2917"
"42.7000","0.7096","1.3022"
"42.8000","0.7112","1.3072"
"42.9000","0.7122","1.3103"
"43.0000","0.7138","1.3177"
"43.1000","0.7157","1.3255"
"43.2000","0.7178","1.3352"
"43.3000","0.7195","1.3419"
"43.4000","0.7206","1.3452"
"43.5000","0.7221","1.3511"
"43.6000","0.7240","1.3589"
"43.7000","0.7262","1.3686"
"43.8000","0.7277","1.3742"
"43.9000","0.7290","1.3784"
"44.0000","0.7305","1.3838"
"44.1000","0.7324","1.3922"
"44.2000","0.7346","1.4024"
"44.3000","0.7360","1.4072"
"44.4000","0.7374","1.4122"
"44.5000","0.7388","1.4178"
"44.6000","0.7408","1.4267"
"44.7000","0.7428","1.4348"
"44.8000","0.7443","1.4399"
"44.9000","0.7458","1.4447"
"45.0000","0.7472","1.4500"
"45.1000","0.7491","1.4598"
"45.2000","0.7511","1.4683"
"45.3000","0.7526","1.4738"
"45.4000","0.7541","1.4790"
"45.5000","0.7556","1.4842"
"45.6000","0.7575","1.4922"
"45.7000","0.7595","1.5014"
"45.8000","0.7609","1.5067"
"45.9000","0.7625","1.5128"
"46.0000","0.7640","1.5173"
"46.1000","0.7658","1.5250"
"46.2000","0.7676","1.5331"
"46.3000","0.7692","1.5389"
"46.4000","0.7708","1.5457"
"46.5000","0.7723","1.5512"
"46.6000","0.7742","1.5597"
"46.7000","0.7759","1.5658"
"46.8000","0.7775","1.5715"
"46.9000","0.7792","1.5787"
"47.0000","0.7807","1.5849"
"47.1000","0.7824","1.5909"
"47.2000","0.7842","1.5976"
