Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0119"
"0.1000","0.0001","0.0119"
"0.2000","0.0004","0.0119"
"0.3000","0.0008","0.0142"
"0.4000","0.0008","0.0135"
"0.5000","0.0015","0.0153"
"0.6000","0.0066","0.0157"
"0.7000","0.0086","0.0141"
"0.8000","0.0089","0.0148"
"0.9000","0.0112","0.0152"
"1.0000","0.0133","0.0150"
"1.1000","0.0146","0.0154"
"1.2000","0.0161","0.0151"
"1.3000","0.0177","0.0153"
"1.4000","0.0197","0.0152"
"1.5000","0.0216","0.0150"
"1.6000","0.0230","0.0155"
"1.7000","0.0244","0.0160"
"1.8000","0.0260","0.0156"
"1.9000","0.0280","0.0157"
"2.0000","0.0299","0.0157"
"2.1000","0.0313","0.0158"
"2.2000","0.0328","0.0156"
"2.3000","0.0344","0.0157"
"2.4000","0.0364","0.0157"
"2.5000","0.0381","0.0157"
"2.6000","0.0396","0.0157"
"2.7000","0.0411","0.0154"
"2.8000","0.0427","0.0157"
"2.9000","0.0448","0.0156"
"3.0000","0.0465","0.0157"
"3.1000","0.0479","0.0155"
"3.2000","0.0495","0.0152"
"3.3000","0.0511","0.0155"
"3.4000","0.0531","0.0154"
"3.5000","0.0548","0.0153"
"3.6000","0.0562","0.0156"
"3.7000","0.0578","0.0153"
"3.8000","0.0595","0.0153"
"3.9000","0.0615","0.0156"
"4.0000","0.0631","0.0149"
"4.1000","0.0645","0.0153"
"4.2000","0.0661","0.0151"
"4.3000","0.0678","0.0154"
"4.4000","0.0699","0.0153"
"4.5000","0.0714","0.0151"
"4.6000","0.0728","0.0156"
"4.7000","0.0743","0.0153"
"4.8000","0.0762","0.0154"
"4.9000","0.0781","0.0153"
"5.0000","0.0796","0.0156"
"5.1000","0.0811","0.0155"
"5.2000","0.0827","0.0157"
"5.3000","0.0846","0.0157"
"5.4000","0.0865","0.0152"
"5.5000","0.0880","0.0156"
"5.6000","0.0895","0.0158"
"5.7000","0.0911","0.0158"
"5.8000","0.0930","0.0159"
"5.9000","0.0949","0.0159"
"6.0000","0.0963","0.0159"
"6.1000","0.0978","0.0157"
"6.2000","0.0995","0.0154"
"6.3000","0.1013","0.0160"
"6.4000","0.1031","0.0157"
"6.5000","0.1046","0.0159"
"6.6000","0.1061","0.0160"
"6.7000","0.1078","0.0158"
"6.8000","0.1097","0.0158"
"6.9000","0.1115","0.0160"
"7.0000","0.1130","0.0156"
"7.1000","0.1146","0.0157"
"7.2000","0.1160","0.0157"
"7.3000","0.1181","0.0160"
"7.4000","0.1197","0.0154"
"7.5000","0.1212","0.0156"
"7.6000","0.1228","0.0156"
"7.7000","0.1245","0.0158"
"7.8000","0.1263","0.0156"
"7.9000","0.1280","0.0152"
"8.0000","0.1295","0.0156"
"8.1000","0.1312","0.0153"
"8.2000","0.1329","0.0154"
"8.3000","0.1346","0.0155"
"8.4000","0.1363","0.0152"
"8.5000","0.1379","0.0154"
"8.6000","0.1396","0.0155"
"8.7000","0.1413","0.0152"
"8.8000","0.1429","0.0153"
"8.9000","0.1446","0.0154"
"9.0000","0.1462","0.0156"
"9.1000","0.1480","0.0156"
"9.2000","0.1497","0.0156"
"9.3000","0.1512","0.0158"
"9.4000","0.1528","0.0158"
"9.5000","0.1545","0.0158"
"9.6000","0.1564","0.0160"
"9.7000","0.1582","0.0160"
"9.8000","0.1595","0.0164"
"9.9000","0.1611","0.0166"
"10.0000","0.1629","0.0162"
"10.1000","0.1647","0.0167"
"10.2000","0.1665","0.0164"
"10.3000","0.1678","0.0167"
"10.4000","0.1694","0.0164"
"10.5000","0.1711","0.0167"
"10.6000","0.1731","0.0168"
"10.7000","0.1749","0.0163"
"10.8000","0.1759","0.0167"
"10.9000","0.1778","0.0168"
"11.0000","0.1795","0.0165"
"11.1000","0.1816","0.0168"
"11.2000","0.1832","0.0162"
"11.3000","0.1843","0.0172"
"11.4000","0.1861","0.0170"
"11.5000","0.1878","0.0178"
"11.6000","0.1899","0.0183"
"11.7000","0.1916","0.0186"
"11.8000","0.1927","0.0188"
"11.9000","0.1943","0.0194"
"12.0000","0.1961","0.0203"
"12.1000","0.1983","0.0246"
"12.2000","0.1999","0.0277"
"12.3000","0.2011","0.0293"
"12.4000","0.2027","0.0310"
"12.5000","0.2045","0.0321"
"12.6000","0.2067","0.0344"
"12.7000","0.2082","0.0364"
"12.8000","0.2094","0.0380"
"12.9000","0.2110","0.0400"
"13.0000","0.2128","0.0427"
"13.1000","0.2150","0.0467"
"13.2000","0.2165","0.0485"
"13.3000","0.2177","0.0501"
"13.4000","0.2193","0.0524"
"13.5000","0.2211","0.0552"
"13.6000","0.2232","0.0572"
"13.7000","0.2249","0.0590"
"13.8000","0.2261","0.0605"
"13.9000","0.2276","0.0626"
"14.0000","0.2295","0.0653"
"14.1000","0.2316","0.0680"
"14.2000","0.2331","0.0702"
"14.3000","0.2345","0.0725"
"14.4000","0.2360","0.0755"
"14.5000","0.2378","0.0797"
"14.6000","0.2400","0.0845"
"14.7000","0.2414","0.0879"
"14.8000","0.2429","0.0925"
"14.9000","0.2443","0.0964"
"15.0000","0.2462","0.1027"
"15.1000","0.2482","0.1096"
"15.2000","0.2497","0.1153"
"15.3000","0.2513","0.1207"
"15.4000","0.2527","0.1256"
"15.5000","0.2545","0.1336"
"15.6000","0.2565","0.1429"
"15.7000","0.2580","0.1502"
"15.8000","0.2596","0.1587"
"15.9000","0.2611","0.1661"
"16.0000","0.2629","0.1768"
"16.1000","0.2647","0.1867"
"16.2000","0.2662","0.1944"
"16.3000","0.2680","0.2038"
"16.4000","0.2695","0.2118"
"16.5000","0.2712","0.2221"
"16.6000","0.2730","0.2318"
"16.7000","0.2746","0.2406"
"16.8000","0.2763","0.2499"
"16.9000","0.2778","0.2586"
"17.0000","0.2795","0.2676"
"17.1000","0.2813","0.2775"
"17.2000","0.2829","0.2864"
"17.3000","0.2847","0.2962"
"17.4000","0.2863","0.3060"
"17.5000","0.2878","0.3131"
"17.6000","0.2896","0.3222"
"17.7000","0.2912","0.3301"
"17.8000","0.2930","0.3403"
"17.9000","0.2947","0.3499"
"18.0000","0.2962","0.3573"
"18.1000","0.2978","0.3662"
"18.2000","0.2996","0.3765"
"18.3000","0.3014","0.3861"
"18.4000","0.3031","0.3950"
"18.5000","0.3045","0.4017"
"18.6000","0.3061","0.4099"
"18.7000","0.3078","0.4195"
"18.8000","0.3098","0.4302"
"18.9000","0.3115","0.4400"
"19.0000","0.3127","0.4457"
"19.1000","0.3144","0.4552"
"19.2000","0.3160","0.4640"
