Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0040"
"0.1000","0.0001","0.0040"
"0.2000","0.0006","0.0040"
"0.3000","0.0010","0.0042"
"0.4000","0.0012","0.0042"
"0.5000","0.0028","0.0040"
"0.6000","0.0077","0.0042"
"0.7000","0.0085","0.0042"
"0.8000","0.0096","0.0045"
"0.9000","0.0118","0.0048"
"1.0000","0.0137","0.0046"
"1.1000","0.0156","0.0048"
"1.2000","0.0167","0.0046"
"1.3000","0.0183","0.0047"
"1.4000","0.0202","0.0045"
"1.5000","0.0222","0.0047"
"1.6000","0.0238","0.0048"
"1.7000","0.0250","0.0048"
"1.8000","0.0265","0.0049"
"1.9000","0.0285","0.0048"
"2.0000","0.0306","0.0046"
"2.1000","0.0322","0.0048"
"2.2000","0.0333","0.0047"
"2.3000","0.0349","0.0045"
"2.4000","0.0369","0.0047"
"2.5000","0.0391","0.0044"
"2.6000","0.0405","0.0048"
"2.7000","0.0416","0.0045"
"2.8000","0.0433","0.0049"
"2.9000","0.0453","0.0048"
"3.0000","0.0473","0.0048"
"3.1000","0.0487","0.0050"
"3.2000","0.0499","0.0047"
"3.3000","0.0515","0.0049"
"3.4000","0.0535","0.0047"
"3.5000","0.0556","0.0048"
"3.6000","0.0570","0.0047"
"3.7000","0.0583","0.0049"
"3.8000","0.0599","0.0049"
"3.9000","0.0618","0.0050"
"4.0000","0.0641","0.0052"
"4.1000","0.0654","0.0047"
"4.2000","0.0667","0.0053"
"4.3000","0.0683","0.0048"
"4.4000","0.0703","0.0049"
"4.5000","0.0723","0.0048"
"4.6000","0.0736","0.0050"
"4.7000","0.0751","0.0053"
"4.8000","0.0766","0.0052"
"4.9000","0.0786","0.0048"
"5.0000","0.0806","0.0047"
"5.1000","0.0820","0.0051"
"5.2000","0.0835","0.0048"
"5.3000","0.0850","0.0051"
"5.4000","0.0870","0.0050"
"5.5000","0.0889","0.0050"
"5.6000","0.0903","0.0049"
"5.7000","0.0919","0.0047"
"5.8000","0.0934","0.0047"
"5.9000","0.0952","0.0049"
"6.0000","0.0971","0.0048"
"6.1000","0.0985","0.0048"
"6.2000","0.1002","0.0047"
"6.3000","0.1017","0.0045"
"6.4000","0.1035","0.0051"
"6.5000","0.1054","0.0047"
"6.6000","0.1069","0.0049"
"6.7000","0.1086","0.0048"
"6.8000","0.1101","0.0048"
"6.9000","0.1119","0.0048"
"7.0000","0.1137","0.0045"
"7.1000","0.1152","0.0049"
"7.2000","0.1170","0.0048"
"7.3000","0.1185","0.0050"
"7.4000","0.1201","0.0048"
"7.5000","0.1219","0.0050"
"7.6000","0.1236","0.0051"
"7.7000","0.1253","0.0048"
"7.8000","0.1270","0.0051"
"7.9000","0.1285","0.0050"
"8.0000","0.1301","0.0049"
"8.1000","0.1319","0.0050"
"8.2000","0.1338","0.0051"
"8.3000","0.1354","0.0049"
"8.4000","0.1368","0.0052"
"8.5000","0.1385","0.0047"
"8.6000","0.1401","0.0050"
"8.7000","0.1421","0.0050"
"8.8000","0.1438","0.0050"
"8.9000","0.1450","0.0048"
"9.0000","0.1467","0.0050"
"9.1000","0.1484","0.0050"
"9.2000","0.1505","0.0044"
"9.3000","0.1521","0.0048"
"9.4000","0.1533","0.0048"
"9.5000","0.1550","0.0052"
"9.6000","0.1568","0.0047"
"9.7000","0.1589","0.0046"
"9.8000","0.1606","0.0048"
"9.9000","0.1617","0.0050"
"10.0000","0.1632","0.0052"
"10.1000","0.1651","0.0047"
"10.2000","0.1673","0.0051"
"10.3000","0.1689","0.0050"
"10.4000","0.1700","0.0045"
"10.5000","0.1715","0.0047"
"10.6000","0.1735","0.0047"
"10.7000","0.1757","0.0046"
"10.8000","0.1773","0.0048"
"10.9000","0.1783","0.0049"
"11.0000","0.1799","0.0043"
"11.1000","0.1819","0.0044"
"11.2000","0.1841","0.0046"
"11.3000","0.1856","0.0048"
"11.4000","0.1867","0.0046"
"11.5000","0.1882","0.0049"
"11.6000","0.1901","0.0049"
"11.7000","0.1923","0.0047"
"11.8000","0.1938","0.0045"
"11.9000","0.1950","0.0050"
"12.0000","0.1965","0.0050"
"12.1000","0.1985","0.0050"
"12.2000","0.2006","0.0051"
"12.3000","0.2022","0.0048"
"12.4000","0.2034","0.0051"
"12.5000","0.2048","0.0050"
"12.6000","0.2069","0.0053"
"12.7000","0.2090","0.0052"
"12.8000","0.2105","0.0051"
"12.9000","0.2117","0.0050"
"13.0000","0.2131","0.0050"
"13.1000","0.2152","0.0048"
"13.2000","0.2172","0.0051"
"13.3000","0.2187","0.0049"
"13.4000","0.2201","0.0050"
"13.5000","0.2217","0.0051"
"13.6000","0.2236","0.0050"
"13.7000","0.2256","0.0050"
"13.8000","0.2271","0.0049"
"13.9000","0.2285","0.0050"
"14.0000","0.2300","0.0049"
"14.1000","0.2320","0.0047"
"14.2000","0.2339","0.0051"
"14.3000","0.2353","0.0049"
"14.4000","0.2368","0.0049"
"14.5000","0.2383","0.0049"
"14.6000","0.2401","0.0049"
"14.7000","0.2421","0.0048"
"14.8000","0.2436","0.0046"
"14.9000","0.2452","0.0052"
"15.0000","0.2468","0.0052"
"15.1000","0.2484","0.0049"
"15.2000","0.2504","0.0050"
"15.3000","0.2519","0.0051"
"15.4000","0.2535","0.0052"
"15.5000","0.2552","0.0053"
"15.6000","0.2568","0.0052"
"15.7000","0.2586","0.0051"
"15.8000","0.2602","0.0051"
"15.9000","0.2618","0.0051"
"16.0000","0.2637","0.0053"
"16.1000","0.2651","0.0053"
"16.2000","0.2669","0.0053"
"16.3000","0.2685","0.0052"
"16.4000","0.2704","0.0052"
"16.5000","0.2720","0.0051"
"16.6000","0.2734","0.0053"
"16.7000","0.2752","0.0055"
"16.8000","0.2768","0.0053"
"16.9000","0.2789","0.0056"
"17.0000","0.2804","0.0054"
"17.1000","0.2817","0.0054"
"17.2000","0.2834","0.0058"
"17.3000","0.2850","0.0056"
"17.4000","0.2870","0.0055"
"17.5000","0.2888","0.0053"
"17.6000","0.2900","0.0055"
"17.7000","0.2916","0.0055"
"17.8000","0.2934","0.0056"
"17.9000","0.2955","0.0056"
"18.0000","0.2972","0.0054"
"18.1000","0.2983","0.0055"
"18.2000","0.2999","0.0056"
"18.3000","0.3018","0.0055"
"18.4000","0.3040","0.0056"
"18.5000","0.3055","0.0053"
"18.6000","0.3066","0.0057"
"18.7000","0.3082","0.0054"
"18.8000","0.3100","0.0057"
"18.9000","0.3122","0.0058"
"19.0000","0.3140","0.0055"
"19.1000","0.3150","0.0057"
"19.2000","0.3166","0.0055"
"19.3000","0.3184","0.0055"
"19.4000","0.3207","0.0055"
"19.5000","0.3223","0.0055"
"19.6000","0.3233","0.0056"
"19.7000","0.3250","0.0055"
"19.8000","0.3266","0.0058"
"19.9000","0.3293","0.0057"
"20.0000","0.3308","0.0057"
"20.1000","0.3315","0.0054"
"20.2000","0.3331","0.0057"
"20.3000","0.3350","0.0054"
"20.4000","0.3373","0.0056"
"20.5000","0.3391","0.0058"
"20.6000","0.3399","0.0056"
"20.7000","0.3415","0.0056"
"20.8000","0.3434","0.0057"
"20.9000","0.3456","0.0056"
"21.0000","0.3473","0.0057"
"21.1000","0.3484","0.0057"
"21.2000","0.3498","0.0059"
"21.3000","0.3519","0.0058"
"21.4000","0.3540","0.0056"
"21.5000","0.3555","0.0059"
"21.6000","0.3567","0.0059"
"21.7000","0.3581","0.0059"
"21.8000","0.3601","0.0061"
"21.9000","0.3623","0.0060"
"22.0000","0.3639","0.0059"
"22.1000","0.3651","0.0060"
"22.2000","0.3666","0.0060"
"22.3000","0.3685","0.0060"
"22.4000","0.3706","0.0059"
"22.5000","0.3722","0.0060"
