Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0015"
"0.1000","0.0001","0.0016"
"0.2000","0.0005","0.0015"
"0.3000","0.0011","0.0017"
"0.4000","0.0012","0.0013"
"0.5000","0.0022","0.0016"
"0.6000","0.0060","0.0019"
"0.7000","0.0078","0.0019"
"0.8000","0.0102","0.0018"
"0.9000","0.0116","0.0018"
"1.0000","0.0129","0.0019"
"1.1000","0.0145","0.0021"
"1.2000","0.0165","0.0020"
"1.3000","0.0185","0.0022"
"1.4000","0.0198","0.0023"
"1.5000","0.0214","0.0022"
"1.6000","0.0229","0.0023"
"1.7000","0.0248","0.0024"
"1.8000","0.0267","0.0027"
"1.9000","0.0282","0.0028"
"2.0000","0.0298","0.0024"
"2.1000","0.0313","0.0027"
"2.2000","0.0331","0.0029"
"2.3000","0.0350","0.0030"
"2.4000","0.0365","0.0030"
"2.5000","0.0380","0.0030"
"2.6000","0.0396","0.0031"
"2.7000","0.0414","0.0032"
"2.8000","0.0432","0.0030"
"2.9000","0.0448","0.0032"
"3.0000","0.0464","0.0034"
"3.1000","0.0481","0.0035"
"3.2000","0.0498","0.0033"
"3.3000","0.0515","0.0034"
"3.4000","0.0531","0.0035"
"3.5000","0.0549","0.0035"
"3.6000","0.0565","0.0036"
"3.7000","0.0580","0.0034"
"3.8000","0.0598","0.0036"
"3.9000","0.0614","0.0034"
"4.0000","0.0633","0.0035"
"4.1000","0.0649","0.0039"
"4.2000","0.0663","0.0035"
"4.3000","0.0680","0.0038"
"4.4000","0.0697","0.0040"
"4.5000","0.0717","0.0042"
"4.6000","0.0734","0.0039"
"4.7000","0.0746","0.0040"
"4.8000","0.0763","0.0045"
"4.9000","0.0781","0.0043"
"5.0000","0.0801","0.0043"
"5.1000","0.0817","0.0044"
"5.2000","0.0829","0.0044"
"5.3000","0.0846","0.0041"
"5.4000","0.0863","0.0043"
"5.5000","0.0883","0.0047"
"5.6000","0.0900","0.0048"
"5.7000","0.0912","0.0044"
"5.8000","0.0928","0.0045"
"5.9000","0.0947","0.0042"
"6.0000","0.0968","0.0048"
"6.1000","0.0985","0.0047"
"6.2000","0.0996","0.0048"
"6.3000","0.1012","0.0049"
"6.4000","0.1031","0.0050"
"6.5000","0.1052","0.0052"
"6.6000","0.1068","0.0054"
"6.7000","0.1079","0.0053"
"6.8000","0.1095","0.0051"
"6.9000","0.1113","0.0054"
"7.0000","0.1135","0.0056"
"7.1000","0.1151","0.0054"
"7.2000","0.1162","0.0055"
"7.3000","0.1178","0.0054"
"7.4000","0.1197","0.0059"
"7.5000","0.1220","0.0051"
"7.6000","0.1234","0.0050"
"7.7000","0.1245","0.0055"
"7.8000","0.1261","0.0055"
"7.9000","0.1281","0.0053"
"8.0000","0.1302","0.0054"
"8.1000","0.1317","0.0052"
"8.2000","0.1329","0.0054"
"8.3000","0.1344","0.0052"
"8.4000","0.1364","0.0053"
"8.5000","0.1385","0.0052"
"8.6000","0.1399","0.0053"
"8.7000","0.1412","0.0054"
"8.8000","0.1428","0.0055"
"8.9000","0.1447","0.0051"
"9.0000","0.1470","0.0052"
"9.1000","0.1483","0.0050"
"9.2000","0.1496","0.0053"
"9.3000","0.1511","0.0050"
"9.4000","0.1531","0.0053"
"9.5000","0.1552","0.0045"
"9.6000","0.1565","0.0051"
"9.7000","0.1580","0.0051"
"9.8000","0.1595","0.0050"
"9.9000","0.1614","0.0053"
"10.0000","0.1635","0.0051"
"10.1000","0.1649","0.0052"
"10.2000","0.1664","0.0053"
"10.3000","0.1680","0.0053"
"10.4000","0.1698","0.0053"
"10.5000","0.1718","0.0054"
"10.6000","0.1732","0.0055"
"10.7000","0.1748","0.0053"
"10.8000","0.1763","0.0055"
"10.9000","0.1781","0.0053"
"11.0000","0.1800","0.0054"
"11.1000","0.1815","0.0054"
"11.2000","0.1831","0.0053"
"11.3000","0.1846","0.0054"
"11.4000","0.1864","0.0054"
"11.5000","0.1882","0.0054"
"11.6000","0.1898","0.0055"
"11.7000","0.1915","0.0054"
"11.8000","0.1931","0.0054"
"11.9000","0.1947","0.0054"
"12.0000","0.1966","0.0053"
"12.1000","0.1981","0.0056"
"12.2000","0.1999","0.0054"
"12.3000","0.2015","0.0050"
"12.4000","0.2030","0.0053"
"12.5000","0.2048","0.0054"
"12.6000","0.2065","0.0049"
"12.7000","0.2083","0.0051"
"12.8000","0.2099","0.0050"
"12.9000","0.2114","0.0053"
"13.0000","0.2130","0.0053"
"13.1000","0.2148","0.0052"
"13.2000","0.2167","0.0055"
"13.3000","0.2183","0.0050"
"13.4000","0.2197","0.0054"
"13.5000","0.2214","0.0052"
"13.6000","0.2230","0.0053"
"13.7000","0.2250","0.0053"
"13.8000","0.2267","0.0054"
"13.9000","0.2279","0.0053"
"14.0000","0.2296","0.0052"
"14.1000","0.2313","0.0049"
"14.2000","0.2333","0.0051"
"14.3000","0.2351","0.0050"
"14.4000","0.2362","0.0052"
"14.5000","0.2379","0.0048"
"14.6000","0.2396","0.0050"
"14.7000","0.2419","0.0051"
"14.8000","0.2436","0.0055"
"14.9000","0.2445","0.0050"
"15.0000","0.2462","0.0055"
"15.1000","0.2479","0.0053"
"15.2000","0.2501","0.0053"
"15.3000","0.2518","0.0054"
"15.4000","0.2529","0.0049"
"15.5000","0.2544","0.0055"
"15.6000","0.2563","0.0054"
"15.7000","0.2585","0.0050"
"15.8000","0.2602","0.0057"
"15.9000","0.2613","0.0051"
"16.0000","0.2628","0.0056"
"16.1000","0.2647","0.0052"
"16.2000","0.2670","0.0056"
"16.3000","0.2685","0.0051"
"16.4000","0.2696","0.0053"
"16.5000","0.2711","0.0052"
"16.6000","0.2729","0.0053"
"16.7000","0.2752","0.0051"
"16.8000","0.2768","0.0052"
"16.9000","0.2779","0.0051"
"17.0000","0.2794","0.0051"
"17.1000","0.2813","0.0050"
"17.2000","0.2835","0.0051"
"17.3000","0.2852","0.0052"
"17.4000","0.2863","0.0052"
"17.5000","0.2878","0.0053"
"17.6000","0.2897","0.0056"
"17.7000","0.2919","0.0050"
"17.8000","0.2934","0.0054"
"17.9000","0.2946","0.0052"
"18.0000","0.2961","0.0053"
"18.1000","0.2980","0.0051"
"18.2000","0.2999","0.0050"
"18.3000","0.3017","0.0049"
"18.4000","0.3032","0.0050"
"18.5000","0.3045","0.0052"
"18.6000","0.3064","0.0051"
"18.7000","0.3085","0.0052"
"18.8000","0.3100","0.0052"
"18.9000","0.3114","0.0054"
"19.0000","0.3129","0.0052"
"19.1000","0.3148","0.0048"
"19.2000","0.3168","0.0052"
"19.3000","0.3183","0.0051"
"19.4000","0.3197","0.0053"
"19.5000","0.3212","0.0051"
"19.6000","0.3230","0.0052"
"19.7000","0.3249","0.0052"
"19.8000","0.3265","0.0053"
"19.9000","0.3281","0.0054"
"20.0000","0.3297","0.0052"
"20.1000","0.3314","0.0051"
"20.2000","0.3332","0.0053"
"20.3000","0.3348","0.0055"
"20.4000","0.3365","0.0054"
"20.5000","0.3381","0.0052"
"20.6000","0.3398","0.0054"
