Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0041","0.1297"
"0.1000","0.0042","0.1299"
"0.2000","0.0049","0.1322"
"0.3000","0.0048","0.1333"
"0.4000","0.0052","0.1339"
"0.5000","0.0078","0.1456"
"0.6000","0.0124","0.1659"
"0.7000","0.0127","0.1664"
"0.8000","0.0147","0.1751"
"0.9000","0.0168","0.1832"
"1.0000","0.0181","0.1891"
"1.1000","0.0197","0.1955"
"1.2000","0.0213","0.2016"
"1.3000","0.0234","0.2102"
"1.4000","0.0251","0.2171"
"1.5000","0.0266","0.2237"
"1.6000","0.0280","0.2296"
"1.7000","0.0296","0.2348"
"1.8000","0.0316","0.2440"
"1.9000","0.0334","0.2512"
"2.0000","0.0349","0.2570"
"2.1000","0.0363","0.2634"
"2.2000","0.0379","0.2699"
"2.3000","0.0399","0.2781"
"2.4000","0.0417","0.2861"
"2.5000","0.0432","0.2921"
"2.6000","0.0447","0.2985"
"2.7000","0.0463","0.3048"
"2.8000","0.0484","0.3139"
"2.9000","0.0500","0.3202"
"3.0000","0.0516","0.3263"
"3.1000","0.0530","0.3325"
"3.2000","0.0546","0.3401"
"3.3000","0.0567","0.3491"
"3.4000","0.0584","0.3551"
"3.5000","0.0599","0.3612"
"3.6000","0.0613","0.3665"
"3.7000","0.0629","0.3729"
"3.8000","0.0650","0.3820"
"3.9000","0.0668","0.3888"
"4.0000","0.0682","0.3948"
"4.1000","0.0696","0.4005"
"4.2000","0.0714","0.4075"
"4.3000","0.0733","0.4165"
"4.4000","0.0750","0.4235"
"4.5000","0.0765","0.4285"
"4.6000","0.0779","0.4343"
"4.7000","0.0796","0.4416"
"4.8000","0.0817","0.4498"
"4.9000","0.0833","0.4564"
"5.0000","0.0848","0.4618"
"5.1000","0.0863","0.4677"
"5.2000","0.0880","0.4747"
"5.3000","0.0900","0.4836"
"5.4000","0.0917","0.4905"
"5.5000","0.0932","0.4965"
"5.6000","0.0946","0.5020"
"5.7000","0.0964","0.5095"
"5.8000","0.0984","0.5167"
"5.9000","0.0999","0.5221"
"6.0000","0.1015","0.5286"
"6.1000","0.1030","0.5349"
"6.2000","0.1048","0.5426"
"6.3000","0.1068","0.5507"
"6.4000","0.1083","0.5562"
"6.5000","0.1098","0.5618"
"6.6000","0.1113","0.5674"
"6.7000","0.1131","0.5753"
"6.8000","0.1151","0.5845"
"6.9000","0.1166","0.5892"
"7.0000","0.1181","0.5946"
"7.1000","0.1197","0.6007"
"7.2000","0.1215","0.6075"
"7.3000","0.1235","0.6158"
"7.4000","0.1248","0.6210"
"7.5000","0.1263","0.6269"
"7.6000","0.1280","0.6339"
"7.7000","0.1298","0.6414"
"7.8000","0.1317","0.6480"
"7.9000","0.1332","0.6534"
"8.0000","0.1346","0.6591"
"8.1000","0.1364","0.6658"
"8.2000","0.1382","0.6733"
"8.3000","0.1401","0.6807"
"8.4000","0.1415","0.6853"
"8.5000","0.1431","0.6916"
"8.6000","0.1448","0.6985"
"8.7000","0.1466","0.7058"
"8.8000","0.1484","0.7121"
"8.9000","0.1498","0.7181"
"9.0000","0.1514","0.7237"
"9.1000","0.1531","0.7304"
"9.2000","0.1550","0.7377"
"9.3000","0.1566","0.7438"
"9.4000","0.1581","0.7490"
"9.5000","0.1597","0.7548"
"9.6000","0.1614","0.7607"
"9.7000","0.1633","0.7676"
"9.8000","0.1649","0.7745"
"9.9000","0.1665","0.7804"
"10.0000","0.1681","0.7859"
"10.1000","0.1698","0.7927"
"10.2000","0.1716","0.7992"
"10.3000","0.1732","0.8053"
"10.4000","0.1748","0.8108"
"10.5000","0.1764","0.8173"
"10.6000","0.1782","0.8257"
"10.7000","0.1799","0.8322"
"10.8000","0.1814","0.8375"
"10.9000","0.1831","0.8438"
"11.0000","0.1847","0.8497"
"11.1000","0.1865","0.8564"
"11.2000","0.1882","0.8628"
"11.3000","0.1898","0.8694"
"11.4000","0.1915","0.8762"
"11.5000","0.1932","0.8824"
"11.6000","0.1949","0.8884"
"11.7000","0.1965","0.8952"
"11.8000","0.1981","0.9018"
"11.9000","0.1999","0.9083"
"12.0000","0.2016","0.9144"
"12.1000","0.2032","0.9203"
"12.2000","0.2048","0.9259"
"12.3000","0.2064","0.9316"
"12.4000","0.2081","0.9388"
"12.5000","0.2100","0.9459"
"12.6000","0.2116","0.9511"
"12.7000","0.2131","0.9565"
"12.8000","0.2147","0.9636"
"12.9000","0.2165","0.9700"
"13.0000","0.2184","0.9780"
"13.1000","0.2200","0.9835"
"13.2000","0.2214","0.9882"
"13.3000","0.2229","0.9944"
"13.4000","0.2248","1.0016"
"13.5000","0.2268","1.0092"
"13.6000","0.2283","1.0151"
"13.7000","0.2296","1.0204"
"13.8000","0.2312","1.0267"
"13.9000","0.2331","1.0335"
"14.0000","0.2352","1.0417"
"14.1000","0.2366","1.0466"
"14.2000","0.2379","1.0507"
"14.3000","0.2396","1.0578"
"14.4000","0.2414","1.0658"
"14.5000","0.2436","1.0734"
"14.6000","0.2451","1.0778"
"14.7000","0.2462","1.0818"
"14.8000","0.2479","1.0884"
"14.9000","0.2498","1.0964"
"15.0000","0.2519","1.1044"
"15.1000","0.2534","1.1103"
"15.2000","0.2545","1.1142"
"15.3000","0.2562","1.1207"
"15.4000","0.2582","1.1280"
"15.5000","0.2603","1.1361"
"15.6000","0.2617","1.1409"
"15.7000","0.2628","1.1450"
"15.8000","0.2645","1.1513"
"15.9000","0.2665","1.1592"
"16.0000","0.2686","1.1669"
"16.1000","0.2700","1.1720"
"16.2000","0.2712","1.1761"
"16.3000","0.2728","1.1831"
"16.4000","0.2747","1.1907"
"16.5000","0.2770","1.1992"
"16.6000","0.2783","1.2036"
"16.7000","0.2795","1.2078"
"16.8000","0.2811","1.2142"
"16.9000","0.2832","1.2231"
"17.0000","0.2853","1.2308"
"17.1000","0.2866","1.2350"
