Time,Displacement,Force
(s),(mm),(kN)
"0.0000","-0.0041","0.1262"
"0.1000","-0.0041","0.1255"
"0.2000","-0.0035","0.1282"
"0.3000","-0.0038","0.1287"
"0.4000","-0.0033","0.1301"
"0.5000","0.0003","0.1486"
"0.6000","0.0039","0.1673"
"0.7000","0.0043","0.1689"
"0.8000","0.0062","0.1789"
"0.9000","0.0085","0.1904"
"1.0000","0.0102","0.1995"
"1.1000","0.0115","0.2066"
"1.2000","0.0130","0.2142"
"1.3000","0.0146","0.2216"
"1.4000","0.0169","0.2337"
"1.5000","0.0186","0.2425"
"1.6000","0.0197","0.2487"
"1.7000","0.0214","0.2566"
"1.8000","0.0229","0.2643"
"1.9000","0.0252","0.2773"
"2.0000","0.0269","0.2855"
"2.1000","0.0281","0.2903"
"2.2000","0.0298","0.2995"
"2.3000","0.0313","0.3067"
"2.4000","0.0335","0.3186"
"2.5000","0.0352","0.3276"
"2.6000","0.0364","0.3328"
"2.7000","0.0380","0.3401"
"2.8000","0.0397","0.3478"
"2.9000","0.0419","0.3588"
"3.0000","0.0434","0.3662"
"3.1000","0.0447","0.3729"
"3.2000","0.0463","0.3806"
"3.3000","0.0481","0.3894"
"3.4000","0.0502","0.4005"
"3.5000","0.0517","0.4076"
"3.6000","0.0531","0.4140"
"3.7000","0.0547","0.4213"
"3.8000","0.0565","0.4300"
"3.9000","0.0586","0.4405"
"4.0000","0.0600","0.4470"
"4.1000","0.0615","0.4537"
"4.2000","0.0631","0.4622"
"4.3000","0.0649","0.4712"
"4.4000","0.0669","0.4809"
"4.5000","0.0682","0.4875"
"4.6000","0.0698","0.4946"
"4.7000","0.0714","0.5020"
"4.8000","0.0732","0.5103"
"4.9000","0.0752","0.5207"
"5.0000","0.0765","0.5267"
"5.1000","0.0781","0.5337"
"5.2000","0.0798","0.5414"
"5.3000","0.0816","0.5503"
"5.4000","0.0834","0.5593"
"5.5000","0.0848","0.5662"
"5.6000","0.0864","0.5733"
"5.7000","0.0881","0.5806"
"5.8000","0.0900","0.5892"
"5.9000","0.0917","0.5979"
"6.0000","0.0931","0.6045"
"6.1000","0.0948","0.6129"
"6.2000","0.0965","0.6215"
"6.3000","0.0983","0.6293"
"6.4000","0.1000","0.6372"
"6.5000","0.1015","0.6443"
"6.6000","0.1031","0.6516"
"6.7000","0.1049","0.6611"
"6.8000","0.1067","0.6689"
"6.9000","0.1083","0.6770"
"7.0000","0.1098","0.6841"
"7.1000","0.1115","0.6915"
"7.2000","0.1133","0.6997"
"7.3000","0.1150","0.7081"
"7.4000","0.1166","0.7153"
"7.5000","0.1181","0.7228"
"7.6000","0.1198","0.7302"
"7.7000","0.1217","0.7382"
"7.8000","0.1233","0.7447"
"7.9000","0.1249","0.7516"
"8.0000","0.1264","0.7596"
"8.1000","0.1282","0.7675"
"8.2000","0.1300","0.7755"
"8.3000","0.1316","0.7832"
"8.4000","0.1332","0.7897"
"8.5000","0.1348","0.7970"
"8.6000","0.1365","0.8058"
"8.7000","0.1383","0.8144"
"8.8000","0.1400","0.8213"
"8.9000","0.1415","0.8276"
"9.0000","0.1431","0.8349"
"9.1000","0.1449","0.8429"
"9.2000","0.1467","0.8518"
"9.3000","0.1482","0.8585"
