Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0168"
"0.1000","0.0001","0.0165"
"0.2000","0.0004","0.0177"
"0.3000","0.0003","0.0175"
"0.4000","0.0009","0.0184"
"0.5000","0.0057","0.0345"
"0.6000","0.0076","0.0396"
"0.7000","0.0084","0.0420"
"0.8000","0.0107","0.0487"
"0.9000","0.0126","0.0543"
"1.0000","0.0141","0.0579"
"1.1000","0.0155","0.0617"
"1.2000","0.0172","0.0655"
"1.3000","0.0190","0.0692"
"1.4000","0.0211","0.0747"
"1.5000","0.0224","0.0776"
"1.6000","0.0238","0.0807"
"1.7000","0.0255","0.0850"
"1.8000","0.0274","0.0883"
"1.9000","0.0295","0.0931"
"2.0000","0.0306","0.0944"
"2.1000","0.0321","0.0971"
"2.2000","0.0339","0.1008"
"2.3000","0.0358","0.1048"
"2.4000","0.0379","0.1089"
"2.5000","0.0390","0.1104"
"2.6000","0.0404","0.1132"
"2.7000","0.0422","0.1171"
"2.8000","0.0440","0.1205"
"2.9000","0.0464","0.1256"
"3.0000","0.0473","0.1253"
"3.1000","0.0487","0.1281"
"3.2000","0.0505","0.1313"
"3.3000","0.0525","0.1350"
"3.4000","0.0545","0.1385"
"3.5000","0.0556","0.1395"
"3.6000","0.0571","0.1420"
"3.7000","0.0588","0.1440"
"3.8000","0.0609","0.1476"
"3.9000","0.0628","0.1501"
"4.0000","0.0640","0.1513"
"4.1000","0.0654","0.1529"
"4.2000","0.0671","0.1561"
"4.3000","0.0692","0.1598"
"4.4000","0.0710","0.1621"
"4.5000","0.0723","0.1632"
"4.6000","0.0738","0.1650"
"4.7000","0.0754","0.1673"
"4.8000","0.0776","0.1706"
"4.9000","0.0793","0.1727"
"5.0000","0.0807","0.1740"
"5.1000","0.0822","0.1755"
"5.2000","0.0839","0.1776"
"5.3000","0.0860","0.1812"
"5.4000","0.0876","0.1827"
"5.5000","0.0890","0.1840"
"5.6000","0.0905","0.1856"
"5.7000","0.0922","0.1875"
"5.8000","0.0943","0.1908"
"5.9000","0.0959","0.1927"
"6.0000","0.0974","0.1940"
"6.1000","0.0989","0.1958"
"6.2000","0.1006","0.1979"
"6.3000","0.1026","0.2010"
"6.4000","0.1040","0.2026"
"6.5000","0.1059","0.2045"
"6.6000","0.1072","0.2053"
"6.7000","0.1089","0.2073"
"6.8000","0.1108","0.2094"
"6.9000","0.1124","0.2107"
"7.0000","0.1140","0.2121"
"7.1000","0.1157","0.2138"
"7.2000","0.1172","0.2150"
"7.3000","0.1191","0.2173"
"7.4000","0.1207","0.2188"
"7.5000","0.1224","0.2202"
"7.6000","0.1241","0.2220"
"7.7000","0.1256","0.2228"
"7.8000","0.1274","0.2246"
"7.9000","0.1290","0.2259"
"8.0000","0.1307","0.2276"
"8.1000","0.1325","0.2291"
"8.2000","0.1340","0.2298"
"8.3000","0.1357","0.2315"
"8.4000","0.1374","0.2327"
"8.5000","0.1391","0.2341"
"8.6000","0.1409","0.2353"
"8.7000","0.1424","0.2359"
"8.8000","0.1439","0.2364"
"8.9000","0.1457","0.2376"
"9.0000","0.1474","0.2384"
"9.1000","0.1493","0.2399"
"9.2000","0.1507","0.2401"
"9.3000","0.1522","0.2408"
"9.4000","0.1539","0.2424"
"9.5000","0.1557","0.2437"
"9.6000","0.1577","0.2454"
"9.7000","0.1590","0.2449"
"9.8000","0.1605","0.2462"
"9.9000","0.1623","0.2478"
"10.0000","0.1638","0.2484"
"10.1000","0.1661","0.2513"
"10.2000","0.1675","0.2511"
"10.3000","0.1687","0.2508"
"10.4000","0.1706","0.2529"
"10.5000","0.1724","0.2540"
"10.6000","0.1745","0.2562"
"10.7000","0.1757","0.2553"
"10.8000","0.1771","0.2564"
"10.9000","0.1788","0.2581"
"11.0000","0.1808","0.2594"
"11.1000","0.1829","0.2613"
"11.2000","0.1841","0.2607"
"11.3000","0.1854","0.2611"
