Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0031"
"0.1000","0.0001","-0.0030"
"0.2000","0.0004","-0.0030"
"0.3000","0.0008","-0.0008"
"0.4000","0.0010","-0.0013"
"0.5000","0.0021","0.0032"
"0.6000","0.0062","0.0204"
"0.7000","0.0090","0.0321"
"0.8000","0.0095","0.0342"
"0.9000","0.0113","0.0421"
"1.0000","0.0130","0.0484"
"1.1000","0.0149","0.0560"
"1.2000","0.0168","0.0630"
"1.3000","0.0181","0.0674"
"1.4000","0.0196","0.0722"
"1.5000","0.0213","0.0787"
"1.6000","0.0234","0.0864"
"1.7000","0.0251","0.0916"
"1.8000","0.0264","0.0951"
"1.9000","0.0280","0.0997"
"2.0000","0.0297","0.1054"
"2.1000","0.0317","0.1124"
"2.2000","0.0333","0.1177"
"2.3000","0.0347","0.1213"
"2.4000","0.0363","0.1268"
"2.5000","0.0380","0.1318"
"2.6000","0.0401","0.1385"
"2.7000","0.0417","0.1425"
"2.8000","0.0430","0.1459"
"2.9000","0.0446","0.1496"
"3.0000","0.0464","0.1548"
"3.1000","0.0485","0.1613"
"3.2000","0.0500","0.1640"
"3.3000","0.0513","0.1671"
"3.4000","0.0530","0.1712"
"3.5000","0.0548","0.1758"
"3.6000","0.0569","0.1817"
"3.7000","0.0583","0.1845"
"3.8000","0.0597","0.1869"
"3.9000","0.0613","0.1906"
"4.0000","0.0631","0.1958"
"4.1000","0.0652","0.2008"
"4.2000","0.0665","0.2037"
"4.3000","0.0680","0.2063"
"4.4000","0.0696","0.2098"
"4.5000","0.0716","0.2141"
"4.6000","0.0736","0.2184"
"4.7000","0.0748","0.2201"
"4.8000","0.0763","0.2225"
"4.9000","0.0779","0.2260"
"5.0000","0.0799","0.2307"
"5.1000","0.0819","0.2348"
"5.2000","0.0832","0.2366"
"5.3000","0.0847","0.2392"
"5.4000","0.0863","0.2422"
"5.5000","0.0882","0.2473"
"5.6000","0.0901","0.2507"
"5.7000","0.0915","0.2526"
"5.8000","0.0931","0.2550"
"5.9000","0.0947","0.2577"
"6.0000","0.0967","0.2618"
"6.1000","0.0984","0.2646"
"6.2000","0.0998","0.2662"
"6.3000","0.1014","0.2689"
"6.4000","0.1029","0.2710"
"6.5000","0.1050","0.2756"
"6.6000","0.1067","0.2785"
"6.7000","0.1081","0.2806"
"6.8000","0.1097","0.2831"
"6.9000","0.1113","0.2850"
"7.0000","0.1132","0.2883"
"7.1000","0.1149","0.2906"
"7.2000","0.1165","0.2927"
"7.3000","0.1181","0.2945"
"7.4000","0.1198","0.2970"
"7.5000","0.1215","0.3000"
"7.6000","0.1232","0.3020"
"7.7000","0.1248","0.3035"
"7.8000","0.1265","0.3053"
"7.9000","0.1281","0.3075"
"8.0000","0.1298","0.3097"
"8.1000","0.1315","0.3111"
"8.2000","0.1332","0.3134"
"8.3000","0.1348","0.3152"
"8.4000","0.1365","0.3172"
"8.5000","0.1381","0.3191"
"8.6000","0.1398","0.3214"
"8.7000","0.1416","0.3237"
"8.8000","0.1434","0.3264"
"8.9000","0.1449","0.3269"
"9.0000","0.1465","0.3285"
"9.1000","0.1481","0.3298"
"9.2000","0.1498","0.3314"
"9.3000","0.1517","0.3342"
"9.4000","0.1533","0.3350"
