Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0859"
"0.1000","0.0001","0.0861"
"0.2000","0.0009","0.0882"
"0.3000","0.0009","0.0888"
"0.4000","0.0013","0.0892"
"0.5000","0.0044","0.0978"
"0.6000","0.0079","0.1056"
"0.7000","0.0088","0.1070"
"0.8000","0.0105","0.1113"
"0.9000","0.0123","0.1155"
"1.0000","0.0146","0.1216"
"1.1000","0.0160","0.1247"
"1.2000","0.0173","0.1285"
"1.3000","0.0191","0.1334"
"1.4000","0.0208","0.1382"
"1.5000","0.0229","0.1436"
"1.6000","0.0243","0.1469"
"1.7000","0.0257","0.1508"
"1.8000","0.0274","0.1554"
"1.9000","0.0292","0.1600"
"2.0000","0.0313","0.1655"
"2.1000","0.0326","0.1687"
"2.2000","0.0340","0.1726"
"2.3000","0.0358","0.1780"
"2.4000","0.0375","0.1826"
"2.5000","0.0395","0.1880"
"2.6000","0.0409","0.1913"
"2.7000","0.0424","0.1951"
"2.8000","0.0442","0.1999"
"2.9000","0.0459","0.2041"
"3.0000","0.0478","0.2086"
"3.1000","0.0492","0.2122"
"3.2000","0.0507","0.2157"
"3.3000","0.0525","0.2199"
"3.4000","0.0543","0.2241"
"3.5000","0.0561","0.2273"
"3.6000","0.0574","0.2296"
"3.7000","0.0591","0.2326"
"3.8000","0.0609","0.2366"
"3.9000","0.0626","0.2399"
"4.0000","0.0643","0.2441"
"4.1000","0.0658","0.2477"
"4.2000","0.0675","0.2511"
"4.3000","0.0692","0.2551"
"4.4000","0.0709","0.2597"
"4.5000","0.0726","0.2632"
"4.6000","0.0741","0.2672"
"4.7000","0.0758","0.2713"
"4.8000","0.0777","0.2751"
"4.9000","0.0793","0.2787"
"5.0000","0.0809","0.2821"
"5.1000","0.0824","0.2857"
"5.2000","0.0842","0.2908"
"5.3000","0.0860","0.2951"
"5.4000","0.0876","0.2987"
"5.5000","0.0892","0.3023"
"5.6000","0.0908","0.3055"
"5.7000","0.0926","0.3100"
"5.8000","0.0943","0.3140"
"5.9000","0.0959","0.3177"
"6.0000","0.0975","0.3217"
"6.1000","0.0990","0.3245"
"6.2000","0.1010","0.3292"
"6.3000","0.1027","0.3336"
"6.4000","0.1041","0.3369"
"6.5000","0.1058","0.3416"
"6.6000","0.1074","0.3455"
"6.7000","0.1093","0.3505"
"6.8000","0.1110","0.3536"
"6.9000","0.1125","0.3568"
"7.0000","0.1141","0.3603"
"7.1000","0.1158","0.3642"
"7.2000","0.1177","0.3686"
"7.3000","0.1193","0.3723"
"7.4000","0.1208","0.3756"
"7.5000","0.1225","0.3798"
"7.6000","0.1242","0.3840"
"7.7000","0.1261","0.3891"
"7.8000","0.1276","0.3921"
"7.9000","0.1291","0.3956"
"8.0000","0.1308","0.3998"
"8.1000","0.1325","0.4041"
"8.2000","0.1344","0.4093"
"8.3000","0.1359","0.4125"
"8.4000","0.1374","0.4163"
"8.5000","0.1392","0.4208"
"8.6000","0.1409","0.4249"
"8.7000","0.1428","0.4292"
"8.8000","0.1442","0.4319"
"8.9000","0.1457","0.4357"
"9.0000","0.1475","0.4402"
"9.1000","0.1493","0.4446"
"9.2000","0.1511","0.4484"
"9.3000","0.1524","0.4512"
"9.4000","0.1540","0.4551"
"9.5000","0.1558","0.4597"
"9.6000","0.1576","0.4644"
"9.7000","0.1594","0.4685"
"9.8000","0.1607","0.4714"
"9.9000","0.1624","0.4761"
"10.0000","0.1641","0.4806"
"10.1000","0.1661","0.4856"
"10.2000","0.1677","0.4893"
"10.3000","0.1691","0.4924"
"10.4000","0.1707","0.4963"
"10.5000","0.1725","0.5017"
"10.6000","0.1744","0.5069"
"10.7000","0.1761","0.5102"
"10.8000","0.1773","0.5122"
"10.9000","0.1789","0.5166"
"11.0000","0.1808","0.5215"
"11.1000","0.1829","0.5265"
"11.2000","0.1843","0.5293"
"11.3000","0.1857","0.5329"
"11.4000","0.1873","0.5378"
"11.5000","0.1892","0.5428"
"11.6000","0.1913","0.5480"
"11.7000","0.1927","0.5512"
"11.8000","0.1940","0.5539"
"11.9000","0.1956","0.5581"
"12.0000","0.1975","0.5627"
"12.1000","0.1995","0.5683"
"12.2000","0.2010","0.5715"
"12.3000","0.2022","0.5739"
"12.4000","0.2039","0.5790"
"12.5000","0.2058","0.5847"
"12.6000","0.2079","0.5902"
"12.7000","0.2093","0.5929"
"12.8000","0.2106","0.5954"
"12.9000","0.2122","0.5990"
"13.0000","0.2142","0.6048"
"13.1000","0.2162","0.6104"
"13.2000","0.2177","0.6135"
"13.3000","0.2190","0.6165"
"13.4000","0.2206","0.6205"
"13.5000","0.2226","0.6272"
"13.6000","0.2245","0.6327"
"13.7000","0.2259","0.6358"
"13.8000","0.2274","0.6393"
"13.9000","0.2290","0.6430"
"14.0000","0.2309","0.6484"
"14.1000","0.2328","0.6537"
"14.2000","0.2343","0.6570"
"14.3000","0.2358","0.6609"
"14.4000","0.2373","0.6649"
"14.5000","0.2393","0.6708"
"14.6000","0.2411","0.6757"
"14.7000","0.2427","0.6796"
"14.8000","0.2441","0.6830"
"14.9000","0.2455","0.6862"
"15.0000","0.2477","0.6931"
"15.1000","0.2492","0.6970"
"15.2000","0.2509","0.7018"
"15.3000","0.2525","0.7060"
"15.4000","0.2540","0.7092"
"15.5000","0.2559","0.7150"
"15.6000","0.2576","0.7190"
"15.7000","0.2591","0.7230"
"15.8000","0.2609","0.7279"
"15.9000","0.2624","0.7319"
"16.0000","0.2642","0.7374"
"16.1000","0.2659","0.7414"
"16.2000","0.2675","0.7458"
"16.3000","0.2693","0.7500"
"16.4000","0.2708","0.7536"
"16.5000","0.2725","0.7581"
"16.6000","0.2742","0.7621"
"16.7000","0.2759","0.7662"
"16.8000","0.2777","0.7721"
"16.9000","0.2793","0.7763"
"17.0000","0.2807","0.7799"
"17.1000","0.2824","0.7843"
"17.2000","0.2841","0.7890"
"17.3000","0.2861","0.7946"
"17.4000","0.2877","0.7983"
"17.5000","0.2891","0.8017"
"17.6000","0.2908","0.8063"
"17.7000","0.2924","0.8106"
"17.8000","0.2944","0.8171"
"17.9000","0.2960","0.8216"
"18.0000","0.2973","0.8250"
"18.1000","0.2990","0.8300"
"18.2000","0.3007","0.8342"
"18.3000","0.3029","0.8408"
"18.4000","0.3043","0.8441"
"18.5000","0.3056","0.8466"
"18.6000","0.3074","0.8517"
"18.7000","0.3090","0.8560"
"18.8000","0.3113","0.8634"
"18.9000","0.3129","0.8673"
"19.0000","0.3139","0.8688"
"19.1000","0.3156","0.8746"
"19.2000","0.3174","0.8800"
"19.3000","0.3195","0.8857"
"19.4000","0.3213","0.8900"
"19.5000","0.3223","0.8918"
"19.6000","0.3240","0.8978"
"19.7000","0.3258","0.9037"
"19.8000","0.3279","0.9096"
"19.9000","0.3296","0.9131"
"20.0000","0.3305","0.9146"
"20.1000","0.3322","0.9198"
"20.2000","0.3341","0.9255"
"20.3000","0.3363","0.9320"
"20.4000","0.3379","0.9357"
"20.5000","0.3389","0.9372"
"20.6000","0.3405","0.9424"
"20.7000","0.3424","0.9477"
"20.8000","0.3446","0.9542"
"20.9000","0.3462","0.9582"
"21.0000","0.3473","0.9600"
"21.1000","0.3488","0.9647"
"21.2000","0.3508","0.9709"
"21.3000","0.3529","0.9772"
"21.4000","0.3545","0.9810"
"21.5000","0.3556","0.9829"
"21.6000","0.3572","0.9880"
"21.7000","0.3592","0.9946"
"21.8000","0.3613","1.0001"
"21.9000","0.3628","1.0033"
"22.0000","0.3640","1.0060"
"22.1000","0.3655","1.0106"
"22.2000","0.3675","1.0177"
"22.3000","0.3696","1.0245"
"22.4000","0.3712","1.0282"
"22.5000","0.3724","1.0306"
"22.6000","0.3738","1.0344"
"22.7000","0.3759","1.0413"
"22.8000","0.3778","1.0466"
"22.9000","0.3793","1.0496"
"23.0000","0.3808","1.0538"
"23.1000","0.3822","1.0578"
"23.2000","0.3842","1.0647"
"23.3000","0.3862","1.0701"
"23.4000","0.3876","1.0731"
"23.5000","0.3892","1.0769"
"23.6000","0.3906","1.0801"
"23.7000","0.3925","1.0864"
"23.8000","0.3944","1.0919"
"23.9000","0.3959","1.0961"
"24.0000","0.3976","1.1011"
"24.1000","0.3990","1.1046"
"24.2000","0.4008","1.1097"
"24.3000","0.4026","1.1155"
"24.4000","0.4042","1.1202"
"24.5000","0.4060","1.1249"
"24.6000","0.4074","1.1282"
"24.7000","0.4092","1.1336"
"24.8000","0.4110","1.1391"
"24.9000","0.4125","1.1427"
"25.0000","0.4143","1.1478"
"25.1000","0.4158","1.1520"
"25.2000","0.4175","1.1565"
"25.3000","0.4193","1.1619"
"25.4000","0.4208","1.1658"
"25.5000","0.4227","1.1716"
"25.6000","0.4243","1.1763"
"25.7000","0.4258","1.1800"
"25.8000","0.4274","1.1851"
"25.9000","0.4292","1.1905"
"26.0000","0.4310","1.1955"
"26.1000","0.4328","1.2003"
"26.2000","0.4340","1.2029"
"26.3000","0.4357","1.2086"
"26.4000","0.4374","1.2134"
"26.5000","0.4394","1.2198"
"26.6000","0.4412","1.2250"
"26.7000","0.4423","1.2272"
"26.8000","0.4440","1.2318"
"26.9000","0.4457","1.2368"
"27.0000","0.4478","1.2426"
"27.1000","0.4495","1.2466"
"27.2000","0.4506","1.2491"
"27.3000","0.4523","1.2552"
"27.4000","0.4541","1.2609"
"27.5000","0.4562","1.2672"
"27.6000","0.4579","1.2713"
"27.7000","0.4589","1.2729"
"27.8000","0.4606","1.2785"
"27.9000","0.4624","1.2843"
"28.0000","0.4645","1.2901"
"28.1000","0.4663","1.2955"
"28.2000","0.4673","1.2971"
