Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0452"
"0.1000","0.0001","0.0447"
"0.2000","0.0008","0.0453"
"0.3000","0.0008","0.0451"
"0.4000","0.0013","0.0452"
"0.5000","0.0040","0.0455"
"0.6000","0.0073","0.0458"
"0.7000","0.0090","0.0461"
"0.8000","0.0108","0.0454"
"0.9000","0.0121","0.0460"
"1.0000","0.0138","0.0458"
"1.1000","0.0159","0.0458"
"1.2000","0.0175","0.0458"
"1.3000","0.0190","0.0457"
"1.4000","0.0205","0.0458"
"1.5000","0.0223","0.0459"
"1.6000","0.0244","0.0458"
"1.7000","0.0259","0.0459"
"1.8000","0.0273","0.0460"
"1.9000","0.0288","0.0458"
"2.0000","0.0305","0.0457"
"2.1000","0.0326","0.0460"
"2.2000","0.0343","0.0458"
"2.3000","0.0356","0.0459"
"2.4000","0.0371","0.0458"
"2.5000","0.0388","0.0455"
"2.6000","0.0410","0.0459"
"2.7000","0.0425","0.0458"
"2.8000","0.0440","0.0461"
"2.9000","0.0455","0.0463"
"3.0000","0.0474","0.0463"
"3.1000","0.0494","0.0462"
"3.2000","0.0509","0.0462"
"3.3000","0.0522","0.0463"
"3.4000","0.0538","0.0466"
"3.5000","0.0556","0.0469"
"3.6000","0.0577","0.0465"
"3.7000","0.0592","0.0463"
"3.8000","0.0606","0.0467"
"3.9000","0.0621","0.0469"
"4.0000","0.0640","0.0467"
"4.1000","0.0660","0.0469"
"4.2000","0.0675","0.0470"
"4.3000","0.0689","0.0470"
"4.4000","0.0705","0.0471"
"4.5000","0.0723","0.0475"
"4.6000","0.0743","0.0482"
"4.7000","0.0758","0.0482"
"4.8000","0.0772","0.0485"
"4.9000","0.0788","0.0490"
"5.0000","0.0807","0.0504"
"5.1000","0.0826","0.0521"
"5.2000","0.0841","0.0539"
"5.3000","0.0856","0.0564"
"5.4000","0.0871","0.0577"
"5.5000","0.0890","0.0599"
"5.6000","0.0909","0.0620"
"5.7000","0.0924","0.0634"
"5.8000","0.0939","0.0651"
"5.9000","0.0955","0.0664"
"6.0000","0.0975","0.0682"
"6.1000","0.0993","0.0696"
"6.2000","0.1007","0.0707"
"6.3000","0.1023","0.0720"
"6.4000","0.1039","0.0731"
"6.5000","0.1057","0.0755"
"6.6000","0.1076","0.0774"
"6.7000","0.1090","0.0793"
"6.8000","0.1106","0.0823"
"6.9000","0.1122","0.0850"
"7.0000","0.1141","0.0887"
"7.1000","0.1160","0.0926"
"7.2000","0.1173","0.0962"
"7.3000","0.1189","0.1003"
"7.4000","0.1206","0.1042"
"7.5000","0.1225","0.1081"
"7.6000","0.1242","0.1119"
"7.7000","0.1256","0.1158"
"7.8000","0.1272","0.1199"
"7.9000","0.1288","0.1241"
"8.0000","0.1309","0.1306"
"8.1000","0.1325","0.1341"
"8.2000","0.1339","0.1379"
"8.3000","0.1356","0.1424"
"8.4000","0.1372","0.1468"
"8.5000","0.1392","0.1516"
"8.6000","0.1408","0.1554"
"8.7000","0.1423","0.1580"
"8.8000","0.1439","0.1616"
"8.9000","0.1457","0.1657"
"9.0000","0.1475","0.1697"
"9.1000","0.1491","0.1729"
"9.2000","0.1505","0.1760"
"9.3000","0.1523","0.1804"
"9.4000","0.1540","0.1846"
"9.5000","0.1559","0.1897"
"9.6000","0.1575","0.1932"
"9.7000","0.1589","0.1967"
"9.8000","0.1606","0.2013"
"9.9000","0.1624","0.2056"
"10.0000","0.1642","0.2096"
"10.1000","0.1657","0.2131"
"10.2000","0.1673","0.2169"
"10.3000","0.1689","0.2207"
"10.4000","0.1707","0.2249"
"10.5000","0.1725","0.2292"
"10.6000","0.1740","0.2319"
"10.7000","0.1756","0.2351"
"10.8000","0.1773","0.2396"
"10.9000","0.1791","0.2443"
"11.0000","0.1807","0.2491"
"11.1000","0.1823","0.2533"
"11.2000","0.1839","0.2578"
"11.3000","0.1856","0.2629"
"11.4000","0.1874","0.2677"
"11.5000","0.1890","0.2720"
"11.6000","0.1907","0.2768"
"11.7000","0.1924","0.2813"
"11.8000","0.1940","0.2861"
"11.9000","0.1957","0.2917"
"12.0000","0.1973","0.2962"
"12.1000","0.1990","0.3012"
"12.2000","0.2007","0.3064"
"12.3000","0.2025","0.3112"
"12.4000","0.2040","0.3157"
"12.5000","0.2056","0.3203"
"12.6000","0.2073","0.3251"
"12.7000","0.2090","0.3305"
"12.8000","0.2109","0.3364"
"12.9000","0.2123","0.3407"
"13.0000","0.2139","0.3461"
"13.1000","0.2156","0.3509"
"13.2000","0.2175","0.3560"
"13.3000","0.2193","0.3606"
"13.4000","0.2207","0.3641"
"13.5000","0.2221","0.3684"
"13.6000","0.2239","0.3737"
"13.7000","0.2258","0.3801"
"13.8000","0.2277","0.3860"
"13.9000","0.2289","0.3893"
"14.0000","0.2304","0.3937"
"14.1000","0.2321","0.3989"
"14.2000","0.2341","0.4060"
"14.3000","0.2360","0.4115"
"14.4000","0.2372","0.4149"
"14.5000","0.2388","0.4197"
"14.6000","0.2405","0.4250"
"14.7000","0.2425","0.4318"
"14.8000","0.2445","0.4375"
"14.9000","0.2456","0.4398"
"15.0000","0.2471","0.4446"
"15.1000","0.2489","0.4499"
"15.2000","0.2509","0.4563"
"15.3000","0.2528","0.4627"
"15.4000","0.2539","0.4651"
"15.5000","0.2554","0.4694"
"15.6000","0.2572","0.4756"
"15.7000","0.2593","0.4828"
"15.8000","0.2611","0.4883"
"15.9000","0.2622","0.4912"
"16.0000","0.2636","0.4953"
"16.1000","0.2655","0.5020"
