Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.1000","0.0001","0.0000"
"0.2000","0.0004","0.0000"
"0.3000","0.0005","0.0003"
"0.4000","0.0008","0.0002"
"0.5000","0.0020","0.0000"
"0.6000","0.0074","0.0000"
"0.7000","0.0082","0.0004"
"0.8000","0.0095","0.0004"
"0.9000","0.0115","0.0001"
"1.0000","0.0130","0.0002"
"1.1000","0.0147","0.0000"
"1.2000","0.0166","0.0003"
"1.3000","0.0183","0.0005"
"1.4000","0.0196","0.0001"
"1.5000","0.0213","0.0004"
"1.6000","0.0231","0.0005"
"1.7000","0.0250","0.0005"
"1.8000","0.0266","0.0005"
"1.9000","0.0279","0.0008"
"2.0000","0.0296","0.0007"
"2.1000","0.0313","0.0012"
"2.2000","0.0333","0.0010"
"2.3000","0.0350","0.0017"
"2.4000","0.0362","0.0013"
"2.5000","0.0378","0.0016"
"2.6000","0.0396","0.0020"
"2.7000","0.0417","0.0020"
"2.8000","0.0435","0.0018"
"2.9000","0.0446","0.0021"
"3.0000","0.0462","0.0022"
"3.1000","0.0479","0.0025"
"3.2000","0.0502","0.0026"
"3.3000","0.0518","0.0028"
"3.4000","0.0529","0.0031"
"3.5000","0.0544","0.0030"
"3.6000","0.0563","0.0032"
"3.7000","0.0585","0.0035"
"3.8000","0.0602","0.0034"
"3.9000","0.0612","0.0035"
"4.0000","0.0628","0.0037"
"4.1000","0.0647","0.0039"
"4.2000","0.0669","0.0039"
"4.3000","0.0685","0.0043"
"4.4000","0.0696","0.0043"
"4.5000","0.0711","0.0044"
"4.6000","0.0730","0.0044"
"4.7000","0.0752","0.0046"
"4.8000","0.0768","0.0050"
"4.9000","0.0779","0.0051"
"5.0000","0.0794","0.0048"
"5.1000","0.0813","0.0047"
"5.2000","0.0835","0.0051"
"5.3000","0.0851","0.0052"
"5.4000","0.0862","0.0048"
"5.5000","0.0877","0.0050"
"5.6000","0.0897","0.0050"
"5.7000","0.0919","0.0051"
"5.8000","0.0934","0.0051"
"5.9000","0.0947","0.0051"
"6.0000","0.0961","0.0051"
"6.1000","0.0980","0.0047"
"6.2000","0.1001","0.0049"
"6.3000","0.1017","0.0048"
"6.4000","0.1030","0.0049"
"6.5000","0.1044","0.0051"
"6.6000","0.1064","0.0050"
"6.7000","0.1085","0.0051"
"6.8000","0.1099","0.0053"
"6.9000","0.1114","0.0053"
"7.0000","0.1129","0.0052"
"7.1000","0.1147","0.0049"
"7.2000","0.1168","0.0054"
"7.3000","0.1182","0.0052"
"7.4000","0.1197","0.0051"
"7.5000","0.1213","0.0051"
"7.6000","0.1230","0.0053"
"7.7000","0.1250","0.0050"
"7.8000","0.1265","0.0050"
"7.9000","0.1280","0.0049"
"8.0000","0.1297","0.0052"
"8.1000","0.1313","0.0051"
"8.2000","0.1332","0.0051"
"8.3000","0.1348","0.0049"
"8.4000","0.1364","0.0050"
"8.5000","0.1381","0.0050"
"8.6000","0.1397","0.0048"
"8.7000","0.1415","0.0049"
"8.8000","0.1431","0.0050"
"8.9000","0.1448","0.0051"
"9.0000","0.1465","0.0051"
"9.1000","0.1480","0.0051"
"9.2000","0.1498","0.0052"
"9.3000","0.1514","0.0051"
"9.4000","0.1532","0.0052"
"9.5000","0.1550","0.0053"
"9.6000","0.1563","0.0050"
"9.7000","0.1580","0.0053"
"9.8000","0.1597","0.0052"
"9.9000","0.1616","0.0050"
"10.0000","0.1634","0.0049"
"10.1000","0.1647","0.0050"
"10.2000","0.1663","0.0050"
"10.3000","0.1680","0.0048"
"10.4000","0.1700","0.0051"
"10.5000","0.1718","0.0046"
"10.6000","0.1730","0.0053"
"10.7000","0.1745","0.0049"
"10.8000","0.1763","0.0050"
"10.9000","0.1783","0.0048"
"11.0000","0.1801","0.0050"
"11.1000","0.1813","0.0049"
"11.2000","0.1828","0.0051"
"11.3000","0.1846","0.0055"
"11.4000","0.1867","0.0050"
"11.5000","0.1886","0.0052"
"11.6000","0.1896","0.0050"
