Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.1084","0.0046"
"0.1000","0.1085","0.0049"
"0.2000","0.1088","0.0049"
"0.3000","0.1094","0.0049"
"0.4000","0.1096","0.0050"
"0.5000","0.1110","0.0051"
"0.6000","0.1144","0.0049"
"0.7000","0.1167","0.0051"
"0.8000","0.1183","0.0052"
"0.9000","0.1198","0.0054"
"1.0000","0.1213","0.0054"
"1.1000","0.1231","0.0050"
"1.2000","0.1251","0.0054"
"1.3000","0.1265","0.0052"
"1.4000","0.1281","0.0048"
"1.5000","0.1297","0.0049"
"1.6000","0.1314","0.0052"
"1.7000","0.1333","0.0051"
"1.8000","0.1348","0.0053"
"1.9000","0.1365","0.0049"
"2.0000","0.1382","0.0050"
"2.1000","0.1398","0.0050"
"2.2000","0.1416","0.0050"
"2.3000","0.1432","0.0050"
"2.4000","0.1449","0.0050"
"2.5000","0.1466","0.0050"
"2.6000","0.1481","0.0050"
"2.7000","0.1498","0.0048"
"2.8000","0.1514","0.0050"
"2.9000","0.1533","0.0049"
"3.0000","0.1550","0.0051"
"3.1000","0.1564","0.0050"
"3.2000","0.1581","0.0051"
"3.3000","0.1598","0.0050"
"3.4000","0.1617","0.0051"
"3.5000","0.1635","0.0048"
"3.6000","0.1648","0.0049"
"3.7000","0.1664","0.0050"
"3.8000","0.1681","0.0046"
"3.9000","0.1701","0.0047"
"4.0000","0.1718","0.0049"
"4.1000","0.1730","0.0051"
"4.2000","0.1746","0.0050"
"4.3000","0.1764","0.0050"
"4.4000","0.1783","0.0053"
"4.5000","0.1802","0.0050"
"4.6000","0.1813","0.0051"
"4.7000","0.1829","0.0052"
"4.8000","0.1847","0.0052"
"4.9000","0.1867","0.0052"
"5.0000","0.1886","0.0052"
"5.1000","0.1897","0.0048"
"5.2000","0.1912","0.0051"
"5.3000","0.1930","0.0051"
"5.4000","0.1951","0.0050"
"5.5000","0.1970","0.0051"
"5.6000","0.1980","0.0050"
"5.7000","0.1995","0.0049"
"5.8000","0.2013","0.0050"
"5.9000","0.2035","0.0047"
"6.0000","0.2053","0.0050"
"6.1000","0.2063","0.0049"
"6.2000","0.2078","0.0048"
