Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0773"
"0.1000","0.0008","0.0777"
"0.2000","0.0027","0.0835"
"0.3000","0.0048","0.0846"
"0.4000","0.0065","0.0869"
"0.5000","0.0082","0.0895"
"0.6000","0.0100","0.0928"
"0.7000","0.0117","0.0958"
"0.8000","0.0132","0.0983"
"0.9000","0.0150","0.1032"
"1.0000","0.0169","0.1091"
"1.1000","0.0183","0.1140"
"1.2000","0.0199","0.1187"
"1.3000","0.0218","0.1248"
"1.4000","0.0234","0.1299"
"1.5000","0.0249","0.1347"
"1.6000","0.0266","0.1401"
"1.7000","0.0285","0.1463"
"1.8000","0.0301","0.1514"
"1.9000","0.0316","0.1560"
"2.0000","0.0334","0.1617"
"2.1000","0.0351","0.1677"
"2.2000","0.0366","0.1732"
"2.3000","0.0382","0.1781"
"2.4000","0.0402","0.1851"
"2.5000","0.0417","0.1900"
"2.6000","0.0432","0.1950"
"2.7000","0.0451","0.2015"
"2.8000","0.0469","0.2072"
"2.9000","0.0483","0.2122"
"3.0000","0.0499","0.2175"
"3.1000","0.0518","0.2241"
"3.2000","0.0534","0.2291"
"3.3000","0.0549","0.2341"
"3.4000","0.0567","0.2404"
"3.5000","0.0586","0.2466"
"3.6000","0.0600","0.2513"
"3.7000","0.0616","0.2569"
"3.8000","0.0635","0.2635"
"3.9000","0.0651","0.2696"
"4.0000","0.0666","0.2751"
"4.1000","0.0683","0.2811"
"4.2000","0.0702","0.2885"
"4.3000","0.0717","0.2942"
"4.4000","0.0733","0.2995"
"4.5000","0.0752","0.3066"
"4.6000","0.0767","0.3133"
"4.7000","0.0782","0.3187"
"4.8000","0.0800","0.3254"
"4.9000","0.0818","0.3325"
"5.0000","0.0833","0.3379"
"5.1000","0.0849","0.3438"
"5.2000","0.0868","0.3504"
"5.3000","0.0885","0.3573"
"5.4000","0.0900","0.3625"
"5.5000","0.0916","0.3683"
"5.6000","0.0935","0.3759"
"5.7000","0.0950","0.3816"
"5.8000","0.0966","0.3874"
"5.9000","0.0985","0.3943"
"6.0000","0.1002","0.4011"
"6.1000","0.1016","0.4065"
"6.2000","0.1033","0.4127"
"6.3000","0.1052","0.4195"
"6.4000","0.1067","0.4257"
"6.5000","0.1082","0.4311"
"6.6000","0.1101","0.4378"
"6.7000","0.1118","0.4448"
"6.8000","0.1133","0.4503"
"6.9000","0.1149","0.4564"
"7.0000","0.1169","0.4641"
"7.1000","0.1184","0.4703"
"7.2000","0.1199","0.4760"
"7.3000","0.1217","0.4829"
"7.4000","0.1235","0.4900"
"7.5000","0.1249","0.4957"
"7.6000","0.1266","0.5021"
"7.7000","0.1285","0.5090"
"7.8000","0.1301","0.5160"
"7.9000","0.1316","0.5215"
"8.0000","0.1333","0.5280"
"8.1000","0.1352","0.5354"
"8.2000","0.1366","0.5413"
"8.3000","0.1382","0.5467"
"8.4000","0.1402","0.5542"
"8.5000","0.1418","0.5606"
"8.6000","0.1433","0.5662"
"8.7000","0.1451","0.5725"
"8.8000","0.1468","0.5796"
"8.9000","0.1483","0.5855"
"9.0000","0.1499","0.5913"
"9.1000","0.1518","0.5984"
"9.2000","0.1535","0.6054"
"9.3000","0.1550","0.6106"
"9.4000","0.1567","0.6176"
"9.5000","0.1586","0.6251"
"9.6000","0.1601","0.6312"
"9.7000","0.1616","0.6372"
"9.8000","0.1635","0.6442"
"9.9000","0.1651","0.6510"
"10.0000","0.1666","0.6565"
"10.1000","0.1683","0.6628"
"10.2000","0.1702","0.6701"
"10.3000","0.1717","0.6759"
"10.4000","0.1733","0.6819"
"10.5000","0.1750","0.6882"
"10.6000","0.1768","0.6954"
"10.7000","0.1783","0.7007"
"10.8000","0.1799","0.7070"
"10.9000","0.1819","0.7142"
"11.0000","0.1834","0.7201"
"11.1000","0.1849","0.7260"
"11.2000","0.1868","0.7324"
"11.3000","0.1884","0.7393"
"11.4000","0.1899","0.7451"
"11.5000","0.1916","0.7509"
"11.6000","0.1935","0.7579"
"11.7000","0.1951","0.7643"
"11.8000","0.1966","0.7700"
"11.9000","0.1984","0.7761"
"12.0000","0.2003","0.7836"
"12.1000","0.2017","0.7892"
"12.2000","0.2032","0.7949"
"12.3000","0.2051","0.8018"
"12.4000","0.2068","0.8086"
"12.5000","0.2083","0.8140"
"12.6000","0.2100","0.8204"
"12.7000","0.2119","0.8281"
"12.8000","0.2134","0.8342"
"12.9000","0.2149","0.8394"
"13.0000","0.2167","0.8458"
"13.1000","0.2185","0.8530"
"13.2000","0.2199","0.8583"
"13.3000","0.2216","0.8642"
"13.4000","0.2235","0.8712"
"13.5000","0.2251","0.8766"
"13.6000","0.2266","0.8821"
"13.7000","0.2284","0.8886"
"13.8000","0.2301","0.8953"
"13.9000","0.2316","0.9007"
"14.0000","0.2332","0.9054"
"14.1000","0.2352","0.9124"
"14.2000","0.2368","0.9179"
"14.3000","0.2383","0.9227"
"14.4000","0.2400","0.9279"
"14.5000","0.2419","0.9340"
"14.6000","0.2434","0.9382"
"14.7000","0.2449","0.9429"
"14.8000","0.2468","0.9488"
"14.9000","0.2484","0.9543"
"15.0000","0.2499","0.9587"
"15.1000","0.2516","0.9631"
"15.2000","0.2535","0.9700"
"15.3000","0.2551","0.9749"
"15.4000","0.2566","0.9792"
"15.5000","0.2584","0.9846"
"15.6000","0.2601","0.9913"
"15.7000","0.2616","0.9961"
"15.8000","0.2633","1.0005"
"15.9000","0.2652","1.0066"
"16.0000","0.2668","1.0118"
"16.1000","0.2683","1.0163"
"16.2000","0.2701","1.0218"
"16.3000","0.2718","1.0285"
"16.4000","0.2732","1.0331"
"16.5000","0.2749","1.0382"
"16.6000","0.2768","1.0441"
"16.7000","0.2784","1.0499"
"16.8000","0.2799","1.0543"
"16.9000","0.2817","1.0599"
"17.0000","0.2836","1.0663"
"17.1000","0.2850","1.0707"
"17.2000","0.2866","1.0756"
"17.3000","0.2885","1.0818"
"17.4000","0.2901","1.0874"
"17.5000","0.2916","1.0923"
"17.6000","0.2933","1.0973"
"17.7000","0.2952","1.1036"
"17.8000","0.2967","1.1087"
"17.9000","0.2983","1.1133"
"18.0000","0.3001","1.1198"
"18.1000","0.3017","1.1252"
"18.2000","0.3032","1.1299"
